,name,year,quarter,sector,Relative Return,매출액 변화율,법인세차감전 순이익 변화율,자산총계 변화율,유동자산 변화율,비유동자산 변화율,이익잉여금 변화율,Label,Code
5,SK텔레콤,2023,Q3,커뮤니케이션서비스,0.13157052320142448,0.009367381929118457,-0.0968364623088972,-0.0052046941048214945,0.0381626530379251,-0.014893618271244025,0.004622697487933758,-0.05261054758572337,017670
5,제일기획,2023,Q3,커뮤니케이션서비스,0.10887430073332618,-0.07373510307417508,-0.15797891835698108,0.09156297767869992,0.19333946784640532,-0.03462633401029647,0.03660892562807083,-0.22514020518944383,030000
5,KT,2023,Q3,커뮤니케이션서비스,0.06370477521028312,0.04134693937582812,-0.42185373912646873,0.041315474231905513,0.2159323556776882,-0.0047068622245025615,0.009032345892431959,0.03440493118280813,030200
5,LG유플러스,2023,Q3,커뮤니케이션서비스,0.06773791932308297,0.045647042905204493,-0.19394446939262644,-0.0027234511182486765,-0.02098935156967574,0.003219042725570276,0.010768173454581698,-0.12344721092645021,032640
5,SBS,2023,Q3,커뮤니케이션서비스,0.05303030303030302,-0.10598024152867835,-0.6079097553221502,0.0022395949102054225,0.05014740221895231,-0.02875937221710556,0.008926752039945196,-0.04232027923808333,034120
5,NAVER,2023,Q3,커뮤니케이션서비스,-0.09722454590296001,-0.006373810506920985,0.07376599746121792,0.024250206491492676,0.14979181145464704,0.01093102400937851,0.03556208068554367,-0.14323353031945135,035420
5,엔씨소프트,2023,Q3,커뮤니케이션서비스,-0.0006141616667932961,-0.05686997978862396,0.3052621191993614,-0.0041958950559232155,-0.015757720175738177,0.008605022726204892,0.01448194305477335,-0.3529001800138427,036570
