F_유동자산 변화율,F_비유동자산 변화율,F_자산총계 변화율,F_유동부채 변화율,F_비유동부채 변화율,F_부채총계 변화율,F_이익잉여금 변화율,F_자본총계 변화율,F_매출액 변화율,F_영업이익 변화율,F_법인세차감전 순이익 변화율,F_당기순이익 변화율,F_당기순이익(손실) 변화율,F_자본금 변화율,M_소비자물가지수 변화율,M_환율 변화율,M_GDP 변화율,M_금리 변화율,M_수출액 변화율,M_실업률 변화율,M_국제유가 변화율,M_주택가격 변화율,P_보유 주식 수 변화율,P_1인평균급여 변화율,P_기초 소유 주식 수 변화율,P_기초 소유주식 지분율 변화율,P_기말 소유주식 수 변화율,P_기말 소유주식 지분율 변화율,P_발행할 주식 총수 변화율,P_현재까지 발행한 주식 총수 변화율,P_현재까지 감소한 주식의 총수 변화율,P_발행주식의 총수 변화율,P_자기주식수 변화율,P_유통주식수 변화율,P_증자주식수 변화율,P_주식액면가액 변화율,Relative Return
1.0,-0.3121460428062536,0.5746018314659379,0.36833758536189765,0.29830916745144476,0.5313809575085253,0.31507683806658204,0.23839183207517317,0.1552785833185752,0.019409675664911745,0.004564618776185838,0.047390445186497966,0.047390445186497966,0.08934881717357249,0.19199576447173528,-0.025230052293415135,-0.006303117813947932,0.03075839047953176,0.03061387775777305,-0.043158637120731425,0.14255972810249115,-0.011804285905216151,-0.0769866017892546,-0.014186495177382881,-0.057527709050023954,-0.006120577027421093,-0.0921892687999854,-0.03913823216244412,-0.023184003771484652,-0.0790448350863486,-0.046527442192096584,-0.08083727764944675,-0.029180576398276325,-0.08072310796467666,-0.08783325045899808,0.008265157762467928,-0.013962042659179268
-0.3121460428062536,1.0,0.3726959348146115,-0.003544861121260702,0.1987680753170662,0.17261352554111808,0.05077493915108547,0.3150611469772845,0.051130754507913205,-0.003654193862855928,-0.04565231507793131,-0.0949435303971017,-0.0949435303971017,0.1295806741573348,0.028753828207098417,0.05908660189809812,0.07794164326377388,0.03827892040047602,0.04369504840461797,0.08841906550930975,0.01415922922944795,0.09199568574923858,-0.0587225232103943,0.06435665493235673,0.06676404757887693,0.11285797617788614,0.043270200953762106,0.11969557622938211,-0.08752641416846915,-0.06169482365354304,-0.1780802949453424,-0.03669811003677345,0.04913738745595814,-0.048182666792123414,0.01827971751687259,0.026037918249718902,-0.056059071165284836
0.5746018314659379,0.3726959348146115,1.0,0.457613810015729,0.31199243797367765,0.719083798292616,0.36367916538155787,0.5154604319742259,0.2943792432171648,-0.005620561842482714,-0.0396368253601854,-0.03943422607985147,-0.03943422607985147,0.23040194934944314,0.1202977249105085,-0.058465884633607,-0.03681424797666618,0.026914726694105197,-0.033165321879438554,-0.07587459169836942,0.043594523439530936,-0.023236300717321967,-0.16381901437004853,-0.015847998650843038,0.005895231109914521,0.07028647975784764,-0.06007049567167869,0.03894598051823101,-0.1816696504242675,-0.16638513256131607,-0.223676466045935,-0.14377885432906506,0.026194625815821077,-0.15518740902436576,-0.07120130192905197,-0.024549119718329043,0.009673501870629559
0.36833758536189765,-0.003544861121260702,0.457613810015729,1.0,-0.11743910020399573,0.616018351769294,0.04060751593041107,0.02277130125509219,0.23416480876204476,-0.0492719599958268,-0.054920089267092895,-0.05932400134712227,-0.05932400134712227,0.12576696009972962,0.06187443419063822,-0.02943879146897769,-0.0003400697523726678,0.11809641504592872,-0.006226547356088432,-0.021121624444738873,0.059330188562434424,-0.0036098525319789116,-0.04101981446079388,0.06485820138014714,-0.0347140771130994,0.025753134761740102,-0.06906644911225582,-0.016818305025718447,0.021055236998916652,-0.049946781603263185,0.003554122514838308,-0.05883090471803964,0.013020996320596615,-0.05535070785299516,-0.08789734789637903,-0.0002882994809567471,-0.01385018021960443
0.29830916745144476,0.1987680753170662,0.31199243797367765,-0.11743910020399573,1.0,0.5640558055610445,-0.0322022887435957,-0.05698176915115508,-0.037268282628308884,-0.05512806764426736,-0.008271339470787223,0.005675935285636309,0.005675935285636309,-0.018274314212612434,0.014869817555309178,0.020397427553505033,0.015983322540629223,-0.013643952652593383,-0.009162321649555119,0.017435368333803145,0.021406972285539092,0.029565159490026395,-0.0065170924257646244,-0.003357458493857499,-0.01118982794001074,0.007606733223326508,0.0013394100432561346,0.024322910366599525,0.010468165279800662,-0.0090668458570066,-0.009039380522339241,-0.008972533993768335,-0.00019211722904142084,-0.008918424470428331,-0.01218216633597842,0.01223604390622512,-0.024428056910150788
0.5313809575085253,0.17261352554111808,0.719083798292616,0.616018351769294,0.5640558055610445,1.0,-0.006228499331351106,-0.014805904259561537,0.11928736899008571,-0.1037231031898272,-0.031024532082648135,-0.002572791056287304,-0.002572791056287304,0.06061615243323742,0.08835875027777652,-0.0655566926262408,-0.04788119655350439,0.017677857405121747,-0.05298966300744872,-0.054405299897918966,0.027205891956512136,-0.03405339830214058,-0.08841780711720483,-0.00824376168372687,-0.09551238821548648,-0.025847118279977887,-0.11183681896046557,-0.034630728134765726,-0.020371933966738323,-0.09989620654967153,-0.024816309238575193,-0.10925619160284526,0.019003571721021035,-0.10464234977937577,-0.11837858013845678,-0.009205881734458677,-0.05570235653166857
0.31507683806658204,0.05077493915108547,0.36367916538155787,0.04060751593041107,-0.0322022887435957,-0.006228499331351106,1.0,0.6076627584569004,0.25514098054923634,0.1795283320685483,-0.04210427031053821,-0.1484390745257773,-0.1484390745257773,0.11097926795332123,-0.033344458059177115,0.0721748125150481,0.07509666107676825,0.12310475402276452,0.10117393359786186,0.019495949574701407,0.10320579509568782,0.07335813179026393,0.04184106603326032,0.08149197026761783,0.046511890909390785,0.05488471896023847,0.05801385478755855,0.048280420652189696,0.040407085459319834,0.043318302749721975,0.005031136649704685,0.04783559208092211,-0.013383107646939755,0.04554016770367969,0.037591011288801844,0.02770689070049709,0.08621285857179603
0.23839183207517317,0.3150611469772845,0.5154604319742259,0.02277130125509219,-0.05698176915115508,-0.014805904259561537,0.6076627584569004,1.0,0.29529494419558194,0.19417999261114585,-0.024326416721720662,-0.09761781424077466,-0.09761781424077466,0.30758303152817185,0.026822094243210495,0.05217372129144051,0.06376935595146925,0.08233834650061488,0.11464449332314845,-0.00963157954050774,0.11297130464947212,0.060761812409300904,-0.1798330698364727,0.020924552665998866,0.11712937229963878,0.17747970948945718,0.03737989621637973,0.14025966874584572,-0.27025376908211163,-0.1654374789723709,-0.39150676392582656,-0.10998984078760435,-0.013382177876905654,-0.13747130538290211,0.0338163175810024,0.009724936489665478,0.0736599446257285
0.1552785833185752,0.051130754507913205,0.2943792432171648,0.23416480876204476,-0.037268282628308884,0.11928736899008571,0.25514098054923634,0.29529494419558194,1.0,0.10641648159963783,0.024125515767270688,0.020351238404732273,0.020351238404732273,0.2123396587742132,0.15281449585221465,0.012387306954826403,0.035253995441218024,0.17829565387324833,0.10372503656291382,-0.06776438927176998,0.1788104076457805,0.036675612645906644,0.014144228140200317,0.06347497539291325,0.04116160642929422,0.049771108506758775,0.058637409229863956,0.06372941890369789,0.01974211883056086,0.02364589314997578,0.013225498846460777,0.025132740251244654,0.004187061202857304,0.02246501299558553,0.021436411497407104,0.00401802394043321,-0.013063333253878918
0.019409675664911745,-0.003654193862855928,-0.005620561842482714,-0.0492719599958268,-0.05512806764426736,-0.1037231031898272,0.1795283320685483,0.19417999261114585,0.10641648159963783,1.0,0.020440865727571828,-0.1674926329935717,-0.1674926329935717,0.08647792490623066,-0.16152951738864413,-0.10896703928153183,-0.1271594596251203,-0.09831693631476845,-0.09947431032527891,-0.11278149946643105,-0.11167575168341798,-0.1364078135580281,-0.07496530448198452,-0.14018248678317627,-0.036734331938030385,-0.06971369477064951,-0.050415559709684324,-0.08527777403123106,-0.09045298426537582,-0.05417091603918601,-0.003962760472422165,-0.05564695779915024,-0.015520299959552364,-0.05443730760482075,-0.039773673461639764,-0.0890325816403454,-0.04064739275065542
