,Feature,Average_Importance
0,F_매출액 변화율,0.09999943889995115
1,M_국제유가 변화율,0.07743502097338381
2,F_유동자산 변화율,0.07726407200829503
3,F_비유동자산 변화율,0.06931639084898465
4,F_이익잉여금 변화율,0.06474076673832171
