,name,year,quarter,sector,Relative Return,유동자산 변화율,비유동자산 변화율,매출액 변화율,자산총계 변화율,영업이익 변화율,비유동부채 변화율,Label,Code
22,SK텔레콤,2019,Q4,커뮤니케이션서비스,-0.046178171951189007,0.0540035140720625,0.025784161987132848,-0.02294654050248146,0.03026650374491524,-0.5395333932054391,0.026935151403536528,-0.05319882144912662,017670
22,제일기획,2019,Q4,커뮤니케이션서비스,-0.18371200199066737,0.09309723343974885,-0.02723915249269826,0.1893288738765202,0.04895303625478031,0.8054966944387512,-0.0649327504356404,-0.0891773617546498,030000
22,KT,2019,Q4,커뮤니케이션서비스,-0.013757746802161894,0.03947920522731163,0.019022367988865696,-0.0211455330340381,0.02428189461607655,-0.7273439910180095,0.05510049105141457,-0.09271417076696313,030200
22,LG유플러스,2019,Q4,커뮤니케이션서비스,0.11104316634287952,-0.08808336997985289,0.11942403341952823,-0.09971091421869294,0.055796681790261315,0.2261801483298218,0.3214170937074541,-0.19154949913965805,032640
22,SBS,2019,Q4,커뮤니케이션서비스,0.10614755953402243,0.11914995282861374,0.02951761620716109,0.38030786842616804,0.06790396124291531,-7.896463123338084,-0.22814093189504125,-0.09392092861088912,034120
22,NAVER,2019,Q4,커뮤니케이션서비스,0.3884481355507793,-0.400330893792302,0.06329678392917781,-0.005249405310599364,-0.03517989913037989,0.05476623055182661,0.1561499976763976,-0.08337419567356338,035420
22,엔씨소프트,2019,Q4,커뮤니케이션서비스,0.5209675584142643,0.03225262848216692,-0.012808343253418841,0.43246140455546533,0.014090400073917042,0.1915338462762759,-0.06279871330420006,-0.07756265561544798,036570
