,name,year,quarter,sector,Relative Return,실업률 변화율,자본총계 변화율,이익잉여금 변화율,소비자물가지수 변화율,유동자산 변화율,유동부채 변화율,Label,Code
22,현대중공업,2019,Q2,중공업,-0.08038091853753876,0.017241379310344973,-0.04474675775716652,0.041320194244652386,0.17798441463015324,-0.8339309619157194,-0.9427647737518767,0.09847951844903076,009540
22,삼성중공업,2019,Q2,중공업,-0.07945480995857554,0.017241379310344973,-0.04724489127089604,-0.11632818308003856,0.17798441463015324,0.0040822952398658074,0.061750155980751176,-0.07738286074076976,010140
22,현대미포조선,2019,Q2,중공업,-0.1770952594729852,0.017241379310344973,0.007705600597580853,0.00891319368934762,0.17798441463015324,-0.02761583675194379,-0.07870277175789753,0.002390528022572974,010620
22,한화테크윈,2019,Q2,중공업,0.2396145658147603,0.017241379310344973,-0.008081696005190486,-0.01774608830080937,0.17798441463015324,0.06315343754964675,-0.06819791197953462,-0.03619378754854341,012450
22,현대엘리베이,2019,Q2,중공업,0.029369423095243458,0.017241379310344973,-0.021118013411900227,-0.08470876866215726,0.17798441463015324,-0.05726227469723211,-0.004073643567610752,-0.10425607166677874,017800
22,두산중공업,2019,Q2,중공업,-0.07437567850815022,0.017241379310344973,0.11461935915763233,-0.030872152025130606,0.17798441463015324,0.028268512245928745,0.1066399044868509,-0.05537702880235898,034020
22,대우조선해양,2019,Q2,중공업,-0.03447336990339961,0.017241379310344973,0.03377687638516513,0.17725521076264927,0.17798441463015324,-0.006399114974380504,0.12817628253635238,0.06020263892931456,042660
22,두산인프라코어,2019,Q2,중공업,-0.06259056893712132,0.017241379310344973,0.017687575476112993,0.1814494527724977,0.17798441463015324,-0.12387268411146157,-0.1519336112674342,-0.1328371482176359,042670
22,현대로템,2019,Q2,중공업,-0.09967339077118745,0.017241379310344973,-0.10565608307786745,-0.48946641863324847,0.17798441463015324,-0.029623441650571625,0.05584023064688881,-0.0963121482176359,064350
22,두산엔진,2019,Q2,중공업,-0.1464807835847722,0.017241379310344973,-0.03394011263166774,-1.2596351350646218,0.17798441463015324,0.10241919130777477,0.06546288601047845,0.4556289310775183,082740
22,한진중공업,2019,Q2,중공업,0.0,0.017241379310344973,-0.06923670430467599,-0.25347564391708444,0.17798441463015324,-0.01216181830852836,0.015039044414951075,0.010595607079123673,097230
