F_유동자산 변화율,F_비유동자산 변화율,F_자산총계 변화율,F_유동부채 변화율,F_비유동부채 변화율,F_부채총계 변화율,F_이익잉여금 변화율,F_자본총계 변화율,F_매출액 변화율,F_영업이익 변화율,F_법인세차감전 순이익 변화율,F_당기순이익 변화율,F_당기순이익(손실) 변화율,F_자본금 변화율,M_소비자물가지수 변화율,M_환율 변화율,M_GDP 변화율,M_금리 변화율,M_수출액 변화율,M_실업률 변화율,M_국제유가 변화율,M_주택가격 변화율,P_보유 주식 수 변화율,P_1인평균급여 변화율,P_기초 소유 주식 수 변화율,P_기초 소유주식 지분율 변화율,P_기말 소유주식 수 변화율,P_기말 소유주식 지분율 변화율,P_발행할 주식 총수 변화율,P_현재까지 발행한 주식 총수 변화율,P_현재까지 감소한 주식의 총수 변화율,P_주식 수 감소 변화율,P_발행주식의 총수 변화율,P_자기주식수 변화율,P_유통주식수 변화율,P_증자주식수 변화율,P_주식액면가액 변화율,P_발행금액 변화율,Relative Return
1.0,-0.0665884389958536,0.6415360428624278,0.5885483910136596,0.15552100927756318,0.5940448539288552,0.18566171464896136,0.058246277758177596,0.18081058401540173,-0.021551837703327498,-0.02677216380260639,-0.027223482700927903,-0.027223482700927903,0.149141831287688,-0.051468460668396825,-0.021863483511199978,-0.041639145079773475,0.02348479385252316,-0.047935788405685034,-0.013918232452164222,-0.09689121948780172,-0.044454452477685,-0.01610470415473794,-0.01890209827890808,-0.016230617277393992,-0.019102225523945034,-0.01603250365424927,-0.013326112547159822,-0.0313075013122841,-0.051520323457845046,-0.04674849745346868,-0.0330642673727038,-0.04237451526094856,-0.003911984231245352,-0.041474022096055926,0.010991884174616419,0.004027475214644764,-0.07926427237101503,0.09299041528010767
-0.0665884389958536,1.0,0.4620826702384481,0.2380951180972412,0.05008244305187543,0.23017435557613825,-0.14695829983530911,0.12305023344072528,0.10632477669714657,0.04247944360446062,-0.02175080535858974,-0.021880833980433768,-0.021880833980433768,-0.006368654558038498,-0.00908515168854423,0.048130804351509605,0.03860136110906872,0.0326712585562314,0.04755074288800649,0.05501291537000423,0.058422259722242166,0.04735772842523234,-0.06968325175540693,0.04110794891549882,-0.06979423859199699,0.07919999384578634,-0.06893592717786882,0.1136503663927662,0.019198774942538237,0.04290638781935317,0.05819922811677072,0.05968367881410309,-0.01613988389657614,0.07533343269100913,-0.017662078978811478,0.027389346260712502,0.002010165493727302,-0.035063492069996045,0.01568546990412919
0.6415360428624278,0.4620826702384481,1.0,0.6285033213269768,0.16748495635427452,0.7788891794570268,-0.06157497051650653,0.15984557030402186,0.3025874043600362,0.01101365544408713,-0.04214503224994012,-0.042961913223392975,-0.042961913223392975,0.17155792685631593,-0.06233499217986977,-0.14512949806642098,-0.1772516569924571,-0.05755571472756682,-0.1586960231223153,-0.17166296596353917,-0.14420207646222463,-0.18714089257918257,-0.0520855948514009,-0.12898906024964193,-0.05216998619576737,0.039888060360914565,-0.051662810393431416,-0.00840699044657734,-0.0925767880693244,-0.13635754709624026,-0.03759087712946466,-0.022733222703419095,-0.1442797776822511,0.04286883942637186,-0.1438431814090778,0.034036195930818754,0.003224736489092164,-0.10662977480595887,0.14474410183194564
0.5885483910136596,0.2380951180972412,0.6285033213269768,1.0,-0.1504542305346675,0.7718176661887642,-0.05692338833242919,-0.09405032508135673,0.359323009389348,0.0034978436372505484,0.0007639898227428623,0.0012583007176319907,0.0012583007176319907,-0.020092036060635865,-0.06521478441475784,-0.0261694979526838,-0.04726892908907454,0.03185369745371202,-0.08058119659112131,-0.018470087072259566,-0.07170626057485337,-0.04270984134178362,-0.008073323824920226,-0.005189854889830788,-0.008102194130399426,0.001442319384825116,-0.00801551148146322,0.04635102021997913,-0.045647999163665715,-0.031404621098580915,-0.03943940741464421,-0.04100255923809303,-0.046944019409620695,0.007505644099626353,-0.04825350280097407,-0.02575311431056055,0.11477101403896652,-0.07984254428491495,0.029114271869929445
0.15552100927756318,0.05008244305187543,0.16748495635427452,-0.1504542305346675,1.0,0.21674161269805864,0.009752388245019542,0.010262411455721224,0.020441914120273953,-0.013460793140856507,-0.011877069641786874,-0.012376507442964941,-0.012376507442964941,0.045008341380368515,-0.011018301057418932,-0.04582915362612402,-0.04989544656821697,-0.04556757620473166,-0.03635439998721388,-0.05054912310765148,-0.03474863333144148,-0.04186070537248132,-0.004413852254637782,-0.04679176933472782,-0.004344960576654873,0.02591372278185184,-0.004344897668089139,-0.04876837244400486,-0.06106686500022367,-0.08001128483538626,-0.0012622639471469481,0.0016129398456982058,-0.06227554212842436,-0.036372282929714464,-0.06215071660959648,-0.022912803724569577,-0.0020002115022426936,-0.04232855689282183,-0.009302621615837224
0.5940448539288552,0.23017435557613825,0.7788891794570268,0.7718176661887642,0.21674161269805864,1.0,-0.05500391583400055,-0.11480941475077142,0.2944461667231878,-0.009516237188322202,-0.004309447569025149,-0.0041006930823417,-0.0041006930823417,0.02524803093935609,-0.06427739802709778,-0.1567239112281084,-0.1826823341085587,-0.057006444632574184,-0.1817826409192929,-0.17187960946608435,-0.14016984708313876,-0.17804817290574734,-0.006146575339176259,-0.13466312289736837,-0.005994182424093814,0.062004583881205666,-0.005960119548018033,-0.06022373767882158,-0.14507268292514192,-0.18412964253712474,-0.0620680732869072,-0.058262083089116075,-0.15368132216662445,-0.026920534820121484,-0.1546782654951232,-0.04734377876279279,0.15448453486852018,-0.13652629401752578,0.07434004999442456
0.18566171464896136,-0.14695829983530911,-0.06157497051650653,-0.05692338833242919,0.009752388245019542,-0.05500391583400055,1.0,-0.012906860677201903,-0.017519939816408377,-0.003556526757078305,-0.01583952476332032,-0.017483981546798835,-0.017483981546798835,0.009300367992597234,-0.010553975470193822,-0.003969710772380373,0.004701951317350877,-0.017131315943120454,0.03241030779153718,0.0019058877930914584,0.03140330163334843,0.005009344627585106,-0.12185424883133503,0.0006030859362092332,-0.12179658390023763,0.001035409085071289,-0.1219368835648308,-0.0596218771894337,-0.05362639486984326,0.003337392732665274,0.003627199190302071,0.006259412215456576,-0.011972941256835377,0.010390704090803848,-0.011861570563352818,0.0018705095405847259,0.0015028757977490488,-0.017861615460301575,0.028066764289128417
0.058246277758177596,0.12305023344072528,0.15984557030402186,-0.09405032508135673,0.010262411455721224,-0.11480941475077142,-0.012906860677201903,1.0,0.0756732230672632,0.029162225928163407,-0.02261775126692671,-0.021273989637047106,-0.021273989637047106,0.14939294616542612,-0.0009212225134780678,-0.006252242788251717,-0.0068033812149482535,0.002178730449105746,0.0184711385877356,0.007623026310012621,-0.04725391714742651,-0.012259575428662562,-0.027874751596077305,0.002987613873484538,-0.027967544101412684,-0.0051893489213102285,-0.027757758351190622,0.013580150741742661,0.045530241589736516,0.04167982159786432,-0.1349980313007613,-0.13286723464661873,0.04021777826638835,0.1658898864210478,0.0404299269314914,0.09235187025265089,-0.002171076663868499,-0.09210574042276427,0.09078386127224798
0.18081058401540173,0.10632477669714657,0.3025874043600362,0.359323009389348,0.020441914120273953,0.2944461667231878,-0.017519939816408377,0.0756732230672632,1.0,0.03368812739401849,-0.005837685157837003,-0.005942002600747843,-0.005942002600747843,0.04367257046199079,0.005371047423987663,-0.1341419988155637,-0.13495810829545427,0.05400029698073772,-0.0928427235739236,-0.15532718537791543,-0.03414180632955136,-0.1374196354551437,0.00506669039565867,-0.06628371965982716,0.004907479352752162,-0.0031776017023380236,0.005305863796580117,-0.012111667615692094,-0.04676977381243138,-0.06606055492126592,-0.030904949207771044,-0.03554947676428406,-0.03210269042781425,0.04384295325410238,-0.032544637590466004,0.020302915060626533,0.11006449813282694,-0.11486978146529964,0.04520057620412669
-0.021551837703327498,0.04247944360446062,0.01101365544408713,0.0034978436372505484,-0.013460793140856507,-0.009516237188322202,-0.003556526757078305,0.029162225928163407,0.03368812739401849,1.0,0.10133613160031979,0.10250028147197185,0.10250028147197185,0.002345736819313047,0.24057856791374374,0.0030853415656891836,0.012630895822917848,-0.0062584927346395714,0.037020202324741576,0.00302288006571171,0.08389579703258891,0.010774841189106607,-0.006797849636721951,0.005421074197702879,-0.0068622747324893285,-0.004756478455143342,-0.006725048099170019,-0.006911309458906559,0.010661668732729035,0.004312695139182812,0.012286079495714069,0.012832387276635977,-0.0009395104798565255,-0.004967665878946104,-0.0011755387413261613,-0.005950180735033216,-0.00937307428562687,0.015712062525111616,0.045910122156742346
-0.02677216380260639,-0.02175080535858974,-0.04214503224994012,0.0007639898227428623,-0.011877069641786874,-0.004309447569025149,-0.01583952476332032,-0.02261775126692671,-0.005837685157837003,0.10133613160031979,1.0,0.9994192432963681,0.9994192432963681,-0.004815273214717391,-0.014805416887272495,-0.011519688499159745,0.013358361833024317,0.03724323189740148,0.009126520776820028,0.025222221979221762,0.00209013628874885,0.01952137371779539,-0.002921780468485799,0.013832625372830748,-0.0029180136867410092,-0.002620089113082482,-0.002946242646778876,0.00885966872190715,0.0030042335432145417,0.002946526247664819,0.0007362621330461043,0.0005053800547186386,0.003209452190926507,-0.003103600305389824,0.0027087941860494845,-0.00284405969434835,-0.0015345179347152828,0.007750177153428058,-0.04399702472577536
-0.027223482700927903,-0.021880833980433768,-0.042961913223392975,0.0012583007176319907,-0.012376507442964941,-0.0041006930823417,-0.017483981546798835,-0.021273989637047106,-0.005942002600747843,0.10250028147197185,0.9994192432963681,1.0,1.0,-0.005848785219802534,-0.01394686436875868,-0.011207366918492874,0.013874284976653009,0.03928297778445379,0.010788528302150154,0.025219368003330744,0.004284918964542852,0.020062595643550358,-0.004099032839376141,0.013925532484291406,-0.004091531658910584,-0.002642210845675446,-0.0041297422505686505,0.010737002552803212,0.00360859592211125,0.004622494809240624,0.000879669404221334,0.0006547705769456302,0.0034763982606262865,-0.00032314282304443887,0.003081852217870529,-0.002199497488264701,-0.0014557106716669437,0.007809990566057574,-0.04333481622991283
-0.027223482700927903,-0.021880833980433768,-0.042961913223392975,0.0012583007176319907,-0.012376507442964941,-0.0041006930823417,-0.017483981546798835,-0.021273989637047106,-0.005942002600747843,0.10250028147197185,0.9994192432963681,1.0,1.0,-0.005848785219802534,-0.01394686436875868,-0.011207366918492874,0.013874284976653009,0.03928297778445379,0.010788528302150154,0.025219368003330744,0.004284918964542852,0.020062595643550358,-0.004099032839376141,0.013925532484291406,-0.004091531658910584,-0.002642210845675446,-0.0041297422505686505,0.010737002552803212,0.00360859592211125,0.004622494809240624,0.000879669404221334,0.0006547705769456302,0.0034763982606262865,-0.00032314282304443887,0.003081852217870529,-0.002199497488264701,-0.0014557106716669437,0.007809990566057574,-0.04333481622991283
