,name,sector,year,quarter,Relative Return,자본총계변화율,비유동부채변화율,영업이익변화율,비유동자산변화율,이익잉여금변화율,Label,Code
30,Doosan_Corp,Conglomerate,2017,Q1,0.037678123486261546,0.017271277056570833,-0.01810080977536299,8.32303852676121,0.01999659204887483,0.008276196289094595,-0.18416110369502764,000150
30,DL_Holdings,Conglomerate,2017,Q1,0.04621552129814459,-0.019056637178026525,0.050170943746387864,-0.9234322178468932,0.005352721665481286,-0.031448559559055234,-0.15722850962966564,000210
30,Dong-A_Socio_Holdings,Conglomerate,2017,Q1,-0.1324822635822212,-0.029858369657584705,-5.421911258776126,5.3299455259573625,0.0007376546242739979,-0.023771741867430585,-0.24635481878269816,000640
30,Hanwha_Corp,Conglomerate,2017,Q1,-0.0004981365980942106,-0.008820095204804757,0.07411156914108163,-0.14490646124823137,-0.003759511045989594,-0.013435380816118503,-0.067673562972071,000880
30,CJ_Corp,Conglomerate,2017,Q1,0.0034555521805285727,-0.001148499711225437,-0.008132782545407613,8.981830070734741,0.0010828105331858184,-0.0018463894371840706,-0.15872093368045864,001040
30,LG_International,Conglomerate,2017,Q1,-0.1674045967570508,0.029422748750093985,0.061546691700547385,-56.3004095155766,0.022348416181097508,-0.03910968848309948,0.011580751052465477,001120
30,Orion_Corp,Agriculture_&_Food,2017,Q1,-0.21276284155294659,3.0845097405311144,0.9902833315029703,1.0645388864626724,0.7696462711201559,0.028670908285533314,-0.05259027654598639,001800
30,LG_Corp,Conglomerate,2017,Q1,-0.08167732498990762,-0.04459186872239873,0.11224468286924816,-6.583593373683218,-0.013134127919251837,-0.07493718389750992,0.09606754527810608,003550
30,Namyang_Dairy_Products,Agriculture_&_Food,2017,Q1,0.06493197205169922,0.0019729106598376234,-0.18529252169933308,0.9832238366115034,-0.013038286956811085,0.0019159904912333658,0.0762533971825936,003920
30,Hansol_Holdings,Conglomerate,2017,Q1,-0.017755255442270065,-0.01446225733431361,-0.20916575528746395,-2.258570899975632,-0.004202915931556417,-0.03682237441880343,-0.1428654724157447,004150
30,Nongshim,Agriculture_&_Food,2017,Q1,0.06377842017846257,-0.002056067008183504,0.10770439323956194,-0.33241397997947275,-2.242240442273946e-05,-0.002297146008824358,-0.18792640683212014,004370
30,Binggrae,Agriculture_&_Food,2017,Q1,0.07034219953635958,0.00908049522112897,-0.14385239945008887,2.0532019899572513,-0.00699130009177229,0.8245763136197568,-0.008130145158635652,005180
30,Hyundai_Green_Food,Agriculture_&_Food,2017,Q1,-0.05415993546079011,-0.0048530247620064415,-0.055424811585522704,-0.5724322054414193,-0.062447386383623016,-0.02567450225338752,-0.05223038098073604,005440
30,SPC_Samlip,Agriculture_&_Food,2017,Q1,-0.1371307896593187,0.17536333449957153,-0.5690826829815958,0.5749266394546937,-0.012502478526171812,0.008517521394280636,0.21231979030144182,005610
30,Crown_Confectionery,Agriculture_&_Food,2017,Q1,-0.04614352950522525,0.31925169882663085,0.9264272337807056,0.7752570140708019,0.4494463687185888,-0.5757317890164644,0.08927821370511084,005740
30,LS_Corp,Conglomerate,2017,Q1,0.013484250877443949,-0.022816076878922953,-0.026413458512223986,-2.9721162790697675,-0.0013931762321339747,-0.021169228351366698,0.011898906445343999,006260
30,Ottogi,Agriculture_&_Food,2017,Q1,-0.11452724421969514,-0.013654342030309019,0.004475051490495874,-0.6520890209067784,-0.041862678484923865,-0.01418579337744763,0.05934328438375942,007310
30,Muhak,Agriculture_&_Food,2017,Q1,-0.017012914923217364,-0.043742232577432816,-9.925745431634468,-0.11140997638440608,-0.06068336188480372,-0.045352498684610554,-0.07527611762694694,033920
30,SK_Holdings,Conglomerate,2017,Q1,0.08062046178465511,-0.032271226655774754,-0.03786461554883158,-13.504413955660315,-0.004307319282947253,-0.05299863306485131,-0.027685302644827617,034730
30,Farmsco,Agriculture_&_Food,2017,Q1,-0.1079873140872717,-0.02136421800092947,-0.00362561071325862,-1.520157290310311,-0.036287624480838776,-0.05679297815568707,0.0033085262213416733,036580
30,Dongwon_F&B,Agriculture_&_Food,2017,Q1,-0.12387252465382821,-0.01609500944569442,-0.11012552496854333,24.863641976059668,-0.02967779480878696,-0.0,0.09245412366544485,049770
30,Halla_Holdings,Conglomerate,2017,Q1,-0.12239114924582384,0.01051026101932917,0.3468012289894279,0.3530839654416863,0.03530637817739035,-0.009357076735407421,0.026535476575951608,060980
30,GS_Holdings,Conglomerate,2017,Q1,0.009288245244362397,-0.03700605955746594,0.010596756416312414,0.8815260674331139,-0.015616827138954514,-0.058093203454122166,0.014677096860429034,078930
30,Samyang_Foods,Agriculture_&_Food,2017,Q1,0.022463535875773388,0.00580075517096712,-1.2266902153510117,3.018458781362007,-0.010387774577042208,0.03759902161421369,-0.16141870983795045,145990
