,name,year,quarter,sector,Relative Return,자산총계 변화율,전체 주식 수 변화율,이자수익 변화율,부채총계 변화율,실업률 변화율,전체 주주 수 변화율,비유동부채 변화율,법인세차감전 순이익 변화율,자본총계 변화율,Label,Code
1,Samsung_SDS,2024,Q3,IT 서비스,-0.11847393823442137,-0.0944884675914277,-0.0,-0.27832984554234913,0.02645777877858868,0.09523809523809512,-0.0,0.010535360203904776,-4.366787704463661,-0.12144425607203568,0.14676301760193627,018260
0,NAVER_Corp,2024,Q3,IT 서비스,-0.12907458695821175,-0.07316684432483367,-0.0,-0.1362382175907344,-0.011171700947233631,0.09523809523809512,-0.0,0.011555039451646376,-2.019663439328205,-0.0953397828788567,-0.12907458695821175,035420
0,NCSOFT,2024,Q3,IT 서비스,-0.11958368654965867,0.035668946517511846,-0.0,-0.04797699865678636,0.05240587496330895,0.09523809523809512,-0.0,-0.048422311553787845,1.4130976472568115,0.031206728708489506,-0.11958368654965867,036570
