,name,year,quarter,sector,Relative Return,자산총계 변화율,전체 주식 수 변화율,이자수익 변화율,부채총계 변화율,실업률 변화율,전체 주주 수 변화율,비유동부채 변화율,법인세차감전 순이익 변화율,자본총계 변화율,Label,Code
11,Samsung_SDS,2022,Q1,IT 서비스,-0.002357565737225578,-0.004339285584294972,-0.0,-0.08461116095567886,-0.07944479899410228,0.09183673469387776,-0.0,0.08718702161959713,-2.857929465827675,0.012198084698512357,-0.03274047015863914,018260
10,NAVER_Corp,2022,Q1,IT 서비스,-0.012374321036999744,-0.05341045163553915,-0.0,-0.03928223371343442,-0.04272848645163263,0.09183673469387776,-0.0,-0.007191417491552388,-0.21065815325393378,-0.05756531888251604,-0.022144096435616337,035420
10,NCSOFT,2022,Q1,IT 서비스,0.0709314941767102,0.026778292660038838,-0.03859709969380032,-0.04838428176881015,0.08899797932914022,0.09183673469387776,-0.03859709969380032,0.003852468902441286,-0.8831415044299586,-0.03859709969380032,-0.19575478142876435,036570
