,name,year,quarter,sector,Relative Return,자산총계 변화율,전체 주식 수 변화율,이자수익 변화율,부채총계 변화율,실업률 변화율,전체 주주 수 변화율,비유동부채 변화율,법인세차감전 순이익 변화율,자본총계 변화율,Label,Code
34,Samsung_SDS,2016,Q2,IT 서비스,-0.33296884431443563,0.00022765225758891727,-0.008458757328647426,-0.015137426312884825,0.054350919020820454,0.044642857142857095,-0.008458757328647648,-0.1721170143193842,0.47478874110251257,-0.009945113111391013,-0.18336138753142145,018260
33,NAVER_Corp,2016,Q2,IT 서비스,-0.047400691011111565,-0.05971121944017033,-0.009013587349327334,-0.009393680597793885,-0.024124344948479592,0.044642857142857095,-0.010081832412996539,-0.019842400758606216,-0.08987330775214586,-0.07470570232121632,0.10667592256749617,035420
33,NCSOFT,2016,Q2,IT 서비스,0.16272755631154245,0.004535590560093339,-0.008476274189506805,-0.017506555945909132,0.19489449268795778,0.044642857142857095,-0.008476274189506805,-0.032901021198949554,-0.2443336372173075,-0.05138670552985847,-0.0631293813802497,036570
