,name,year,quarter,sector,Relative Return,자산총계 변화율,전체 주식 수 변화율,이자수익 변화율,부채총계 변화율,실업률 변화율,전체 주주 수 변화율,비유동부채 변화율,법인세차감전 순이익 변화율,자본총계 변화율,Label,Code
31,Samsung_SDS,2017,Q1,IT 서비스,-0.09313191975305,0.009396670455106282,-0.05727004031618188,-0.017491065757968632,0.07284736500158606,-0.0277777777777779,-0.05727004031618188,-0.007435259547843298,-0.11865254141227966,-0.001981052032709707,-0.13498934611908386,018260
30,NAVER_Corp,2017,Q1,IT 서비스,-0.12422382193239259,-0.049792050737482496,-0.057378553059413306,-0.05729812257369171,-0.010959727677271047,-0.0277777777777779,-0.05715268106400018,-0.0023346605719229974,-0.4262749642005441,-0.06623233884350332,0.017175317417948782,035420
30,NCSOFT,2017,Q1,IT 서비스,-0.17416751070225092,-0.005240431475399543,-0.057433818795325386,0.002867948864078107,-0.19759076832428968,-0.0277777777777779,-0.05743381879532561,-0.032035835690512826,0.7664749961246201,0.03045965739497769,0.158039541616602,036570
