,name,year,quarter,sector,Relative Return,자산총계 변화율,전체 주식 수 변화율,이자수익 변화율,부채총계 변화율,실업률 변화율,전체 주주 수 변화율,비유동부채 변화율,법인세차감전 순이익 변화율,자본총계 변화율,Label,Code
7,Samsung_SDS,2023,Q1,IT 서비스,0.04340159614515879,0.014653301236014049,-0.0,-0.02856669068150568,-0.018304103536636696,0.05813953488372092,-0.0,0.051896177855688674,-2.72238518594831,0.023498395647811088,-0.16396986750955406,018260
6,NAVER_Corp,2023,Q1,IT 서비스,-0.09246406477438145,-0.07919277222433974,-0.0,0.05755604002017556,-0.20140413342986618,0.05813953488372092,-0.0,-0.11209259345710576,5.155264467076689,-0.02889259581966197,0.025894450937745783,035420
6,NCSOFT,2023,Q1,IT 서비스,0.2667243903354562,-0.0025225270044695325,-0.0,0.07909474409413132,-0.017447606609032773,0.05813953488372092,-0.0,0.16754523335757943,3.856963780399259,0.0026499045024726,-0.2711371275519894,036570
