,name,year,quarter,sector,Relative Return,자산총계 변화율,전체 주식 수 변화율,이자수익 변화율,부채총계 변화율,실업률 변화율,전체 주주 수 변화율,비유동부채 변화율,법인세차감전 순이익 변화율,자본총계 변화율,Label,Code
8,Samsung_SDS,2022,Q4,IT 서비스,-0.03685128931725447,-0.013295166229172262,-0.0,0.0035632188363974976,0.004230289685309363,-0.023809523809523725,-0.01244868436485902,-0.0995411275511644,0.7212549507537389,-0.018104136386355663,0.04340159614515879,018260
7,NAVER_Corp,2022,Q4,IT 서비스,-0.10512600414615182,0.006913342812169154,-0.0,0.08124943117788341,-0.06952605515417631,-0.023809523809523725,-0.3381071982044568,0.11121164716925136,1.137338638611408,0.03529122900871051,-0.09246406477438145,035420
7,NCSOFT,2022,Q4,IT 서비스,0.06740758849882697,0.001675446762166355,0.0008075909931873904,0.03797314530029768,-0.005611305127005473,-0.023809523809523725,0.05150069299712323,-0.0006251968655581752,1.1881981815158997,0.0041761631787657905,0.2667243903354562,036570
