,code,name,sector,year,quarter,F_유동자산 변화율,F_비유동자산 변화율,F_자산총계 변화율,F_유동부채 변화율,F_비유동부채 변화율,F_부채총계 변화율,F_자본금 변화율,F_이익잉여금 변화율,F_자본총계 변화율,F_매출액 변화율,F_영업이익 변화율,F_법인세차감전 순이익 변화율,F_당기순이익 변화율,F_당기순이익(손실) 변화율,F_총포괄손익 변화율,M_소비자물가지수 변화율,M_환율 변화율,M_GDP 변화율,M_금리 변화율,M_수출액 변화율,M_실업률 변화율,M_국제유가 변화율,K_전체 주주 수 변화율,K_보유 주식 수 변화율,K_전체 주식 수 변화율,K_접수일자 변화율,K_특정 증권 등 소유 수 변화율,K_특정 증권 등 소유 증감 수 변화율,K_1인평균급여 변화율,K_기초 소유 주식 수 변화율,K_기초 소유주식 지분율 변화율,K_기말 소유주식 수 변화율,K_기말 소유주식 지분율 변화율,K_발행할 주식 총수 변화율,K_현재까지 발행한 주식 총수 변화율,K_현재까지 감소한 주식의 총수 변화율,K_주식 수 감소 변화율,K_이익 소각 변화율,K_상환주식의 상환 변화율,K_기타 변화율,K_발행주식의 총수 변화율,K_자기주식수 변화율,K_유통주식수 변화율,K_증자주식수 변화율,K_주식액면가액 변화율,K_발행금액 변화율,Relative Return,Label,Code,F_이자수익 변화율,F_영업비용 변화율
0,18260,Samsung_SDS,IT 서비스,2024,Q4,-0.04530413958607182,0.019738331469361436,-0.016253818087168526,-0.07647803161381006,0.035226850246629304,-0.04181269448841274,-0.0,-0.023753559572595062,-0.011308679086764029,-0.011635926752461279,0.08596516151352429,0.768167572996577,0.8146073298328729,0.8146073298328729,0.8955730504200125,0.8115161312149229,0.8481064574046281,0.8431600971752714,0.859001206311649,0.86708297149999,0.7731391347360612,0.8513982147832926,0.8334531623401886,0.8588466801710816,0.8525565033809266,0.0,0.8748826980311649,0.8748826980311649,0.8591539804822518,0.8096700984966527,0.8096327016063568,0.8058519625363559,0.8058429004528997,0.8359011044618447,0.8298281789049547,0.8298281789049546,0.0,0.0,0.0,0.8298281789049546,0.8298281789049547,0.8298281789049547,0.8298281789049547,0.8298281789049547,0.8298281789049547,0.0,0.14676301760193627,0.14676301760193627,018260,,
1,18260,Samsung_SDS,IT 서비스,2024,Q3,-0.1983583509390432,0.011649499565403731,-0.0944884675914277,0.033456391019783926,0.010535360203904776,0.02645777877858868,-0.0,-0.14695428281698608,-0.12144425607203568,-0.046680792845466224,-0.28535477733787595,-4.366787704463661,-5.689491605973878,-5.689491605973878,-5.980877853104274,0.2377021247854798,0.011538677997511404,-0.0009958598205548341,0.11983510689291532,0.0051857654838392,0.09523809523809512,0.05674568795778523,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.11847393823442137,0.14676301760193627,018260,,
2,18260,Samsung_SDS,IT 서비스,2024,Q2,0.02950728951823811,-0.001954601033096637,0.014197085289652578,0.1651707731692773,0.06042362328264206,0.1357518780924074,-0.0,-0.022461359493793243,-0.0177047061326725,0.007549790125402023,0.10219725239478461,0.13797647008279446,0.1465603542166959,0.1465603542166959,0.1754805840305399,0.110334699467731,-0.030762850791552276,0.0022763832415567675,-0.02546205269366908,-0.05808429975732232,3.3306690738754696e-16,-0.01979840167061564,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0801593067649013,-0.11847393823442137,018260,,
3,18260,Samsung_SDS,IT 서비스,2024,Q1,0.009180607825050147,-0.0033645974120859456,0.0031151981412576024,-0.057136408792311855,0.014615562718719,-0.03595029978409636,-0.0,0.015305887106609184,0.01288454165374675,0.03182030644830236,-0.007035174162818292,0.022956943215733938,0.021575830996639178,0.021575830996639178,0.5340284258154826,0.11265192787422551,-0.006272868624748851,-0.013001130867663191,0.12136131985833976,-0.023680694141577696,0.011764705882352788,0.008599753155233536,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.16374021949021367,-0.0801593067649013,018260,,
4,18260,Samsung_SDS,IT 서비스,2023,Q4,-0.03487363557194856,-0.04672856078200427,-0.04057159140802291,-0.25285165364061934,0.041565605186125176,-0.1486651017788585,-0.0,-0.027207946491899504,-0.016646791997025012,-0.08335691900127218,-0.5381352804218331,-0.665429515195135,-0.567577840365415,-0.567577840365415,-2.396424078829289,-0.10965773361610065,-0.0065457565880464585,-0.004550077278224318,-0.00757180156657955,-0.05902989272759007,-0.0625,0.03388722209400741,0.2323887640275879,-0.08022886546849661,-0.0,0.0,-0.2370462213110811,-0.2370462213110811,0.0040000000000000036,0.06981101335012851,0.06977973568281948,0.036151175359767085,0.03599166508808471,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.144397652083816,0.16374021949021367,018260,,
5,18260,Samsung_SDS,IT 서비스,2023,Q3,-0.011122691352456249,0.009042095065096123,-0.0013292442837353757,0.039067679593368654,0.07313595939674955,0.05140619355959064,-0.0,-0.017663255170146552,-0.013803793701751221,0.005128128959961398,-0.01732521866802772,-0.042384572883712224,-0.08368509392427015,-0.08368509392427015,0.6449747251141122,0.028955398190522508,0.0021566395604083466,-0.007533279773421997,-0.11207897793263655,-0.001535787938867772,-0.03896103896103886,-0.106533304958502,-0.0,-0.0,-0.0,0.0,-0.0015510932721789494,-0.0015510932721789494,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0038282304441627293,0.144397652083816,018260,,
6,18260,Samsung_SDS,IT 서비스,2023,Q2,0.05679210241233046,-0.017833675515664504,0.02196574308664878,0.20269525051824122,0.017906102103352972,0.14438938206996688,-0.0,-0.016569318308516046,-0.012296775510095115,-0.033420599536504,-0.1152983938998764,0.3117161480159809,0.28646797164538806,0.28646797164538806,-0.035648975288975926,0.3075171004307199,-0.031973087460080984,-0.005514657406169521,-0.0022310602386272915,-0.03581912791841346,0.04938271604938271,0.03519218134034163,-0.0,-0.0,-0.0,0.0,-0.035648975288975704,-0.035648975288975704,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.16396986750955406,0.0038282304441627293,018260,,
7,18260,Samsung_SDS,IT 서비스,2023,Q1,0.020813268247543926,0.007518134971503998,0.014653301236014049,-0.05428913062259677,0.051896177855688674,-0.018304103536636696,-0.0,0.027895197661884308,0.023498395647811088,0.03570285843613463,-0.49806435939905724,-2.72238518594831,-1.8297271101798325,-1.8297271101798325,0.06481512807274836,0.11353477832962133,0.06294645789640896,-0.004395562960080701,0.12061758935426237,0.06497623491867566,0.05813953488372092,0.08337411073888668,-0.0,-0.0,-0.0,0.0,0.06481512807274836,0.06481512807274836,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.04340159614515879,-0.16396986750955406,018260,,
8,18260,Samsung_SDS,IT 서비스,2022,Q4,0.06544977047812461,-0.12288799576694709,-0.013295166229172262,0.05018078546173799,-0.0995411275511644,0.004230289685309363,-0.0,-0.008041519555872956,-0.018104136386355663,0.008624825025749017,-0.6179454715396464,0.7212549507537389,0.8538137339564884,0.8538137339564884,0.08385307989606994,0.11456608043309557,-0.01431559495807777,0.004520310424048435,-0.11445954938682568,0.08414558489005308,-0.023809523809523725,0.12070563315019511,-0.01244868436485902,-0.10351362668691189,-0.0,0.0,0.08385307989606983,0.08385307989606983,-0.11111111111111116,-0.2732160867551716,-0.2729515813759733,-0.1838768920998366,-0.1839167000400479,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.03685128931725447,0.04340159614515879,018260,,
9,18260,Samsung_SDS,IT 서비스,2022,Q3,-0.07438317877697798,-0.05754591072450865,-0.06727864735310818,-0.12464151825424952,-0.20652347554172712,-0.1485643510867123,-0.0,-0.05821082422843071,-0.04694728825555661,0.014020015926967555,0.7208140474400233,0.00029248044321228406,-1.6023868323099943,-1.6023868323099943,-0.027894255183751326,-0.09093510066157107,-0.06411636151380273,-0.003895125891120621,-0.0359464250541639,-0.02779144307122383,0.023255813953488302,0.11299650647329962,-0.0,-0.0,-0.0,0.0,-0.027894255183751326,-0.027894255183751326,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.09460255233873473,-0.03685128931725447,018260,,
