,name,year,quarter,sector,Relative Return,자산총계 변화율,전체 주식 수 변화율,이자수익 변화율,부채총계 변화율,실업률 변화율,전체 주주 수 변화율,비유동부채 변화율,법인세차감전 순이익 변화율,자본총계 변화율,Label,Code
30,Samsung_SDS,2017,Q2,IT 서비스,-0.13498934611908386,-0.03912749533453286,-0.040679287123798646,-0.016532563532613124,-0.16345631745831835,0.00900900900900925,-0.04067928712379887,-0.5256860324216679,-0.33803334105105276,-0.018498289762637787,0.2642909936443389,018260
29,NAVER_Corp,2017,Q2,IT 서비스,0.017175317417948782,-0.16309527016843117,-0.04221188391723296,-0.043354135637146074,-0.0037730879264272765,0.00900900900900925,-0.04542009742674824,0.021467036266891615,-0.026349616260009645,-0.22705024071069912,-0.12733451913570076,035420
29,NCSOFT,2017,Q2,IT 서비스,0.158039541616602,-0.17636033349174252,-0.04077893464077298,-0.04181859569632647,-0.03822968085964251,0.00900900900900925,-0.04077893464077298,-0.5857933831479336,-1.2734566266388407,-0.20802748242240798,0.12669012321184275,036570
