,name,year,quarter,sector,Relative Return,자산총계 변화율,전체 주식 수 변화율,이자수익 변화율,부채총계 변화율,실업률 변화율,전체 주주 수 변화율,비유동부채 변화율,법인세차감전 순이익 변화율,자본총계 변화율,Label,Code
32,Samsung_SDS,2016,Q4,IT 서비스,0.022019523346768405,-0.018705905541932744,-0.08841418991863237,-0.011192206892064752,0.007245928325563478,0.06896551724137923,-0.08841418991863215,0.531473678554432,-0.18703840649257253,-0.023503623530058748,-0.09313191975305,018260
31,NAVER_Corp,2016,Q4,IT 서비스,0.18728549726476207,-0.001854857757588979,-0.08763882999282746,-0.0869177748215546,-0.1427624603085389,0.06896551724137923,-0.08561632376815287,0.04644655163230338,0.20355422089528608,0.04785011407438111,-0.12422382193239259,035420
31,NCSOFT,2016,Q4,IT 서비스,0.18784250233127525,-0.054089347123121634,-0.08863885360437851,-0.008325581808686897,0.0582286722525871,0.06896551724137923,-0.08863885360437829,0.2956053287129865,-0.8573048412266535,-0.07794980967291876,-0.17416751070225092,036570
