,name,sector,year,quarter,매출액변화율,비유동부채변화율,이익잉여금변화율,Code
18,CJ_Logistics,Trading_&_Logistics,2020,Q1,0.08419970206439564,0.0022332347108954265,0.2200906632593883,000120
18,Daewoo_International,Trading_&_Logistics,2020,Q1,0.06867477023923652,0.0791663054844911,-0.014463952378719336,047050
