,name,sector,year,quarter,매출액변화율,비유동부채변화율,이익잉여금변화율,Code
25,CJ_Logistics,Trading_&_Logistics,2018,Q2,-0.13287089820554532,-0.20520215402125896,0.042054140023302655,000120
25,Daewoo_International,Trading_&_Logistics,2018,Q2,0.021598221150895602,-0.012023941404871508,-0.022068992640330132,047050
