,name,sector,year,quarter,매출액변화율,비유동부채변화율,이익잉여금변화율,Code
19,CJ_Logistics,Trading_&_Logistics,2019,Q4,-0.09560294586942941,-5.2054925304245714e-05,-0.34352913913758343,000120
19,Daewoo_International,Trading_&_Logistics,2019,Q4,0.0015261726431937683,-0.074772191625466,0.007546857270345764,047050
