,name,sector,year,quarter,매출액변화율,비유동부채변화율,이익잉여금변화율,Code
21,CJ_Logistics,Trading_&_Logistics,2019,Q2,-0.03357720524302632,0.04718831995253214,-0.012994166420410957,000120
21,Daewoo_International,Trading_&_Logistics,2019,Q2,-0.059058903292876774,-0.0016988051897266487,-0.06470031554280586,047050
