,name,sector,year,quarter,매출액변화율,비유동부채변화율,이익잉여금변화율,Code
34,CJ_Logistics,Trading_&_Logistics,2016,Q1,0.7341767301014472,0.0012328286112091025,-0.032836344014832264,000120
34,Daewoo_International,Trading_&_Logistics,2016,Q1,0.778136475103941,0.04159806576427383,-0.02881483375599303,047050
