,name,sector,year,quarter,매출액변화율,비유동부채변화율,이익잉여금변화율,Code
0,CJ_Logistics,Trading_&_Logistics,2024,Q3,0.010088860684109857,-0.005187456273483715,-0.09123787030886432,000120
0,Daewoo_International,Trading_&_Logistics,2024,Q3,-0.02435421212359179,0.07449064104105929,-0.054472847418097325,047050
