,name,sector,year,quarter,매출액변화율,비유동부채변화율,이익잉여금변화율,Code
13,CJ_Logistics,Trading_&_Logistics,2021,Q2,-0.07376170036250529,0.08576619725990087,-0.01625057569801691,000120
13,Daewoo_International,Trading_&_Logistics,2021,Q2,-0.22920951885424823,0.006020214095934673,-0.0413967497312302,047050
