,name,sector,year,quarter,매출액변화율,비유동부채변화율,이익잉여금변화율,Code
5,CJ_Logistics,Trading_&_Logistics,2023,Q2,-0.061911959852647414,0.02633032885934805,-0.0370200035630035,000120
5,Daewoo_International,Trading_&_Logistics,2023,Q2,-0.0832045726322228,-0.03178671118444831,-0.12231342365616005,047050
