,name,sector,year,quarter,매출액변화율,비유동부채변화율,이익잉여금변화율,Code
12,CJ_Logistics,Trading_&_Logistics,2021,Q3,-0.05141722741837773,0.05894582120977443,-0.11100601074598337,000120
12,Daewoo_International,Trading_&_Logistics,2021,Q3,-0.057357850755791695,0.08093027968323552,-0.02004879327919995,047050
