,name,sector,year,quarter,매출액변화율,비유동부채변화율,이익잉여금변화율,Code
23,CJ_Logistics,Trading_&_Logistics,2018,Q4,-0.06522854673160206,0.0028637842507244216,0.03192782875166833,000120
23,Daewoo_International,Trading_&_Logistics,2018,Q4,0.06406709779330544,-0.07813603967467708,0.036086250952744314,047050
