,name,sector,year,quarter,매출액변화율,비유동부채변화율,이익잉여금변화율,Code
14,CJ_Logistics,Trading_&_Logistics,2021,Q1,0.05922559924847581,-0.11847127109796629,-0.008265266928573434,000120
14,Daewoo_International,Trading_&_Logistics,2021,Q1,-0.27508238556355846,-0.03721967626351086,0.005179131159387729,047050
