,name,sector,year,quarter,매출액변화율,비유동부채변화율,이익잉여금변화율,Code
4,CJ_Logistics,Trading_&_Logistics,2023,Q3,0.007313342747866547,-0.00916597621661941,-0.05478542172599554,000120
4,Daewoo_International,Trading_&_Logistics,2023,Q3,0.11638900948920394,-0.02701493599865823,-0.06919053709302525,047050
