,name,sector,year,quarter,매출액변화율,비유동부채변화율,이익잉여금변화율,Code
30,CJ_Logistics,Trading_&_Logistics,2017,Q1,0.04223527512872616,-0.0028079786281514085,-0.019460880786888346,000120
30,Daewoo_International,Trading_&_Logistics,2017,Q1,-0.070232259574186,0.19781456935757913,-0.011978006012714149,047050
