,name,sector,year,quarter,매출액변화율,비유동부채변화율,이익잉여금변화율,Code
27,CJ_Logistics,Trading_&_Logistics,2017,Q4,-0.007952262938571764,0.0059897860768090005,-0.026584629073206356,000120
27,Daewoo_International,Trading_&_Logistics,2017,Q4,-0.0299104051351764,-0.030797206163168056,-0.017202800681869856,047050
