code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,이자비용,차입부채
80,Hite_Jinro,생활소비재,2023,Q4,"823,120,318,341","2,283,812,010,400","3,106,932,328,741","1,455,154,343,099","562,578,254,930","2,017,732,598,029","196,919,601,027","1,089,199,730,712",562596343890.0,28652079335.0,6991256511.0,-5658543385.0,-5658543385.0,"368,842,230,000",-19492609135.0,,,,,,,,,
1040,CJ_Corp,생활소비재,2023,Q4,"44,843,195,000","3,217,743,523,000","3,262,586,718,000","163,475,779,000","244,243,617,000","407,719,396,000","1,789,862,685,000","2,854,867,322,000",235726799000.0,26955915000.0,9810963000.0,8914523000.0,8914523000.0,"179,047,370,000",98426143000.0,,,,103307164000.0,,,,,
1680,Daesang,생활소비재,2023,Q4,"1,393,438,558,520","1,596,421,643,820","2,989,860,202,340","745,024,088,114","922,221,026,557","1,667,245,114,671","1,059,201,369,882","1,322,615,087,669",813108917979.0,-7063150512.0,5206303629.0,7525166792.0,7525166792.0,"36,018,248,000",36310901322.0,,,,,,,,,
1800,Orion_Corp,생활소비재,2023,Q4,"6,635,195,124","2,002,181,122,800","2,008,816,317,924","77,850,626,785","90,459,448,042","168,310,074,827","16,046,562,959","1,840,506,243,097",5075133470.0,1943499724.0,1081274438.0,554133220.0,554133220.0,"31,322,711,000",12227168242.0,,,,,,,,,
2790,AmoreG,생활소비재,2023,Q4,"386,760,460,814","1,749,344,650,980","2,136,105,111,794","5,805,653,763","15,578,256,148","21,383,909,911","1,393,096,851,579","2,114,721,201,883",42719327563.0,-2547305388.0,-5826560136.0,-4640403614.0,-4640403614.0,"47,997,075,000",-73895611135.0,,,,25404350490.0,,,,,
3920,Namyang_Dairy_Products,생활소비재,2023,Q4,"349,649,098,935","510,119,383,226","859,768,482,161","101,105,213,791","82,247,655,361","183,352,869,152","686,474,338,301","676,415,613,009",237749739847.0,-41461688475.0,-43446155012.0,-39834409015.0,-39834409015.0,"4,600,000,000",-59145326299.0,,,,,,,,,
4370,Nongshim,생활소비재,2023,Q4,"1,029,334,449,932","1,809,005,974,731","2,838,340,424,663","591,307,265,714","73,194,255,133","664,501,520,847","2,094,387,225,555","2,173,838,903,816",658981987884.0,22900497586.0,17259305075.0,12642688677.0,12642688677.0,"30,413,210,000",60061379098.0,,,,,,,,,
5180,Binggrae,생활소비재,2023,Q4,"323,950,067,855","497,865,637,448","821,815,705,303","146,665,238,473","34,852,201,490","181,517,439,963","68,947,143,625","640,298,265,340",249652371745.0,-5167338530.0,-6250078259.0,-4605957454.0,-4605957454.0,"49,756,205,000",28316000787.0,,,,,,,,,
5300,Lotte_Chilsung_Beverage,생활소비재,2023,Q4,"825,929,065,157","2,653,265,337,590","3,479,194,402,747","874,864,842,740","1,169,695,489,035","2,044,560,331,775","2,041,458,404,156","1,434,634,070,972",621483698708.0,12654668583.0,-13627857963.0,-11852993098.0,-11852993098.0,"5,027,097,000",28871208240.0,,,,,,,,,
5440,Hyundai_Green_Food,생활소비재,2023,Q4,"14,125,504,000","1,525,614,355,000","1,539,739,859,000","52,881,532,000","138,603,624,000","191,485,156,000","1,049,592,389,000","1,348,254,703,000",,-1862610000.0,-726674000.0,12479782000.0,12479782000.0,"78,845,934,000",126228897000.0,,,,,,,,,
5610,SPC_Samlip,생활소비재,2023,Q4,"313,694,681,417","629,713,051,842","943,407,733,259","403,800,413,813","142,690,578,985","546,490,992,798","378,200,180,602","396,916,740,461",442164419637.0,24799009178.0,11387613051.0,9879211147.0,9879211147.0,"43,145,045,000",28982133548.0,,,,,,,,,
5740,Crown_Confectionery,생활소비재,2023,Q4,"1,653,814,355","347,057,933,406","348,711,747,761","44,050,823,032","10,876,357,318","54,927,180,350","187,410,348,413","293,784,567,411",3057342444.0,-372220989.0,9429536608.0,9760543891.0,9760543891.0,"7,724,036,500",13031240945.0,,,,,,,,,
7070,GS_Retail,생활소비재,2023,Q4,"1,716,841,596,021","6,501,881,640,439","8,218,723,236,460","2,077,670,994,040","2,058,519,566,613","4,136,190,560,653","2,788,933,138,348","4,082,532,675,807",2687927986345.0,97950294064.0,-117090505200.0,-179428615268.0,-179428615268.0,"104,717,922,000",-76363254992.0,,,,,,,,,
7310,Ottogi,생활소비재,2023,Q4,"883,427,308,977","1,606,061,591,289","2,489,488,900,266","564,395,095,992","297,590,457,860","861,985,553,852","1,570,015,679,201","1,627,503,346,414",694495770374.0,19030721962.0,16680842390.0,13726918104.0,13726918104.0,"20,039,150,000",71650825631.0,,,,,,,,,
15760,Korea_Electric_Power_Corporation_(KEPCO),생활소비재,2023,Q4,"16,791,769,000,000","122,046,573,000,000","138,838,342,000,000","52,800,583,000,000","67,380,667,000,000","120,181,250,000,000","1,018,517,000,000","18,657,092,000,000",21932344000000.0,1402100000000.0,4335313000000.0,3758056000000.0,3758056000000.0,"3,209,820,000,000",-2520926000000.0,,,,,,,,,
33780,KT&G,생활소비재,2023,Q4,"3,554,272,000,000","6,819,649,000,000","10,373,921,000,000","2,164,220,000,000","377,176,000,000","2,541,396,000,000","343,100,000,000","7,832,525,000,000",906936559666.0,163767355494.0,100507444044.0,88854964652.0,88854964652.0,"954,959,000,000",536107837561.0,,,,,,,,,
33920,Muhak,생활소비재,2023,Q4,"347,109,680,524","282,392,111,231","629,501,791,755","91,036,231,613","4,061,138,676","95,097,370,289","528,665,009,967","534,404,421,466",34076962146.0,4407543305.0,16880408074.0,12916287514.0,12916287514.0,"5,700,000,000",61138820209.0,,,,,,,,,
36460,Korea_Gas_Corporation,생활소비재,2023,Q4,"15,924,850,059,694","37,898,852,546,495","53,823,702,606,189","22,123,189,015,642","24,507,355,577,194","46,630,544,592,836","4,517,492,373,766","7,193,158,013,353",10163349776748.0,498113477567.0,-559821331550.0,-507009078135.0,-507009078135.0,"461,565,000,000",-483975751114.0,,,,,,,,,
36580,Farmsco,생활소비재,2023,Q4,"494,028,378,605","374,246,112,322","868,274,490,927","555,957,122,305","16,592,534,687","572,549,656,992","203,618,525,626","295,724,833,935",426738569815.0,15687186864.0,20437077776.0,14184832414.0,14184832414.0,"18,363,971,500",18745946083.0,,,,,,,,,
49770,Dongwon_F&B,생활소비재,2023,Q4,"600,881,406,874","874,366,205,433","1,475,247,612,307","495,230,060,865","200,027,466,469","695,257,527,334","73,501,666,750","779,990,084,973",446043621100.0,15522712995.0,12117517585.0,9953388338.0,9953388338.0,"19,295,620,000",34725653790.0,,,,,,,,,
