,name,year,quarter,sector,Relative Return,금리 변화율,보유 주식 수 변화율,1인평균급여 변화율,기초 소유주식 지분율 변화율,국제유가 변화율,실업률 변화율,Label,Code
30,한라홀딩스,2017,Q2,경기소비재,0.05662452937092134,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.060271731693176074,060980
30,S&T모티브,2017,Q2,경기소비재,0.11208294821693737,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.23624483058819812,064960
30,현대백화점,2017,Q2,경기소비재,-0.11902430488957984,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.1990511992346715,069960
30,금호타이어,2017,Q2,경기소비재,-0.15339541323329092,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.17452155372742925,073240
30,현대리바트,2017,Q2,경기소비재,-0.18183364167151939,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,0.01724550274550958,079430
30,베이직하우스,2017,Q2,경기소비재,0.30675324314178054,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.28299232823593956,084870
30,LF,2017,Q2,경기소비재,0.18590504045239806,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.26673256850049004,093050
30,한세실업,2017,Q2,경기소비재,0.024166465091946178,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.13855714980722422,105630
30,영원무역,2017,Q2,경기소비재,-0.07557396979023398,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.05546974698505825,111770
30,GKL,2017,Q2,경기소비재,0.03135287704189706,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,0.19334004390914733,114090
30,한국타이어,2017,Q2,경기소비재,0.020594901778440887,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.22497571006393852,161390
