,name,year,quarter,sector,Relative Return,금리 변화율,보유 주식 수 변화율,1인평균급여 변화율,기초 소유주식 지분율 변화율,국제유가 변화율,실업률 변화율,Label,Code
30,경방,2017,Q2,경기소비재,-0.024001473839351535,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.12313590234177786,000050
30,한국타이어월드와이드,2017,Q2,경기소비재,-0.009205310769807169,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.15109247683773183,000240
30,기아차,2017,Q2,경기소비재,-0.049617912195515916,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.07915442086029638,000270
30,SK네트웍스,2017,Q2,경기소비재,-0.058777593242336605,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.1960592284296609,001740
30,넥센타이어,2017,Q2,경기소비재,-0.03566212365884612,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.166310576512762,002350
30,일신방직,2017,Q2,경기소비재,-0.0009579955784819686,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.08332433892506423,003200
30,쌍용차,2017,Q2,경기소비재,-0.2343976088312758,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.16666943052586125,003620
30,한솔홀딩스,2017,Q2,경기소비재,-0.06515014160222274,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.1335700103103873,004150
30,신세계,2017,Q2,경기소비재,-0.08463712391354586,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,0.11264533343945793,004170
30,세방전지,2017,Q2,경기소비재,-0.04078031410806583,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.21713296299610035,004490
30,조광피혁,2017,Q2,경기소비재,-0.06265704362168188,0.01678214010777368,0.0,0.04069603451368997,0.0,-0.07470193740685538,-0.00900900900900925,0.039485334906325054,004700
30,현대차,2017,Q2,경기소비재,-0.08589689867595283,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,0.03011591406793329,005380
30,에스엘,2017,Q2,경기소비재,0.13888464160526626,0.01678214010777368,0.0,0.040696034513678425,0.0,-0.07470193740685538,-0.00900900900900925,-0.06480747034245979,005850
30,동아타이어,2017,Q2,경기소비재,0.06559136403163203,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.2007839161527798,007340
30,서연,2017,Q2,경기소비재,-0.12131854701008324,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.20054770149270745,007860
30,호텔신라,2017,Q2,경기소비재,0.05043377191466495,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,0.23124795766005968,008770
30,한샘,2017,Q2,경기소비재,-0.24494317787522596,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.12236266610342535,009240
30,모토닉,2017,Q2,경기소비재,0.015998526160648466,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.09619987540575092,009680
30,화신,2017,Q2,경기소비재,-0.117612148878598,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.2086779070401973,010690
30,현대위아,2017,Q2,경기소비재,0.11378455885009868,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.19106153548480231,011210
30,현대모비스,2017,Q2,경기소비재,0.024695063838856203,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.025611640111633277,012330
30,에스원,2017,Q2,경기소비재,-0.11510512878848675,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.06951563696228841,012750
30,한온시스템,2017,Q2,경기소비재,0.16086191413879053,0.01678214010777368,0.040696034511056745,0.0,0.0,-0.07470193740685538,-0.00900900900900925,0.1296065762071523,018880
30,대교,2017,Q2,경기소비재,-0.0019095754112983289,0.01678214010777368,0.0,0.04069603451227066,0.0,-0.07470193740685538,-0.00900900900900925,-0.12845793992187995,019680
30,한섬,2017,Q2,경기소비재,0.12014486762406311,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.2910923485240305,020000
30,코웨이,2017,Q2,경기소비재,-0.08409493178327676,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.07198191375085689,021240
30,롯데쇼핑,2017,Q2,경기소비재,-0.0694702099691355,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.09302999369366169,023530
30,삼성물산,2017,Q2,경기소비재,0.03361757377969608,0.01678214010777368,0.04069603451326831,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.039808897962141904,028260
30,세종공업,2017,Q2,경기소비재,-0.1881950222264483,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.05583529207241759,033530
30,강원랜드,2017,Q2,경기소비재,-0.10766917900794168,0.01678214010777368,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.10428386571901838,035250
