,name,year,quarter,sector,Relative Return,금리 변화율,보유 주식 수 변화율,1인평균급여 변화율,기초 소유주식 지분율 변화율,국제유가 변화율,실업률 변화율,Label,Code
26,경방,2018,Q2,경기소비재,0.011885389568458124,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,-0.07696262658426821,000050
26,한국타이어월드와이드,2018,Q2,경기소비재,0.12610362291753702,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,-0.07805195120300458,000240
26,기아차,2018,Q2,경기소비재,0.04905698234349917,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,-0.05644701293139966,000270
26,SK네트웍스,2018,Q2,경기소비재,-0.06373953031360827,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,0.04268391624338917,001740
26,넥센타이어,2018,Q2,경기소비재,-0.059662900031761695,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,-0.1906514666062583,002350
26,일신방직,2018,Q2,경기소비재,0.11645559250526723,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,-0.028969223615604098,003200
26,쌍용차,2018,Q2,경기소비재,0.05236356460039477,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,-0.13209170413249477,003620
26,한솔홀딩스,2018,Q2,경기소비재,0.041975399710445956,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,-0.06954693726742432,004150
26,신세계,2018,Q2,경기소비재,-0.21745485360475297,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,-0.0825883668132457,004170
26,세방전지,2018,Q2,경기소비재,0.027415633496267973,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,0.23809619694514356,004490
26,조광피혁,2018,Q2,경기소비재,-0.0036363534764684985,-0.0044422507403751865,0.0,0.022631028297994016,0.0,0.11515816784752042,0.009009009009008917,0.1737458319816399,004700
26,현대차,2018,Q2,경기소비재,-0.0889192081326913,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,-0.10661063036409339,005380
26,에스엘,2018,Q2,경기소비재,0.012415194555973535,-0.0044422507403751865,0.0,0.0226310282979878,0.0,0.11515816784752042,0.009009009009008917,-0.2039884322599862,005850
26,동아타이어,2018,Q2,경기소비재,0.0848722231746412,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,0.033619773938938835,007340
