,name,year,quarter,sector,Relative Return,금리 변화율,보유 주식 수 변화율,1인평균급여 변화율,기초 소유주식 지분율 변화율,국제유가 변화율,실업률 변화율,Label,Code
26,서연,2018,Q2,경기소비재,-0.1312067898320377,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,-0.15259287868510857,007860
26,호텔신라,2018,Q2,경기소비재,-0.11956961463675633,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,-0.18628786842768585,008770
26,한샘,2018,Q2,경기소비재,-0.0027502790225857193,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,-0.4153892885403419,009240
26,모토닉,2018,Q2,경기소비재,-0.05215864475240961,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,-0.039345863140693355,009680
26,화신,2018,Q2,경기소비재,-0.06352429514741686,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,-0.2764227903966286,010690
26,현대위아,2018,Q2,경기소비재,-0.04835840157944618,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,-0.21530446167176093,011210
26,현대모비스,2018,Q2,경기소비재,0.031100604920123842,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,-0.12428825229891692,012330
26,에스원,2018,Q2,경기소비재,0.012559488609163338,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,0.1522721228710695,012750
26,한온시스템,2018,Q2,경기소비재,0.16919542233488033,-0.0044422507403751865,0.022631028296548727,0.0,0.0,0.11515816784752042,0.009009009009008917,-0.029903803054856445,018880
26,대교,2018,Q2,경기소비재,0.046616353135517784,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,-0.03671288182655204,019680
26,한섬,2018,Q2,경기소비재,0.17495676085955675,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,0.10624077525839656,020000
26,코웨이,2018,Q2,경기소비재,0.13791468261424292,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,-0.21304272140056163,021240
26,롯데쇼핑,2018,Q2,경기소비재,-0.1285326429344631,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,0.2253593548398804,023530
26,삼성물산,2018,Q2,경기소비재,0.0602964781418185,-0.0044422507403751865,0.02263102829776198,0.0,0.0,0.11515816784752042,0.009009009009008917,-0.0750650933774371,028260
26,세종공업,2018,Q2,경기소비재,-0.04923884283588764,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,-0.20355736928484186,033530
26,강원랜드,2018,Q2,경기소비재,0.1253818671361259,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,0.08886752800316404,035250
26,한라홀딩스,2018,Q2,경기소비재,-0.052756417435016884,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,-0.028558511575035805,060980
26,S&T모티브,2018,Q2,경기소비재,0.031193280978570007,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,-0.1601389542472001,064960
26,현대백화점,2018,Q2,경기소비재,-0.022851619807038467,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,-0.042159209851972815,069960
26,금호타이어,2018,Q2,경기소비재,0.10794947873599557,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,-0.08937224159306241,073240
26,현대리바트,2018,Q2,경기소비재,0.10045932294075502,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,-0.15604488189303073,079430
26,베이직하우스,2018,Q2,경기소비재,-0.23880577006481638,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,-0.1909564346338038,084870
26,LF,2018,Q2,경기소비재,0.00426919766441014,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,-0.0738278714332624,093050
26,한세실업,2018,Q2,경기소비재,-0.17843959182573688,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,0.3059765956162399,105630
26,영원무역,2018,Q2,경기소비재,0.034607361915617876,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,0.2683867952357418,111770
26,GKL,2018,Q2,경기소비재,-0.0038555949011391394,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,-0.0008850139108063371,114090
26,한국타이어,2018,Q2,경기소비재,0.03937732183576296,-0.0044422507403751865,0.0,0.0,0.0,0.11515816784752042,0.009009009009008917,-0.032940679410604815,161390
