,Feature,Importance
0,M_금리 변화율,0.23491084360423475
1,P_보유 주식 수 변화율,0.2093361906581865
2,P_1인평균급여 변화율,0.18958695173226928
3,P_기초 소유주식 지분율 변화율,0.14369236102303554
4,M_국제유가 변화율,0.11193452731626088
5,M_실업률 변화율,0.11053912566601314
