code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
80,하이트진로,생활소비재,2024,Q1,"795,827,052,154","2,261,406,017,846","3,057,233,070,000","1,381,875,249,983","621,859,631,987","2,003,734,881,970","154,578,058,345","1,053,498,188,030",545373594745.0,40722675018.0,38993064158.0,30648621968.0,30648621968.0,"368,842,230,000",30648621968.0,,,,,,,,,,,
1040,CJ,생활소비재,2024,Q1,"136,095,956,000","3,217,205,815,000","3,353,301,771,000","139,983,399,000","396,606,278,000","536,589,677,000","1,751,707,457,000","2,816,712,094,000",87812361000.0,67501188000.0,64993586000.0,62550540000.0,62550540000.0,"179,047,370,000",62550540000.0,,,,20311173000.0,,,,,,,
1680,대상,생활소비재,2024,Q1,"1,446,164,100,398","1,609,135,538,822","3,055,299,639,220","935,839,616,288","789,120,143,869","1,724,959,760,157","1,059,973,781,434","1,330,339,879,063",863373420121.0,43100893641.0,37156709324.0,29609347964.0,29609347964.0,"36,018,248,000",36553092024.0,,,,,,,,,,,
1800,오리온,생활소비재,2024,Q1,"25,593,652,538","2,004,726,255,012","2,030,319,907,550","126,846,507,542","89,626,159,766","216,472,667,308",,"1,813,847,240,242",23560590208.0,20010815742.0,19261863872.0,18146035831.0,18146035831.0,"31,322,711,000",18458486895.0,,,,3549774466.0,,,,,,,
2790,아모레G,생활소비재,2024,Q1,"426,698,785,801","1,733,871,849,774","2,160,570,635,575","32,273,159,346","13,354,091,870","45,627,251,216","1,403,445,341,928","2,114,943,384,359",38663283339.0,32117557397.0,36944131279.0,35405367689.0,35405367689.0,"47,997,075,000",25187266886.0,,,,6545725942.0,,,,,,,
3920,남양유업,생활소비재,2024,Q1,"351,506,031,242","503,186,936,378","854,692,967,620","102,778,736,495","81,162,478,442","183,941,214,937","680,810,477,975","670,751,752,683",230409217192.0,-5196989425.0,-4650120036.0,-4698605534.0,-4698605534.0,"4,600,000,000",-4774148326.0,,,,,,,,,,,
4370,농심,생활소비재,2024,Q1,"1,078,644,408,127","1,817,577,842,765","2,896,222,250,892","636,083,140,870","76,375,536,691","712,458,677,561","2,104,081,267,365","2,183,763,573,331",683752680209.0,38213289038.0,50438746952.0,38607156810.0,38607156810.0,"30,413,210,000",38837784515.0,,,,,,,,,,,
5180,빙그레,생활소비재,2024,Q1,"353,594,086,929","515,251,106,262","868,845,193,191","187,225,483,339","42,483,640,861","229,709,124,200","25,044,213,482","639,136,068,991",276520782962.0,24872770918.0,26709443003.0,21347958550.0,21347958550.0,"49,756,205,000",21826486251.0,,,,,,,,,,,
5300,롯데칠성,생활소비재,2024,Q1,"796,869,124,912","2,655,097,930,653","3,451,967,055,565","904,926,725,321","1,120,763,585,749","2,025,690,311,070","2,032,104,805,119","1,426,276,744,495",646141632967.0,36627407178.0,34877008351.0,27469002550.0,27469002550.0,"5,027,097,000",25830809673.0,,,,,,,,,,,
5440,현대그린푸드,생활소비재,2024,Q1,"250,550,070,000","1,552,830,593,000","1,803,380,663,000","293,444,353,000","144,441,654,000","437,886,007,000","1,047,887,681,000","1,365,494,656,000",,25033579000.0,31660250000.0,29500998000.0,29500998000.0,"78,845,934,000",48420813000.0,,,,,,,,,,,
5610,삼립식품,생활소비재,2024,Q1,"282,372,870,857","622,466,673,406","904,839,544,263","380,165,452,281","134,276,939,751","514,442,392,032","371,642,976,104","390,397,152,231",394298362499.0,12865016705.0,9477796632.0,7341379101.0,7341379101.0,"43,145,045,000",7221674602.0,,,,,,,,,,,
5740,크라운제과,생활소비재,2024,Q1,"6,582,695,084","346,898,754,106","353,481,449,190","45,897,985,161","11,065,578,166","56,963,563,327","190,143,910,466","296,517,885,863",7910589471.0,4872529608.0,4247091397.0,4244096106.0,4244096106.0,"7,724,036,500",4231507787.0,,,,,,,,,,,
7070,GS리테일,생활소비재,2024,Q1,"1,474,758,099,523","6,626,992,689,860","8,101,750,789,383","1,884,318,349,272","2,132,480,915,681","4,016,799,264,953","2,798,844,553,258","4,084,951,524,430",2638165618162.0,57507667957.0,77435796617.0,62242173610.0,62242173610.0,"104,717,922,000",54137976623.0,,,,,,,,,,,
7310,오뚜기,생활소비재,2024,Q1,"919,871,372,323","1,601,151,129,795","2,521,022,502,118","633,957,477,927","245,093,539,493","879,051,017,420","1,584,557,913,643","1,641,971,484,698",739095709864.0,45046398073.0,57201429766.0,45211693179.0,45211693179.0,"20,039,150,000",45422081284.0,,,,,,,,,,,
15760,한국전력,생활소비재,2024,Q1,"12,467,944,000,000","123,258,586,000,000","135,726,530,000,000","53,673,368,000,000","62,796,824,000,000","116,470,192,000,000","2,183,894,000,000","19,256,338,000,000",22782168000000.0,1261893000000.0,742473000000.0,592838000000.0,592838000000.0,"3,209,820,000,000",599246000000.0,,,,,,,,,,,
33780,KT&G,생활소비재,2024,Q1,"3,852,480,000,000","6,837,291,000,000","10,689,771,000,000","2,628,158,000,000","383,080,000,000","3,011,238,000,000","71,998,000,000","7,678,533,000,000",791799000000.0,208656000000.0,345297000000.0,278143000000.0,278143000000.0,"954,959,000,000",297057000000.0,,,,,,,,,,,
33920,무학,생활소비재,2024,Q1,"294,129,824,398","348,314,304,601","642,444,128,999","90,572,520,148","7,466,326,873","98,038,847,021","538,692,774,719","544,405,281,978",37333720013.0,5439519198.0,20641730181.0,16119744392.0,16119744392.0,"5,700,000,000",16092840152.0,,,,,,,,,,,
