code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
80,하이트진로,생활소비재,2018,Q3,2018-11-14,"695,782,863,629","2,396,513,822,987","3,092,296,686,616","1,326,780,260,111","528,647,314,634","1,855,427,574,745","247,523,382,186","1,236,869,111,871",438495919009.0,25745283669.0,12313219239.0,6970103523.0,"368,842,230,000",,,,,,,,,,,,
1040,CJ,생활소비재,2018,Q3,2018-11-14,"80,017,191,000","2,718,922,704,000","2,798,939,895,000","39,262,699,000","110,803,351,000","150,066,050,000","1,714,082,561,000","2,648,873,845,000",,11278726000.0,5238620000.0,3967616000.0,"157,914,810,000",,,,,,,,,,,,
1680,대상,생활소비재,2018,Q3,2018-11-14,"713,622,384,103","1,181,391,016,932","1,895,013,401,035","542,696,995,482","431,039,566,067","973,736,561,549","652,988,112,047","921,276,839,486",599791289480.0,38837718465.0,29355973946.0,21040035197.0,"36,018,248,000",,,,,,,,,,,,
1800,오리온,생활소비재,2018,Q3,2018-11-14,"14,140,390,911","1,895,485,962,221","1,909,626,353,132","6,773,247,540","2,059,391,461","8,832,639,001","24,598,261,808","1,900,793,714,131",3891432214.0,1499322530.0,1808369196.0,1384282810.0,"31,322,146,500",,,,,,,,,,,,
2790,아모레G,생활소비재,2018,Q3,2018-11-14,"320,471,021,889","1,440,870,666,144","1,761,341,688,033","4,649,345,283","44,460,176,334","49,109,521,617","1,129,550,067,155","1,712,232,166,416",,-660048253.0,1031691041.0,869937098.0,"44,450,975,000",,,,,,,,,,,,
3920,남양유업,생활소비재,2018,Q3,2018-11-14,"476,355,744,999","545,763,097,068","1,053,101,718,184","143,858,647,410","20,624,154,970","164,482,802,380","905,668,953,955","888,618,915,804",278606569341.0,1072586758.0,1746406187.0,1334387305.0,"4,433,310,000",,,,,,,,,,,,
4370,농심,생활소비재,2018,Q3,2018-11-14,"887,401,939,441","1,500,774,651,656","2,388,176,591,097","453,405,380,466","57,008,303,597","510,413,684,063","1,799,893,355,208","1,877,762,907,034",467841021147.0,14227552708.0,22162197213.0,16659814223.0,"30,413,210,000",,,,,,,,,,,,
5180,빙그레,생활소비재,2018,Q3,2018-11-13,"435,016,832,934","274,003,765,935","709,020,598,869","139,244,977,448","16,909,183,158","156,154,160,606","40,801,963,282","552,866,438,263",265273566921.0,23794186945.0,25076525191.0,19078974818.0,"49,756,205,000",,,,,,,,,,,,
5300,롯데칠성,생활소비재,2018,Q3,2018-11-14,"826,911,344,913","2,618,849,014,074","3,445,760,358,987","561,348,051,357","1,609,354,995,108","2,170,703,046,465","2,067,264,159,228","1,275,057,312,522",667426430287.0,50315391079.0,34683364482.0,23496187356.0,"4,384,385,000",,,,,,,,,,,,
5440,현대그린푸드,생활소비재,2018,Q3,2018-11-14,"400,405,849,000","1,289,637,034,000","1,690,042,883,000","183,121,634,000","174,336,675,000","357,458,309,000","779,021,035,000","1,332,584,574,000",385711549000.0,16911019000.0,19016869000.0,14621174000.0,"48,852,241,000",,,,,,,,,,,,
5610,삼립식품,생활소비재,2018,Q3,2018-11-14,"189,650,855,835","396,248,612,909","585,899,468,744","269,487,270,124","37,051,464,666","306,538,734,790","260,996,210,341","279,360,733,954",252874003011.0,7372362281.0,6077662829.0,5526952812.0,"43,145,045,000",,,,,,,,,,,,
