code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
80,하이트진로,생활소비재,2016,Q3,"685,795,269,309","2,578,823,075,029","3,264,618,344,338","1,320,184,023,453","617,014,177,372","1,937,198,200,825","334,916,740,351","1,327,420,143,513",421712063432.0,25007104233.0,9357067465.0,6373753223.0,6373753223.0,"368,842,230,000",,,,,,,,,,,,
1040,CJ,생활소비재,2016,Q3,"172,454,168,000","2,792,426,248,000","2,964,880,416,000","164,451,264,000","112,176,974,000","276,628,238,000","1,699,965,811,000","2,688,252,178,000",22981066000.0,11206722000.0,9777082000.0,7741095000.0,7741095000.0,"157,899,810,000",,,,,,,,,,,,
1680,대상,생활소비재,2016,Q3,"720,050,076,284","1,090,902,983,386","1,810,953,059,670","459,476,013,516","524,970,550,457","984,446,563,973","515,520,781,284","826,506,495,697",496354520007.0,30487258133.0,33205589722.0,26868949587.0,26868949587.0,,,,,,,,,,,,,
1800,오리온,생활소비재,2016,Q3,"159,375,722,400","1,232,194,011,210","1,405,931,303,038","273,896,233,276","255,154,335,272","529,050,568,548","593,736,831,988","876,880,734,490",160210524474.0,12057347298.0,9149426135.0,11319295494.0,11319295494.0,"30,041,495,000",,,,,,,,,,,,
2790,아모레G,생활소비재,2016,Q3,"339,670,135,915","1,372,601,345,500","1,712,271,481,415","5,790,004,818","41,531,418,914","47,321,423,732","1,080,394,372,075","1,664,950,057,683",,-536698885.0,-1015393678.0,-1145432253.0,-1145432253.0,,,,,,,,,,,,,
3920,남양유업,생활소비재,2016,Q3,"506,691,595,927","497,972,226,567","1,004,663,822,494","113,815,167,349","24,501,195,117","138,316,362,466","883,348,582,051","866,347,460,028",305377151063.0,9530591006.0,10106923866.0,7562941956.0,7562941956.0,,,,,,,,,,,,,
4370,농심,생활소비재,2016,Q3,"853,333,021,648","1,443,252,198,983","2,296,585,220,631","446,147,638,019","69,635,774,735","515,783,412,754","1,701,918,040,846","1,780,801,807,877",458614860604.0,15855715857.0,26530277123.0,19886258225.0,19886258225.0,,,,,,,,,,,,,
5180,빙그레,생활소비재,2016,Q3,"370,093,099,287","284,458,534,966","654,551,634,253","106,988,217,218","25,047,192,895","132,035,410,113","33,423,063,063","522,516,224,140",246133978905.0,24482545187.0,24804232717.0,18886535044.0,18886535044.0,,,,,,,,,,,,,
5300,롯데칠성,생활소비재,2016,Q3,"972,624,522,011","3,484,629,739,421","4,457,254,261,432","1,037,321,208,776","1,042,085,163,883","2,079,406,372,659","1,992,968,894,008","2,377,847,888,773",641678578829.0,53686674414.0,45624713084.0,36317287371.0,36317287371.0,,,,,,,,,,,,,
5440,현대그린푸드,생활소비재,2016,Q3,"477,653,352,000","1,114,325,272,000","1,591,978,624,000","211,364,812,000","149,025,208,000","360,390,020,000","632,532,770,000","1,231,588,604,000",388373438000.0,15349991000.0,15967217000.0,12163753000.0,12163753000.0,"48,852,241,000",,,,,,,,,,,,
5610,삼립식품,생활소비재,2016,Q3,"120,894,208,679","277,180,606,401","398,074,815,080","175,550,492,877","16,266,254,338","191,816,747,215","151,915,899,389","206,258,067,865",258024116317.0,4444732464.0,4289136855.0,3292160143.0,3292160143.0,,,,,,,,,,,,,
5740,크라운제과,생활소비재,2016,Q3,"94,782,023,178","462,068,657,294","556,850,680,472","171,279,288,242","81,222,997,692","252,502,285,934","287,906,134,500","304,348,394,538",97318218358.0,6123674898.0,3544309788.0,2606664535.0,2606664535.0,"7,822,695,000",,,,,,,,,,,,
7070,GS리테일,생활소비재,2016,Q3,"1,058,838,252,513","2,729,905,183,977","3,788,743,436,490","1,359,318,894,960","565,204,919,947","1,924,523,814,907",,"1,864,219,621,583",1937694173964.0,86728440541.0,87084780662.0,65925614199.0,65925614199.0,,,,,,,,,,,,,
7310,오뚜기,생활소비재,2016,Q3,"631,797,417,748","704,108,205,397","1,335,905,623,145","362,217,268,667","125,589,489,646","487,806,758,313","836,616,377,746","848,098,864,832",505922734549.0,42149568664.0,40446277540.0,30728651787.0,30728651787.0,"17,200,000,000",,,,,,,,,,,,
15760,한국전력,생활소비재,2016,Q3,"9,477,366,000,000","94,917,437,000,000","104,394,803,000,000","17,724,106,000,000","31,069,921,000,000","48,794,027,000,000","37,831,599,000,000","55,600,776,000,000",16136347000000.0,2767680000000.0,2689813000000.0,2032120000000.0,2032120000000.0,"3,209,820,000,000",,,,,,,,,,,,
33780,KT&G,생활소비재,2016,Q3,"4,021,942,418,203","3,543,251,429,416","7,565,193,847,619","1,208,148,217,107","132,727,682,220","1,340,875,899,327","737,986,800,224","6,224,317,948,292",753825929153.0,349283282565.0,276108042115.0,207988023552.0,207988023552.0,"954,959,485,000",,,,,,,,,,,,
33920,무학,생활소비재,2016,Q3,"83,789,653,989","489,178,464,868","572,968,118,857","95,271,426,759","994,364,228","96,265,790,987","464,398,966,815","476,702,327,870",60884981719.0,12446640589.0,45333174094.0,34435538830.0,34435538830.0,,,,,,,,,,,,,
36460,한국가스공사,생활소비재,2016,Q3,"7,901,260,738,537","30,521,977,714,639","38,423,238,453,176","5,041,115,172,852","24,058,510,806,663","29,099,625,979,515","6,264,313,294,818","9,323,612,473,661",3340941771247.0,-184588770189.0,-60024198476.0,-44012413220.0,-44012413220.0,"461,565,000,000",,,,,,,,,,,,
36580,팜스코,생활소비재,2016,Q3,"357,422,358,190","316,078,209,926","673,500,568,116","295,900,082,301","36,817,757,642","332,717,839,943","220,041,977,637","340,782,728,173",226833285522.0,11862597155.0,24336535378.0,18370407959.0,18370407959.0,"18,363,971,500",,,,,,,,,,,,
49770,동원F&B,생활소비재,2016,Q3,"380,257,680,850","452,151,373,439","832,409,054,289","170,373,034,067","161,396,803,062","331,769,837,129",,"500,639,217,160",428453086144.0,20718005231.0,21100527233.0,16099094317.0,16099094317.0,,,,,,,,,,,,,
51900,LG생활건강,생활소비재,2016,Q3,"862,112,382,953","2,228,014,117,917","3,090,126,500,870","712,485,836,213","565,548,515,962","1,278,034,352,175","1,695,345,302,229","1,812,092,148,695",935917619424.0,181081775109.0,174798608785.0,155030817560.0,155030817560.0,,,,,,,,,,,,,
78520,에이블씨엔씨,생활소비재,2016,Q3,"166,821,053,881","64,820,664,590","231,641,718,471","45,811,883,084","7,569,164,188","53,381,047,272","127,227,588,244","178,260,671,199",80960216031.0,84464495.0,-2062613182.0,-3003107321.0,-3003107321.0,,,,,,,,,,,,,
90430,아모레퍼시픽,생활소비재,2016,Q3,"1,851,490,025,536","2,709,131,081,768","4,560,621,107,304","674,564,407,816","143,465,856,521","818,030,264,337","2,980,915,966,368","3,742,590,842,967",1081111585169.0,159415978612.0,141418561459.0,107569381453.0,107569381453.0,,,,,,,,,,,,,
97950,CJ제일제당,생활소비재,2016,Q3,"1,330,207,422,000","5,224,819,595,000","6,558,412,023,000","1,313,172,791,000","2,066,460,482,000","3,379,633,273,000","2,133,453,522,000","3,178,778,750,000",1307593548000.0,99628028000.0,84029187000.0,65037487000.0,65037487000.0,,,,,,,,,,,,,
115390,락앤락,생활소비재,2016,Q3,"112,188,349,747","506,208,759,552","618,397,109,299","33,051,906,957","3,263,384,091","36,315,291,048","264,939,598,294","582,081,818,251",52747800235.0,2507913241.0,31673521214.0,27988589572.0,27988589572.0,"27,500,000,000",,,,,,,,,,,,
139480,이마트,생활소비재,2016,Q3,"1,318,108,145,345","12,455,306,431,051","13,773,414,576,396","3,197,558,371,975","2,909,615,826,024","6,107,174,197,999","1,955,098,544,951","7,666,240,378,397",3181308147591.0,228046775377.0,209539897867.0,161399706047.0,161399706047.0,"139,379,095,000",,,,,,,,,,,,
145990,삼양사,생활소비재,2016,Q3,"676,660,000,000","930,687,000,000","1,607,347,000,000","424,066,000,000","132,411,000,000","556,477,000,000",,"1,050,871,000,000",401799000000.0,37705000000.0,36027000000.0,27440000000.0,27440000000.0,,,,,,,,,,,,,
161890,한국콜마,생활소비재,2016,Q3,"197,503,952,349","172,921,912,436","370,425,864,785","115,548,003,373","6,524,205,449","122,072,208,822","119,064,403,053","248,353,655,963",147296416128.0,14237985063.0,12080913691.0,8990771437.0,8990771437.0,,,,,,,,,,,,,
192820,코스맥스,생활소비재,2016,Q3,"204,328,964,674","142,633,015,296","346,961,979,970","218,575,021,605","27,961,444,877","246,536,466,482","47,573,649,758","100,425,513,488",123663541720.0,9901271790.0,7363807259.0,6090309308.0,6090309308.0,,,,,,,,,,,,,
