code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
80,하이트진로,생활소비재,2019,Q2,2019-08-12,"725,165,859,057","2,527,335,236,085","3,252,501,095,142","1,362,435,622,044","774,680,736,971","2,137,116,359,015","326,039,006,442","1,115,384,736,127",471409958559.0,7995492681.0,-26467616142.0,-31417607253.0,-31417607253.0,"368,842,230,000",,,,,,,,,,,,
1040,CJ,생활소비재,2019,Q2,2019-08-14,"26,979,619,000","2,766,879,288,000","2,793,858,907,000","32,919,216,000","113,323,076,000","146,242,292,000","1,691,794,208,000","2,647,616,615,000",,6825701000.0,-9673903000.0,-8276373000.0,-8276373000.0,"179,047,370,000",,,,,,,,,,,,
1680,대상,생활소비재,2019,Q2,2019-08-14,"888,231,321,720","1,321,352,697,925","2,209,584,019,645","609,946,905,889","634,236,673,584","1,244,183,579,473","696,204,759,772","965,400,440,172",607121787316.0,27250018944.0,52791724529.0,42854250456.0,42854250456.0,"36,018,248,000",,,,,,,,,,,,
1800,오리온,생활소비재,2019,Q2,2019-08-14,"31,569,855,006","1,895,293,624,804","1,926,863,479,810","6,464,917,101","23,923,231,912","30,388,149,013","13,317,699,768","1,896,475,330,797",3198819078.0,657289004.0,902549345.0,-724236970.0,-724236970.0,"31,322,711,000",,,,,,,,,,,,
2790,아모레G,생활소비재,2019,Q2,2019-08-14,"279,320,924,099","1,451,264,755,432","1,730,585,679,531","6,574,818,832","38,373,813,690","44,948,632,522","1,153,715,486,641","1,685,637,047,009",,-206901986.0,2311796836.0,1577261513.0,1577261513.0,"44,450,975,000",,,,,,,,,,,,
3920,남양유업,생활소비재,2019,Q2,2019-08-14,"446,191,325,089","721,959,879,662","1,168,607,645,512","128,079,943,536","133,337,795,939","261,417,739,475","924,239,944,188","907,189,906,037",260448153749.0,20409073.0,25720530075.0,18538266014.0,18538266014.0,"4,433,310,000",,,,,,,,,,,,
4370,농심,생활소비재,2019,Q2,2019-08-14,"893,235,941,730","1,584,455,870,590","2,477,691,812,320","517,122,666,510","61,610,745,431","578,733,411,941","1,819,464,194,786","1,898,958,400,379",465048363480.0,3632295740.0,13593308108.0,3457250121.0,3457250121.0,"30,413,210,000",,,,,,,,,,,,
5180,빙그레,생활소비재,2019,Q2,2019-08-14,"418,626,293,935","288,900,078,625","707,526,372,560","137,352,018,212","19,716,809,629","157,068,827,841","23,406,859,192","550,457,544,719",241885081563.0,17768202526.0,20657471439.0,15925202809.0,15925202809.0,"49,756,205,000",,,,,,,,,,,,
5300,롯데칠성,생활소비재,2019,Q2,2019-08-14,"976,524,183,116","2,551,097,344,620","3,527,621,527,736","1,239,283,332,462","1,008,519,246,784","2,247,802,579,246","1,913,622,501,515","1,279,818,948,490",646655598356.0,46552843826.0,17755387464.0,-44238912186.0,-44238912186.0,"4,384,385,000",,,,,,,,,,,,
5440,현대그린푸드,생활소비재,2019,Q2,2019-08-14,"413,228,976,000","1,262,137,066,000","1,675,366,042,000","150,811,533,000","159,754,112,000","310,565,645,000","826,592,286,000","1,364,800,397,000",373071526000.0,17398436000.0,18929522000.0,14050011000.0,14050011000.0,"48,852,241,000",,,,,,,,,,,,
