,name,sector,year,quarter,매출액변화율,비유동부채변화율,이익잉여금변화율,자본총계변화율,영업이익변화율,Relative Return,특정 증권 등 소유 수변화율,특정 증권 등 소유 증감 수변화율,전체 주주 수변화율,기말 소유주식 수변화율,Label,Code
11,CJ_Logistics,Trading_&_Logistics,2021,Q4,-0.07553287157585675,0.021633063865422186,-6.189275717805032e-05,-0.0012331682735899907,-0.04998913937171445,-0.04969540479947375,0.026439481833559153,-0.020425187013507262,-1.0208188558422697,0.28497420222990777,-0.15768692687592137,000120
11,Daewoo_International,Trading_&_Logistics,2021,Q4,-0.011540739653547183,0.028054410034421884,-0.00823593028188463,-0.00495205009497468,0.22121557632413424,0.10291909213525398,0.09708056477261695,0.06858147860256891,-0.24215566011256073,0.27286501542241237,-0.05316236182504054,047050
