,name,sector,year,quarter,매출액변화율,비유동부채변화율,이익잉여금변화율,자본총계변화율,영업이익변화율,Relative Return,특정 증권 등 소유 수변화율,특정 증권 등 소유 증감 수변화율,전체 주주 수변화율,기말 소유주식 수변화율,Label,Code
1,CJ_Logistics,Trading_&_Logistics,2024,Q2,-0.043695626909183716,0.09037842485550607,-0.04011825410384584,-0.007403214419064996,-0.15919370845548575,-0.14704933107852272,0.9996333093908849,1.0378683205911552,-0.017253975596505544,0.021256468641558945,-0.1963056004878503,000120
1,Daewoo_International,Trading_&_Logistics,2024,Q2,-0.037192965231912956,-0.024440234026503527,-0.07581109092079164,-0.03709823603044882,-0.3808654641364424,-0.201944744631633,0.7008035561634467,0.7008035561634467,-0.016896863190554612,-0.01127034716172437,0.23603301881337055,047050
