,name,sector,year,quarter,매출액변화율,비유동부채변화율,이익잉여금변화율,자본총계변화율,영업이익변화율,Relative Return,특정 증권 등 소유 수변화율,특정 증권 등 소유 증감 수변화율,전체 주주 수변화율,기말 소유주식 수변화율,Label,Code
29,CJ_Logistics,Trading_&_Logistics,2017,Q2,-0.053139564139281115,-0.1896338452058668,-0.03959938466857915,-0.007448448385799056,-0.3573915073470797,-0.14376968774329724,-0.043990655484676955,-0.04432284314255153,-0.02349640312671175,-0.04691234776065856,-0.016821777163958593,000120
29,Daewoo_International,Trading_&_Logistics,2017,Q2,-0.1661319324147985,0.07321002131728549,-0.010311250004451544,-0.005731304233013823,0.07739147013250891,-0.20495962146326407,-0.027082915936528895,-0.009237428195658426,-0.009291466338085641,-0.0576110114897066,-0.17440182494613254,047050
