,name,sector,year,quarter,매출액변화율,비유동부채변화율,이익잉여금변화율,자본총계변화율,영업이익변화율,Relative Return,특정 증권 등 소유 수변화율,특정 증권 등 소유 증감 수변화율,전체 주주 수변화율,기말 소유주식 수변화율,Label,Code
30,CJ_Logistics,Trading_&_Logistics,2017,Q1,0.04223527512872616,-0.0028079786281514085,-0.019460880786888346,-0.0036193965771094128,-0.28588217490503065,-0.1654781098958245,-0.0028773773090613464,-0.007328730080589985,0.003016461546963334,0.437917603740792,-0.14376968774329724,000120
30,Daewoo_International,Trading_&_Logistics,2017,Q1,-0.070232259574186,0.19781456935757913,-0.011978006012714149,-0.11249922228028209,-0.7267583536136184,0.08241064137092471,-0.10526620861761149,-0.11107095237600073,-0.07454206515557837,0.6059137177061598,-0.20495962146326407,047050
