,name,sector,year,quarter,매출액변화율,비유동부채변화율,이익잉여금변화율,자본총계변화율,영업이익변화율,Relative Return,특정 증권 등 소유 수변화율,특정 증권 등 소유 증감 수변화율,전체 주주 수변화율,기말 소유주식 수변화율,Label,Code
15,CJ_Logistics,Trading_&_Logistics,2020,Q4,-0.07260171143246841,0.015104526661696038,-0.05628484610926465,-0.10170531411804706,0.11403005432266788,0.030376393366391183,0.01167354647931007,-0.05781317003361863,-0.5184741301519091,-1.26138193009252,-0.3247992394866537,000120
15,Daewoo_International,Trading_&_Logistics,2020,Q4,-0.09623001210631577,0.1563842152545546,0.03082188921663187,0.020879216906876774,0.09472416475660772,-0.135898471009739,0.08398560015436263,0.08562663143801807,0.3273504815317879,0.12041983271832069,-0.17941582790605898,047050
