,name,sector,year,quarter,매출액변화율,비유동부채변화율,이익잉여금변화율,자본총계변화율,영업이익변화율,Relative Return,특정 증권 등 소유 수변화율,특정 증권 등 소유 증감 수변화율,전체 주주 수변화율,기말 소유주식 수변화율,Label,Code
4,CJ_Logistics,Trading_&_Logistics,2023,Q3,0.007313342747866547,-0.00916597621661941,-0.05478542172599554,-0.017443120431162473,-0.11529071443056416,-0.09070208552509432,-1.0499999999999998,-0.9550000000000001,-0.02114323790776851,0.00365326345579986,0.09880020821330142,000120
4,Daewoo_International,Trading_&_Logistics,2023,Q3,0.11638900948920394,-0.02701493599865823,-0.06919053709302525,-0.006358898462405449,0.1484791682433353,0.7059462661232573,-0.02222448716531855,-0.03408461722788836,-0.019480315986086794,0.010454685842821498,0.8181537464684357,047050
