,name,sector,year,quarter,Relative Return,자본총계변화율,이익잉여금변화율,비유동자산변화율,매출액변화율,영업이익변화율,Label,Code
20,Kyungbang,Materials_&_Chemicals,2019,Q3,0.03792202610225473,-0.006460939046047276,-0.008618372036872213,0.003845303324285343,0.0908777024518671,0.1379644919655878,-0.04506360504071451,000050
20,Hite_Jinro,Consumer_Goods_&_Retail,2019,Q3,0.09735458226109642,-0.02094580244223443,-0.07165593032855733,-0.0006343433154849532,-0.009775092172608968,-4.8057016164004915,0.3452040348619619,000080
20,Yuhan_Corporation,Healthcare,2019,Q3,0.026310996372444082,0.0017586044130986078,-0.005040004210535409,0.05868626795765031,-0.06843767466534079,-21.87238151240216,-0.09611474277102672,000100
20,CJ_Logistics,Trading_&_Logistics,2019,Q3,-0.1913422176873937,0.005784524366220345,0.03841082507988558,-0.00046986860452058465,-0.007111582786023529,-0.319751110935907,0.08021112023401077,000120
20,Doosan_Corp,Conglomerate,2019,Q3,0.09328769911642998,0.378271472160737,0.011851886092780872,0.04211369137168541,-0.13004741984588852,0.6071450406144832,0.06081948000079192,000150
20,DL_Holdings,Conglomerate,2019,Q3,0.19870841258541624,-0.011949057173177069,-0.009539286033366956,0.05375354340190086,0.1629417899811697,0.422068209161119,-0.08184192449297666,000210
20,Ildong_Pharmaceutical,Healthcare,2019,Q3,0.027530966707195258,0.004700909073245829,-0.00471655222465972,-0.27813610333948535,-0.07842703109593785,-0.45558059726875655,-0.12400156074301194,000230
20,Hankook_Tire_Worldwide,Automotive_&_Parts,2019,Q3,0.09911520612313221,-0.003852743916722634,-0.010255414077018798,-0.008765161912390518,-0.06127105517397324,-0.1714921581053348,-0.15891269768636876,000240
21,Kia_Corp,Automotive_&_Parts,2019,Q3,0.24270518047402992,-0.010154774328628546,-0.011686107334642815,0.0005497461950441096,0.05718328209217216,0.29211371861324775,0.05796669798958852,000270
21,Chosun_Refractories,Materials_&_Chemicals,2019,Q3,0.04070817428229012,0.0036745920607662574,-0.013453926118402793,-0.05455898024916017,0.03795445193158342,5.647318378388948,0.019280181254291297,000480
20,Dong-A_Socio_Holdings,Conglomerate,2019,Q3,-0.06115451616735684,-0.013331877886399335,-0.01942815812996379,-0.0003904234672202911,-3.197166045413284,2.5266115188463236,-0.09288528690494957,000640
20,S_hynix,Technology,2019,Q3,-0.07741926993211061,-0.00900733823004285,-0.010179056964029431,-0.006626944254950917,-0.06677504410234447,0.15459180462012967,0.1793495404991916,000660
20,Youngpoong,Materials_&_Chemicals,2019,Q3,-0.09447499276259504,-0.001033846607429778,-0.001026945375974364,0.0020241654607037196,0.06767249275096132,0.8076408214510364,-0.1397749995019071,000670
20,Hyundai_E&C,Construction_&_Real_Estate,2019,Q3,0.0014120303622121855,-0.020498111120816898,-0.015687917863351775,-0.006996744834302904,0.1090789080029918,-0.017616106154198174,-0.15159739353684196,000720
20,Hanwha_Corp,Conglomerate,2019,Q3,-0.1184419655600694,-0.001984782933726059,-0.0028909758518487205,-0.0036384421075921214,-0.024139619440067817,0.18855134842908527,-0.039735228336873124,000880
20,CJ_Corp,Conglomerate,2019,Q3,-0.18221531021202186,-0.00439403950484718,-0.0073445635061542,-0.0034708583210154575,-0.0,-0.70620321634364,-0.17447536974659686,001040
20,LG_International,Conglomerate,2019,Q3,0.10885862286752132,-0.019040078484291456,-0.0017539506903083701,-0.01864077282561505,0.01899672238980743,-1.3700259462132665,-0.02296518349939603,001120
20,Dongkuk_Steel,Materials_&_Chemicals,2019,Q3,-0.09240702929655302,0.012232711934238027,0.04065896588193629,-0.0022842832152702996,0.059688266739921,0.3722594254498489,-0.02097959373149981,001230
20,SeAH_Besteel,Materials_&_Chemicals,2019,Q3,-0.03589593010589873,0.006789550468450978,0.009394106420538062,0.008291026036593041,0.14704193177747826,2.5341369433514775,-0.08709259054796088,001430
20,Daesang,Consumer_Goods_&_Retail,2019,Q3,-0.14135225053175787,-0.030037703706488283,-0.0319751527873644,-0.03607698903771861,-0.11660446636080435,-0.31120619367008695,-0.06463923816870903,001680
20,SK_Networks,Consumer_Services,2019,Q3,-0.16036780288064356,-0.0030681325112995594,-0.01000407559473504,0.007855897352886387,-0.1442740943208447,-0.098168252504506,0.11394097911121738,001740
20,Orion_Corp,Agriculture_&_Food,2019,Q3,-0.07220313735748747,-0.0009097569549059159,-0.12956335298577826,-0.007800447084038931,-0.36448215843734566,-1.60427633747544,-0.07241403239114186,001800
20,KIS_Wire,Materials_&_Chemicals,2019,Q3,0.07058943132202675,-0.002067590525315577,-0.002726227117547886,0.0025180039290054745,0.137657211994467,0.588966702625529,-0.09522872062162115,002240
20,Nexen_Tire,Automotive_&_Parts,2019,Q3,-0.012876747014209294,-0.02714421880873963,-0.029447315178860567,0.00468824765848963,0.08760558291536946,0.24686305841113432,-0.038687998665108136,002350
20,KCC,Materials_&_Chemicals,2019,Q3,-0.12489349814201989,0.011667555932228457,0.012743550981878626,0.0010719597334636344,0.046688310862271765,0.09091138372183505,-0.1928090157539985,002380
20,AmoreG,Consumer_Goods_&_Retail,2019,Q3,-0.11177052120962583,-0.049147890003961026,-0.07203738069164145,-0.027868682195731243,-0.6284671680285223,398.63361860141833,0.05805825112939912,002790
20,Korea_Shell_Petroleum,Energy_&_Utilities,2019,Q3,0.045456060755720076,-0.05946600935820778,-0.06504781472711563,-0.05436104679562925,0.04834237975782807,0.1604021734500345,0.018609049649904254,002960
20,Bukwang_Pharmaceutical,Healthcare,2019,Q3,-0.07805276056560125,0.014762670890367424,0.007423508052338268,0.0625022854592715,0.03659201787251187,1.3901963776580588,-0.18689644801772223,003000
20,SeAH_Steel,Materials_&_Chemicals,2019,Q3,0.0990540013687469,0.0014465635751159667,-0.004590828162763794,-0.006098276048332574,-0.606989824781458,1.486585690693204,-0.10339693837404784,003030
20,Ilshin_Spinning,Materials_&_Chemicals,2019,Q3,-0.03309507560791629,0.0004007790058333516,-0.0007342027422769792,-0.010659583649183402,0.06286212327315432,0.6310691222541351,-0.14523959940889472,003200
20,Taekwang_Industrial,Industrials_&_Machinery,2019,Q3,-0.17787287845023525,-0.012293164105329657,-0.019420700867384566,-0.0031841028806824934,0.11805889739763575,0.4072577506440517,-0.12941121335526498,003240
20,Hanil_Cement,Materials_&_Chemicals,2019,Q3,-0.03499400635018524,0.010270228461613184,7.013769151176241e-05,-0.1910115696514958,-0.30836360467949997,-0.06820392035921397,-0.04222032021047534,003300
20,Ssangyong_Cement,Materials_&_Chemicals,2019,Q3,-0.02734941677236982,0.013388345551733294,0.04290392106671059,0.004732410485320915,0.12794823579012948,0.3170219612146814,-0.03545526466314336,003410
20,Korean_Air,Automotive_&_Parts,2019,Q3,-0.09196953448237516,0.0207320966954031,3.989722220154631,0.0033284335054757364,-0.08703994589919839,2.161913873673231,-0.18872452824854263,003490
20,Youngjin_Pharmaceutical,Healthcare,2019,Q3,-0.23202555689133875,-0.024475797500182583,-0.1933074469608944,0.015481022147876944,0.06673060173050749,0.1876910340488266,-0.051664265106721105,003520
20,LG_Corp,Conglomerate,2019,Q3,0.0019762691377434695,-0.003622876319728574,-0.005851409866267199,0.019541317621319054,-0.02858538471714822,-0.5108206556674524,-0.0751720131578918,003550
21,S&T_Heavy_Industries,Industrials_&_Machinery,2019,Q3,-0.030745044686456804,-0.011092061711404755,-0.01199430946832969,-0.007735660272080169,0.1281602943351382,0.3039720809286217,-0.12105428103139049,003570
20,SsangYong_Motor,Automotive_&_Parts,2019,Q3,-0.203576677339518,0.021097651177198862,-0.6763822509510684,0.019638518185609133,0.10384116105012353,-1.221842000520529,-0.277547517524627,003620
20,Namyang_Dairy_Products,Agriculture_&_Food,2019,Q3,-0.08127510950924557,0.0008214466839202572,0.0008062929379824002,0.015074503681693718,0.035528723105934246,30.54857577313776,-0.11152447753703329,003920
20,Samsung_Fine Chemicals,Materials_&_Chemicals,2019,Q3,0.19514214992050563,-0.029875982594499417,-0.04484674645948106,0.007140331398971078,0.020205818353839278,0.020922143827116768,-0.126060489775917,004000
20,Hyundai_Steel,Materials_&_Chemicals,2019,Q3,-0.06784255035539104,-0.0009447696250997062,0.004507150868397036,-0.0016144660747736683,0.1113385366684494,0.8447280969451361,-0.06310282072698901,004020
20,Hansol_Holdings,Conglomerate,2019,Q3,0.15951856075572007,-0.004538825476097852,-0.03800649706079384,-0.12527411763841756,-0.0,-0.6017331197532669,-0.14578456297438638,004150
20,Shinsegae,Consumer_Goods_&_Retail,2019,Q3,-0.08736588033189321,-0.004411624469390363,-0.020949312449963564,0.004423978984251953,-0.048188087098858245,-0.5496590964545185,-0.12612421110132058,004170
20,Nongshim,Agriculture_&_Food,2019,Q3,-0.17472496675237054,-0.007068225053440402,-0.007211417464328518,-0.09673860936494516,-0.01714105441926317,-1.9719871807574787,3.4434174971766096e-05,004370
20,SEBANG_Global_Battery,Automotive_&_Parts,2019,Q3,-0.0714067639196046,-0.019240566907413825,-0.02148919837434282,0.0032912105877934694,-0.05380907009515612,-0.07453878018876048,-0.09051471866849858,004490
20,Chokwang_Leather,Consumer_Goods_&_Retail,2019,Q3,0.014303043514340759,-0.029555068516307292,-0.0213553672894371,-0.055376999404750826,0.12350489876252657,0.1285821219026566,0.012244772855898683,004700
21,Hansol_Technics,Technology,2019,Q3,0.04041051857756458,-0.3212267906320341,-0.9305731994700099,0.011038453416539196,-0.3899521690821708,-1.0662119048084326,0.08096379221955946,004710
