,name,sector,year,quarter,Relative Return,자본총계변화율,이익잉여금변화율,비유동자산변화율,매출액변화율,영업이익변화율,Label,Code
4,Kyungbang,Materials_&_Chemicals,2023,Q3,-0.11759751036169562,-0.006335763904617986,-0.006195354171149248,0.005247776811109217,0.019108901219487606,-3.2853386861301273,-0.10705879904123497,000050
4,Hite_Jinro,Consumer_Goods_&_Retail,2023,Q3,-0.08994987313571379,-0.011470825467099433,-0.039699472260998014,3.427493868513043e-05,-0.005466180006437282,-4.940611665452566,-0.08967059887248052,000080
4,Yuhan_Corporation,Healthcare,2023,Q3,0.15508310796901675,-0.004898653854523927,-0.0061756230885789964,-0.008125964105842876,0.02736884078865731,0.7177510711753748,0.27234032762498045,000100
4,CJ_Logistics,Trading_&_Logistics,2023,Q3,-0.09070208552509432,-0.017443120431162473,-0.05478542172599554,-0.0018936867422048032,0.007313342747866547,-0.11529071443056416,0.09880020821330142,000120
4,Doosan_Corp,Conglomerate,2023,Q3,-0.12121228960672698,0.0035865908306648153,0.0031808135531959936,-0.019620124704323283,0.28695424083743537,0.8043993198978729,0.2807863441068099,000150
4,DL_Holdings,Conglomerate,2023,Q3,-0.2708427984706853,0.0005416809406367795,0.0003100934171623715,0.0005905265150185635,0.3627070099941013,0.5264353908541461,0.0688781787577624,000210
4,Ildong_Pharmaceutical,Healthcare,2023,Q3,-0.3613270855250943,-0.11008939861201239,-0.5018516939824702,-0.07601602686497566,0.10534585010229747,2.2025266062735467,0.4405113520605537,000230
4,Hankook_Tire_Worldwide,Automotive_&_Parts,2023,Q3,-0.05071880793312107,-0.006373449779369489,-0.018450050671899865,0.00012231900933068474,-0.06855103469080737,-0.12239000401207578,-0.027517578654944162,000240
5,Kia_Corp,Automotive_&_Parts,2023,Q3,0.040187485027052924,-0.016145357304431007,-0.017826781486528498,-0.03044645473826524,0.19364416555203,0.804187475212885,-0.04557076974184312,000270
5,Chosun_Refractories,Materials_&_Chemicals,2023,Q3,1.2072203374292096,0.004299589968652984,0.005330906815099179,-0.054763968572571375,0.0,0.44388350110822306,0.0,000480
4,Dong-A_Socio_Holdings,Conglomerate,2023,Q3,-0.04452284024207545,-0.0009552028056170059,-0.0014097993813733112,-0.012203660969995367,-3.4859318922577396,3.5187067675216985,0.22592378432705484,000640
4,S_hynix,Technology,2023,Q3,0.23857885092975517,0.0169890213724585,0.018715603110758483,-0.01333557454635792,-0.35146387901434273,0.6239092728615194,0.034618672553293164,000660
4,Youngpoong,Materials_&_Chemicals,2023,Q3,-0.061193701785072,-0.028694771013733522,-0.0288519698430314,-0.01830425685282111,0.187350790794514,0.9805924226686863,-0.06157669332044322,000670
4,Hyundai_E&C,Construction_&_Real_Estate,2023,Q3,-0.014578946147557108,-0.021048134464636714,-0.020532300373466095,0.017648932101706594,-0.06348060046000481,-0.04303602388749761,-0.01616709464821016,000720
4,Hanwha_Corp,Conglomerate,2023,Q3,0.09092030536674629,-0.005861671109806954,-0.005070895330064884,-0.013198961615623173,-0.024872912831801708,-0.6689269946581458,-0.16449644819195325,000880
4,CJ_Corp,Conglomerate,2023,Q3,-0.3908602830322851,-0.004096622552653084,-0.006561338116065185,-0.0316585615253433,-0.17517958070996253,0.14509910933414283,0.35268798576114657,001040
4,LG_International,Conglomerate,2023,Q3,0.18677654695353818,-0.02466843578952993,-0.020397960725368147,-0.02742155251975409,-0.021704356271748937,-2.3261157045951983,-0.17041264271183396,001120
4,Dongkuk_Steel,Materials_&_Chemicals,2023,Q3,0.6161944990961611,-0.0011207046216610284,-0.000209763266583618,0.007238492530937002,-2.2918387602781713,1.0827261735090263,-0.34775657974500906,001230
4,SeAH_Besteel,Materials_&_Chemicals,2023,Q3,0.06660892959369617,-0.00010091887717544878,-0.00013646858508131743,0.002617713533760946,0.04552725838873084,1.1778905229787118,0.0007599886851231766,001430
4,Daesang,Consumer_Goods_&_Retail,2023,Q3,-0.16564057860556586,-0.019934195473575,-0.026382540041726132,-0.006776147810416244,-0.1057636148372354,-0.3536436488145913,0.125819002339975,001680
4,SK_Networks,Consumer_Services,2023,Q3,0.08570103251499477,0.015702922704594835,-0.01619955965193376,-0.020353585932116003,-0.07479198170700396,0.5089487910000731,0.2242885081025989,001740
4,Orion_Corp,Agriculture_&_Food,2023,Q3,-0.18571380198672288,-0.0014432566163897764,-0.06838789522540623,-0.0024569212130651774,-0.07764086580874863,-1.0013927105972225,0.08069442329002781,001800
4,KIS_Wire,Materials_&_Chemicals,2023,Q3,-0.11070208552509432,-0.011247407142651822,-0.011585705549137959,-0.0011528951925459108,0.053124662792637944,-0.08118201551549631,0.13580018681335895,002240
4,Nexen_Tire,Automotive_&_Parts,2023,Q3,-0.09299158956200321,-0.03333610258676045,-0.03564887946303985,-0.007309260394234851,0.0011733631344019724,-1.1148714507433466,-0.02604577478793072,002350
4,KCC,Materials_&_Chemicals,2023,Q3,-0.16695488194567598,-0.018026933754111907,-0.019347677721209156,-0.0015873316166086227,-0.012763510158668945,-0.12926194766884125,0.29363734117749346,002380
4,AmoreG,Consumer_Goods_&_Retail,2023,Q3,-0.3657020855250943,-0.006727113428855125,-0.005912931268771127,-0.004821176994932896,-0.0,0.503452789422156,0.18887909245870807,002790
4,Korea_Shell_Petroleum,Energy_&_Utilities,2023,Q3,-0.06951160933461813,-0.09520890904122914,-0.10259957821164467,0.013919122246434767,0.008916504318011165,-0.06936710563264725,0.05756084788689701,002960
4,Bukwang_Pharmaceutical,Healthcare,2023,Q3,-0.15057099938277224,0.03636687380185977,0.03943998183955866,-0.0474906261270418,0.5347164361466141,5.137411885878912,-0.09406872470399816,003000
4,SeAH_Steel,Materials_&_Chemicals,2023,Q3,0.37358656016574016,-0.0030950377656751016,-0.0037539934572834444,-0.006331143171886211,0.5816483071462195,1.746674739148849,0.0904248983236774,003030
4,Ilshin_Spinning,Materials_&_Chemicals,2023,Q3,-0.24093652057505588,-0.0004381044478865004,-0.00043829130995143295,0.004654370078166936,0.03052538996781784,0.588417886663968,-0.097748668810133,003200
4,Taekwang_Industrial,Industrials_&_Machinery,2023,Q3,-0.16408648663930045,0.003377288128717404,0.0028482136496117416,-0.019898936394600497,-0.004054533337229271,-0.387984849066181,-0.059703577665587725,003240
4,Hanil_Cement,Materials_&_Chemicals,2023,Q3,0.016360851537842745,-0.0035944044106117623,-0.0009234654230698691,0.009962858018005338,0.7886098078036863,-0.8659530995685862,-0.04652619552540314,003300
4,Ssangyong_Cement,Materials_&_Chemicals,2023,Q3,-0.19794567526868406,-0.1154533875030539,-0.12962222611651897,0.020611356458615004,0.08582884332374241,-0.9397530019132609,0.08553677439940889,003410
4,Korean_Air,Automotive_&_Parts,2023,Q3,0.006133767606655141,-0.04429352983633583,-0.14615186203014807,-0.01728471997014669,-0.09288287864690692,-0.11179980593497763,-0.06878406869192599,003490
4,Youngjin_Pharmaceutical,Healthcare,2023,Q3,-0.20440515719744928,0.009564749535540207,-0.06092094112649704,0.0032917792268640778,-0.04097422228856895,1.9196056949612004,-0.030884582021947528,003520
