,name,year,quarter,sector,Relative Return,실업률 변화율,GDP 변화율,총포괄손익 변화율,전체 주식 수 변화율,자본총계 변화율,특정 증권 등 소유 증감 수 변화율,영업이익 변화율,이익잉여금 변화율,매출액 변화율,Label,Code
7,Hite_Jinro,2022,Q4,음식료·담배,-0.06201702978717745,-0.023809523809523725,0.004520310424048435,0.08412907948536152,-0.0,-0.013606506822322784,0.08412907948536152,0.7197917538727413,-0.043660870690116926,0.06303004997257622,-0.065360363657063,000080
7,Daesang,2022,Q4,음식료·담배,0.12717821272131807,-0.023809523809523725,0.004520310424048435,0.08412594705618803,-0.0,-0.005262512452327117,0.08412594705618814,0.7954001557956532,-0.04412935487793668,0.04740834479098843,-0.003054342552159226,001680
7,Namyang_Dairy_Products,2022,Q4,음식료·담배,0.1337249990144913,-0.023809523809523725,0.004520310424048435,0.0841409198141958,-0.0,0.04635208009483405,0.08414091981419569,-0.530968192579546,0.04534736664342465,0.04342257354875434,0.25817808003436177,003920
7,Nongshim,2022,Q4,음식료·담배,0.1964306873036623,-0.023809523809523725,0.004520310424048435,0.08409850235315552,-0.0,-0.02381670389778434,0.08409850235315552,-1.0400446447513647,-0.0237604616585414,-0.019043821869767052,0.1850769705791539,004370
7,Binggrae,2022,Q4,음식료·담배,-0.05932416829302008,-0.023809523809523725,0.004520310424048435,0.08414341024971816,-0.0,-0.005851811599331347,0.0,1.142617706079672,-0.07996038940522832,0.2668707962055288,-0.02578161527943195,005180
7,Lotte_Chilsung_Beverage,2022,Q4,음식료·담배,-0.012784454850377172,-0.023809523809523725,0.004520310424048435,0.08407037033729292,-0.0,-0.004946869702354917,0.08407037033729281,0.6730020847668907,-0.0040115646990470655,0.14974042272832733,0.08997500755266258,005300
7,SPC_Samlip,2022,Q4,음식료·담배,0.27069296137108956,-0.023809523809523725,0.004520310424048435,0.0841413012630795,-0.0,-0.04289583690625598,0.0,-0.31085930694234687,-0.045342747673101425,-0.013300088447233405,-0.18399930620740326,005610
7,Ottogi,2022,Q4,음식료·담배,0.1669865689532634,-0.023809523809523725,0.004520310424048435,0.08410648337988746,-0.09146261922379217,-0.05447044364956577,0.08410648337988735,0.31252595549142415,-0.05695353699668915,0.03784446586923562,0.01671583479130802,007310
7,KT&G,2022,Q4,음식료·담배,0.13325608270547665,-0.023809523809523725,0.004520310424048435,0.08382043719525045,0.030838492870177925,0.04383606821020203,0.08382043719525067,0.26148508007643667,0.015994091697991597,0.05949286382427499,0.039638754702138956,033780
7,Muhak,2022,Q4,음식료·담배,-0.12555398303001303,-0.023809523809523725,0.004520310424048435,0.08414148012783473,-0.0,-0.08740583880277697,0.0,-0.30249374819756714,-0.08525206690736553,-0.04592929938074364,-0.0733485851695376,033920
7,Farmsco,2022,Q4,음식료·담배,-0.07668212659513142,-0.023809523809523725,0.004520310424048435,0.08415426839779128,-0.0,-0.26875137093640955,0.08415426839779139,1.1673671753811046,-0.4823365909661792,-0.08133803290234387,-0.06572371924592617,036580
7,Dongwon_F&B,2022,Q4,음식료·담배,0.0682352504413159,-0.023809523809523725,0.004520310424048435,0.08413709765204713,-0.0,-0.026772376259442288,0.08413709765204713,0.45980194053364676,-0.2780903092826532,0.18417725518144024,0.07335405929333284,049770
7,CJ_CheilJedang,2022,Q4,음식료·담배,0.1479023463693121,-0.023809523809523725,0.004520310424048435,0.08354986464414249,-0.0,-0.006918441933773556,0.08354986464414249,0.874364792101205,-0.009485486045075708,0.13373034600782485,-0.0922773748189339,097950
7,Samyang_Foods,2022,Q4,음식료·담배,-0.00965610242625009,-0.023809523809523725,0.004520310424048435,0.08411504863524333,-0.0,-0.04485375504890232,0.0,0.39093006744763936,-0.06920561946952031,0.05097117885353519,0.049446810052727816,145990
