,name,year,quarter,sector,Relative Return,실업률 변화율,GDP 변화율,총포괄손익 변화율,전체 주식 수 변화율,자본총계 변화율,특정 증권 등 소유 증감 수 변화율,영업이익 변화율,이익잉여금 변화율,매출액 변화율,Label,Code
31,Hite_Jinro,2016,Q4,음식료·담배,-0.10763656400908422,0.06896551724137923,-0.00772594542518501,-0.0885693550048321,-0.0885693550048321,-0.003149333770795737,-0.0885693550048321,-0.5945980863061411,-0.010075903493099059,-0.013367361045171888,-0.072411289524463,000080
31,Daesang,2016,Q4,음식료·담배,0.015756567407986602,0.06896551724137923,-0.00772594542518501,-0.08864708677843058,-0.08864708677843058,-0.014699641968033639,-0.08864708677843036,0.6610568037007278,-0.04423961762743356,0.0865003864866477,-0.10852569279823925,001680
31,Namyang_Dairy_Products,2016,Q4,음식료·담배,-0.04823750664161107,0.06896551724137923,-0.00772594542518501,-0.08865393498263785,-0.08865393498263763,-0.017232223001516722,-0.08865393498263785,0.050865889816780974,-0.016849454203505587,-0.012874418093542728,0.06493197205169922,003920
31,Nongshim,2016,Q4,음식료·담배,-0.2115790158471797,0.06896551724137923,-0.00772594542518501,-0.08861227483353984,-0.08861227483353984,-0.0060661360339018255,-0.08861227483353984,-0.2375492303198128,-0.00679003193964367,-0.05706426715334345,0.06377842017846257,004370
31,Binggrae,2016,Q4,음식료·담배,-0.16966972687906717,0.06896551724137923,-0.00772594542518501,-0.08865553504174084,-0.08865553504174084,0.004381350905932058,0.0,1.1106541645203827,0.04987560642954347,0.3446810336322751,0.07034219953635958,005180
31,Lotte_Chilsung_Beverage,2016,Q4,음식료·담배,-0.155291398154239,0.06896551724137923,-0.00772594542518501,-0.08851725171494973,-0.08851725171494995,0.027142960925605863,-0.08851725171494995,0.9025448676583396,0.039892473532344486,0.21130262378001674,-0.09283410090648932,005300
31,SPC_Samlip,2016,Q4,음식료·담배,0.004848791639451337,0.06896551724137923,-0.00772594542518501,-0.08866136126294033,-0.08866136126294011,-0.020488702147476667,0.0,-1.8195132077132818,-0.056744395390283975,-0.1217195765314234,-0.1371307896593187,005610
31,Ottogi,2016,Q4,음식료·담배,-0.14535410691127332,0.06896551724137923,-0.00772594542518501,-0.08864028974411076,-0.08864028974411076,-0.024052659967940038,-0.08864028974411076,0.6341590848788383,-0.024330755579805352,0.04925195617511169,-0.11452724421969514,007310
31,KT&G,2016,Q4,음식료·담배,-0.1420602992696396,0.06896551724137923,-0.00772594542518501,-0.08876429930208807,-0.08876429930208829,-0.05069261936732894,-0.08876429930208807,0.13376435959057187,-0.3948981267355227,-0.018291182129397843,-0.20665111747548454,033780
31,Muhak,2016,Q4,음식료·담배,-0.0676121137103429,0.06896551724137923,-0.00772594542518501,-0.08865979580991823,-0.08865979580991823,-0.02348317946761269,0.0,-0.06044625717439844,-0.014050751330804356,-0.06911996170784307,-0.017012914923217364,033920
31,Farmsco,2016,Q4,음식료·담배,-0.020263177472517775,0.06896551724137923,-0.00772594542518501,-0.08865376407528891,-0.08865376407528913,0.022748098959007645,-0.08865376407528891,0.6926888839461732,0.026788754910775814,-0.1276353169217399,-0.1079873140872717,036580
31,Dongwon_F&B,2016,Q4,음식료·담배,-0.2486660517494632,0.06896551724137923,-0.00772594542518501,-0.08865735280288711,-0.08865735280288711,0.007289306214766089,-0.08865735280288711,1.047653731958844,-0.08865735280288733,0.24915736006186995,-0.12387252465382821,049770
31,CJ_CheilJedang,2016,Q4,음식료·담배,-0.11437701481216157,0.06896551724137923,-0.00772594542518501,-0.08856539087040072,-0.08856539087040072,-0.008911252473925657,-0.08856539087040072,0.7625759289343758,-0.006632761320590985,0.10563780634377984,-0.026483324670594697,097950
31,Samyang_Foods,2016,Q4,음식료·담배,0.026343483783825006,0.06896551724137923,-0.00772594542518501,-0.08864120137583154,-0.08864120137583154,0.006536482593962556,0.0,1.1479909826282986,0.11257123395457203,0.008678468587527632,0.022463535875773388,145990
