,name,year,quarter,sector,Relative Return,실업률 변화율,GDP 변화율,총포괄손익 변화율,전체 주식 수 변화율,자본총계 변화율,특정 증권 등 소유 증감 수 변화율,영업이익 변화율,이익잉여금 변화율,매출액 변화율,Label,Code
11,Hite_Jinro,2021,Q4,음식료·담배,-0.03245324829027793,-0.02083333333333348,-0.015938933266124167,-0.08221354426946115,-0.0,0.0045021121627238925,-0.08221354426946115,0.21041849634010934,0.01539016242601654,0.024782293011089473,-0.060367014190983226,000080
11,Daesang,2021,Q4,음식료·담배,-0.03842650878481503,-0.02083333333333348,-0.015938933266124167,-0.08220508544091132,-0.0,-0.04475631043247885,-0.0822050854409111,0.44789828906794027,-0.057306155020289795,-0.016078588369014435,-0.017819326482005193,001680
11,Namyang_Dairy_Products,2021,Q4,음식료·담배,-0.34805517222242643,-0.02083333333333348,-0.015938933266124167,-0.08221678084329032,-0.0,0.010804385777449577,-0.08221678084329032,0.12980994264356815,0.010582437376386533,-0.02258594563756322,-0.036799792139622894,003920
11,Nongshim,2021,Q4,음식료·담배,-0.0186980640167506,-0.02083333333333348,-0.015938933266124167,-0.08218998448796211,-0.0,-0.013038746076905028,-0.08218998448796211,-0.3584061506397491,-0.01368804531618606,-0.08610621082229097,0.1368224948264828,004370
11,Binggrae,2021,Q4,음식료·담배,-0.025737404586276866,-0.02083333333333348,-0.015938933266124167,-0.08221926453418393,-0.0,0.07321151795376668,0.0,1.3207351998792878,1.2482416508711893,0.2932160415606915,-0.04504137494299171,005180
11,Lotte_Chilsung_Beverage,2021,Q4,음식료·담배,0.10313919484985412,-0.02083333333333348,-0.015938933266124167,-0.08211453973479532,-0.033844772935145206,0.011863514202512082,-0.08211453973479532,0.7417037878173642,0.006593710958020416,0.1478681004911595,-0.06910852210109772,005300
11,SPC_Samlip,2021,Q4,음식료·담배,-0.034653275160835134,-0.02083333333333348,-0.015938933266124167,-0.08221952580181258,-0.06462326823086784,-0.057111290562657846,0.0,-1.1326562950135157,-0.06060129422220317,-0.13961056229863145,-0.06715377581645453,005610
11,Ottogi,2021,Q4,음식료·담배,-0.00969041975460834,-0.02083333333333348,-0.015938933266124167,-0.08219631460057042,-0.0,-0.016333604157027226,-0.08219631460057042,0.42389437508007255,-0.017046349537256145,0.026702728884262283,-0.056022050399014825,007310
11,KT&G,2021,Q4,음식료·담배,0.047983123596381336,-0.02083333333333348,-0.015938933266124167,-0.08156060321155656,0.12609992809730897,0.031182599268850142,-0.08156060321155678,0.43015143779312404,-0.11917923978283862,0.08499124754089415,-0.008911523019746282,033780
11,Muhak,2021,Q4,음식료·담배,0.3099415313865038,-0.02083333333333348,-0.015938933266124167,-0.08222255098453557,0.07063621052631575,0.008249421438959237,0.0,1.7818710864100609,-0.005164414900025838,-0.15645561512493766,-0.22057924942541438,033920
11,Farmsco,2021,Q4,음식료·담배,-0.03404639645491189,-0.02083333333333348,-0.015938933266124167,-0.082220067950044,-0.0,0.087795866152382,-0.08222006795004377,1.393151341036404,0.1194695274933596,-0.11535577019500076,-0.004262500425179134,036580
11,Dongwon_F&B,2021,Q4,음식료·담배,-0.018686025658470842,-0.02083333333333348,-0.015938933266124167,-0.08221335896718429,-0.0,-0.00555891526061747,-0.08221335896718407,0.7815967423127265,-0.08244059918061941,0.2295301145871005,-0.040160146678874395,049770
11,CJ_CheilJedang,2021,Q4,음식료·담배,-0.021945321715392666,-0.02083333333333348,-0.015938933266124167,-0.08195299651704047,-0.0,-0.009946747756716778,-0.08195299651704047,1.1691264971732442,-0.014703272565955272,0.0935965469234743,-0.034545843208521915,097950
11,Samyang_Foods,2021,Q4,음식료·담배,0.21109591379624465,-0.02083333333333348,-0.015938933266124167,-0.08219765886438246,-0.0,0.025041536035250056,0.0,4.1387873248019496,0.06766135738501888,-0.06846611373403477,-0.09347190213458084,145990
