,name,year,quarter,sector,Relative Return,실업률 변화율,GDP 변화율,총포괄손익 변화율,전체 주식 수 변화율,자본총계 변화율,특정 증권 등 소유 증감 수 변화율,영업이익 변화율,이익잉여금 변화율,매출액 변화율,Label,Code
4,Hite_Jinro,2023,Q3,음식료·담배,-0.08994987313571379,-0.03896103896103886,-0.007533279773421997,0.2682704060273555,-0.0,-0.011470825467099433,-0.0015478807862610022,-4.940611665452566,-0.039699472260998014,-0.005466180006437282,-0.08967059887248052,000080
4,Daesang,2023,Q3,음식료·담배,-0.16564057860556586,-0.03896103896103886,-0.007533279773421997,0.056138398742599294,-0.0,-0.019934195473575,-0.8087854122140876,-0.3536436488145913,-0.026382540041726132,-0.1057636148372354,0.125819002339975,001680
4,Namyang_Dairy_Products,2023,Q3,음식료·담배,-0.09321939934588515,-0.03896103896103886,-0.007533279773421997,0.6655168210015036,-0.0,0.006186335668034726,-0.0015352362964577981,0.20357693672486876,0.006101072294212084,0.01906458558677937,-0.09338576647435151,003920
4,Nongshim,2023,Q3,음식료·담배,0.02275429031383186,-0.03896103896103886,-0.007533279773421997,-0.17745837245767837,-0.0,-0.016036162447492508,-2.8315145258811385,-0.2580793532881738,-0.016540520193583097,-0.018355636706757883,0.22380246365383405,004370
4,Binggrae,2023,Q3,음식료·담배,0.08914278320998921,-0.03896103896103886,-0.007533279773421997,-0.4539830137951508,-0.0,-0.06308393520003364,0.0,-0.40739177148115324,-1.0009816047653333,-0.08249118129573252,0.20999055591201393,005180
4,Lotte_Chilsung_Beverage,2023,Q3,음식료·담배,-0.2739431080448752,-0.03896103896103886,-0.007533279773421997,-0.9292528118770562,-0.0,-0.03932703915144198,10.184467425025852,-0.5217877334208278,-0.027675458181970036,-0.0447503517944603,0.02799283568827775,005300
4,SPC_Samlip,2023,Q3,음식료·담배,-0.047168361184918364,-0.03896103896103886,-0.007533279773421997,0.4291835322406624,-0.0,-0.025948718244346303,0.0,0.2589571196981666,-0.02722079096604868,0.04392489708069802,0.0021413292648333193,005610
4,Ottogi,2023,Q3,음식료·담배,-0.1616930765160853,-0.03896103896103886,-0.007533279773421997,-0.1590948263812597,-0.0,-0.02466785286661377,-0.0,-0.3259791396707197,-0.025665620279390122,-0.07620596875256891,-0.033781572228582406,007310
4,KT&G,2023,Q3,음식료·담배,-0.05527146351552494,-0.03896103896103886,-0.007533279773421997,-0.02014179490311263,-0.0,0.02226625324575937,-1.1483950617283951,-0.20564429195448852,-0.2703200864728017,-0.10589226623588943,0.07958152482970149,033780
4,Muhak,2023,Q3,음식료·담배,0.012459265319183357,-0.03896103896103886,-0.007533279773421997,0.8386247289097589,-0.0,-0.005269935317893992,0.0,0.33460501674106324,-0.005472279046010664,0.033899681099560874,0.043374886553684454,033920
4,Farmsco,2023,Q3,음식료·담배,0.11638582656281778,-0.03896103896103886,-0.007533279773421997,0.3750374173415908,-0.0,-0.0201563702162868,-0.00153675137318654,-0.17929588104426775,-0.030548509106162136,0.03714185183795338,-0.22191460051675477,036580
4,Dongwon_F&B,2023,Q3,음식료·담배,-0.172462648905376,-0.03896103896103886,-0.007533279773421997,-4.087322025511624,-0.0,-0.0390234182278788,-0.25,-2.6823477144057115,-0.8590753456751412,-0.25737382172868295,0.13313234784005276,049770
4,CJ_CheilJedang,2023,Q3,음식료·담배,-0.2228013221663157,-0.03896103896103886,-0.007533279773421997,0.6644887404637827,-0.0,-0.0049151251508656735,0.9741156625514645,-1.5585622616929609,-0.006551489367824681,-0.14899305456908452,0.17057755314184508,097950
4,Samyang_Foods,2023,Q3,음식료·담배,0.0014443164600173447,-0.03896103896103886,-0.007533279773421997,-0.046581283874005175,-0.0,-0.04658344361238842,0.0,0.2584289975594324,-0.07913642571082224,0.06733360092646123,0.07935737240605341,145990
