,name,sector,year,quarter,Relative Return,자본총계 변화율,비유동부채 변화율,소비자물가지수 변화율,실업률 변화율,전체 주식 수 변화율,전체 주주 수 변화율,자기주식수 변화율,1인평균급여 변화율,보유 주식 수 변화율,Label,Code
35,Kia_Corp,운송장비·부품,2016,Q1,0.0,-0.07077972715691794,0.12995290177770136,0.03306613361493349,-0.05660377358490565,0.02022246414743023,0.026325232927038145,0.21985407781630428,0.22202016268664493,0.2583260121066915,-0.0931773119697118,000270
34,Youngpoong,금속,2016,Q1,0.0,-0.020430903628319008,0.009701704326463667,0.03306613361493349,-0.05660377358490565,0.024365372795072004,0.024365372795072004,0.43170396206240846,0.31282289934173346,0.43108269835752366,-0.015364888482547641,000670
34,Hyundai_E&C,건설,2016,Q1,0.0,-0.019642610925199255,0.031917511890761974,0.03306613361493349,-0.05660377358490565,0.025073748652838956,0.025073748652838956,0.0,0.18776896462642345,0.3814746135588636,0.4594083042513074,000720
34,SeAH_Besteel,금속,2016,Q1,0.0,0.0071026285756159435,0.008276604695637069,0.03306613361493349,-0.05660377358490565,0.02437765537478309,0.02437765537478309,0.45785681538287193,0.32551274697797805,0.44020175051195587,-0.04175020632160409,001430
34,KIS_Wire,금속,2016,Q1,0.0,-0.006043311546394925,-0.04361888500495836,0.03306613361493349,-0.05660377358490565,0.024370638305486025,0.024370638305486136,0.057866331420829975,0.2948149748724542,0.3278309886549482,0.15049424222300745,002240
35,S&T_Heavy_Industries,운송장비·부품,2016,Q1,0.0,0.014553227244147426,0.012073186908267974,0.03306613361493349,-0.05660377358490565,0.024378743549782422,0.024378743549782533,-1.5522225391481936,0.20212824328694534,0.5285541536865473,-0.01643412676022446,003570
34,SsangYong_Motor,운송장비·부품,2016,Q1,0.0,-0.005876927372022944,0.010787799810489829,0.03306613361493349,-0.05660377358490565,0.024472401998552606,0.024472401998552606,0.0,-89.991859073196,0.20503031921241333,0.019532684628604562,003620
34,Hyundai_Steel,금속,2016,Q1,0.0,-0.007780120540819668,0.012205872283884256,0.03306613361493349,-0.05660377358490565,0.025339951690612317,0.025567426645967672,0.02352918728341402,0.3191118859370914,0.41312169820022004,0.08258671124111992,004020
34,Hyundai_Motor,운송장비·부품,2016,Q1,0.0,-0.025486222043879625,-0.03945008711439946,0.03306613361493349,-0.05660377358490565,0.13941461519235077,0.16034302607436113,0.3733185299094347,0.3065732157960346,0.3522072058207416,0.006485016325865688,005380
34,POSCO_Holdings,금속,2016,Q1,0.0,0.0028370711058310905,-0.009846761020691375,0.03306613361493349,-0.05660377358490565,0.01943064366451519,-0.02249314834660332,0.11055405721842881,0.07192141661006146,0.2774088062832818,0.28695796872614987,005490
34,SL_Corp,운송장비·부품,2016,Q1,0.0,-0.00815729027041523,-0.16778574804960034,0.03306613361493349,-0.05660377358490565,0.024382056110456074,0.024382056110456296,0.024382056110456296,0.024382056110456074,0.4259259873583716,-0.08295254040965043,005850
34,Motonic,운송장비·부품,2016,Q1,0.0,-0.015857530317878732,0.02002152678993685,0.03306613361493349,-0.05660377358490565,0.02437672164364546,0.02437672164364546,0.44776707542762084,0.37735163150884066,0.4362620210050311,-0.0320429183885097,009680
34,Korea_Zinc,금속,2016,Q1,0.0,0.002510561634308184,0.01843867315812675,0.03306613361493349,-0.05660377358490565,0.02437555084648857,0.02437555084648868,0.5491748416814803,0.25945417662473236,0.4078885051774158,0.012543514696843467,010130
34,Samsung_Heavy Industries,운송장비·부품,2016,Q1,0.0,-0.22263418421254122,0.20112287663193684,0.03306613361493349,-0.05660377358490565,0.026378264966416598,0.02670739271377376,0.3643878289123206,0.294582786320563,-0.7646982446701307,-0.008540552212080787,010140
34,Hyundai_Mipo_Dockyard,운송장비·부품,2016,Q1,0.0,-0.08153123940541218,0.12139706664569394,0.03306613361493349,-0.05660377358490565,0.02445212369586658,0.02445212369586669,0.2608182580294438,0.2817292292495186,-0.2949698658440447,0.20251525264507117,010620
34,Hwashin,운송장비·부품,2016,Q1,0.0,0.0418547766105033,0.03811398259562804,0.03306613361493349,-0.05660377358490565,0.02438020113852013,0.02438020113852024,-2.825725167504259,0.2871451007495631,0.3442181011993586,0.013856552510961195,010690
35,Hyundai_WIA,운송장비·부품,2016,Q1,0.0,-0.007878547299014604,0.07917418776439167,0.03306613361493349,-0.05660377358490565,0.024760362388664525,0.024760362388664414,0.2869594785984926,0.13651356899756428,0.20577582485645507,-0.08991328875888008,011210
35,Hyundai_Mobis,운송장비·부품,2016,Q1,0.0,-0.011402043450667865,-0.0032852574784838495,0.03306613361493349,-0.05660377358490565,0.02161253442436084,0.028856609888826212,0.2881821302311266,0.19260845782564884,0.28778192706142913,0.0015123310758306703,012330
34,Hanwha_Aerospace,운송장비·부품,2016,Q1,0.0,0.028899895762428573,0.1163559668763886,0.03306613361493349,-0.05660377358490565,0.02411442946367648,0.024078897345463868,0.023861651662343775,0.4460153902670697,0.41589116552949523,0.10762410077205126,012450
35,Samsung_SDS,IT 서비스,2016,Q1,0.0,-0.011807674521447264,-0.2742725024114041,0.03306613361493349,-0.05660377358490565,0.024514413295874782,0.024514413295874893,0.26074500610252804,0.024248449139514183,0.13982308344648287,-0.33296884431443563,018260
34,Sejong_Industrial,운송장비·부품,2016,Q1,0.0,-0.004648862016225719,-0.060056318037658096,0.03306613361493349,-0.05660377358490565,0.02437902237678513,0.024379022376785242,-0.5864215382370945,0.3301872148012527,-0.35166578330606457,-0.047413288758880075,033530
34,NAVER_Corp,IT 서비스,2016,Q1,0.0,-0.040063040155844165,-0.019203807910594284,0.03306613361493349,-0.05660377358490565,0.023266310124028133,0.022972332393421335,-1.268650592490328,-0.02763218368896969,-2.0408807048244593,-0.047400691011111565,035420
34,NCSOFT,IT 서비스,2016,Q1,0.0,0.08109973326062181,-1.879133418682858,0.03306613361493349,-0.05660377358490565,0.02436869955736043,0.02436869955736043,-12.419416726941765,0.02436869955736054,0.4304201541503241,0.16272755631154245,036570
34,Daewoo_Shipbuilding_&_Marine_Engineering,운송장비·부품,2016,Q1,0.0,-0.4244810792885192,0.12340606998630821,0.03306613361493349,-0.05660377358490565,0.023912016248841983,0.02453176414724445,0.016826837733267874,0.2513744019926243,-17478.890634180916,-0.024741872908479363,042660
34,Daewoo_E&C,건설,2016,Q1,0.0,0.01340505934302827,0.01471629265360086,0.03306613361493349,-0.05660377358490565,0.02453834592476878,0.024538345924768556,0.430339452658668,0.41138882956698875,0.10839508395596631,0.10616071846133654,047040
34,Korea_Aerospace_Industries,운송장비·부품,2016,Q1,0.0,0.004807609165585869,-0.007569908979616624,0.03306613361493349,-0.05660377358490565,0.02445433463411928,0.02445433463411928,0.0,0.05969243032126115,0.024454334634119168,-0.19258614407258046,047810
34,KEPCO_KPS,건설,2016,Q1,0.0,0.07864282855101279,-0.4091739538306127,0.03306613361493349,-0.05660377358490565,0.024387469320028887,0.024387469320028887,0.0,0.19754325879007606,0.2120729773648844,-0.29983099590984486,051600
34,Hyundai_Rotem,운송장비·부품,2016,Q1,0.0,-0.007072256921573095,0.08622399216555232,0.03306613361493349,-0.05660377358490565,0.02452498298174166,0.02452498298174155,0.0,0.15729385887683922,-0.3889433693258366,0.15688705253804824,064350
35,S&T_Motiv,운송장비·부품,2016,Q1,0.0,-0.00504548494563295,0.06644009863451383,0.03306613361493349,-0.05660377358490565,0.02437937125007761,0.02437937125007772,-9.36429158042271,0.21236276784231067,0.31146430476179554,-0.21733626420464372,064960
34,HHI_Heavy_Industries,건설,2016,Q1,0.0,0.03155650443656721,0.11041541205932137,0.03306613361493349,-0.05660377358490565,0.024364102751586958,0.024364102751586958,0.024364102751586958,0.02436410275158707,0.024364102751586958,-0.09539760536172785,097230
34,Poongsan,금속,2016,Q1,0.0,-0.0043243482140506995,-0.06390867714991155,0.03306613361493349,-0.05660377358490565,0.02439464254907997,0.02439464254907986,-8.84898611405023,0.289549413169058,0.4255729094389328,0.06870501068659127,103140
34,Korea_Steel,금속,2016,Q1,0.0,-0.0049568280802247955,-0.05574616643468722,0.03306613361493349,-0.05660377358490565,0.02438052556685888,0.02438052556685888,-471.96482996713155,0.1107420572292761,-1.7350686194037297,0.0949600116119481,104700
