,name,sector,year,quarter,Relative Return,자본총계 변화율,비유동부채 변화율,소비자물가지수 변화율,실업률 변화율,전체 주식 수 변화율,전체 주주 수 변화율,자기주식수 변화율,1인평균급여 변화율,보유 주식 수 변화율,Label,Code
33,Kia_Corp,운송장비·부품,2016,Q3,-0.09968591292005885,-0.009941168974413106,0.03281442882917107,0.1224419591674838,-0.08411214953271018,0.050467273097835386,0.05113930106018583,0.05185561996753463,0.052175267190012864,0.05211494681264117,-0.07995305167852101,000270
32,Youngpoong,금속,2016,Q3,-0.12113691807951146,-0.004063916059734218,0.007689632961281223,0.1224419591674838,-0.08411214953271018,0.050589854648364296,0.050589854648364185,0.050589854648364185,0.050589854648364074,0.050589854648364185,0.04552165425256671,000670
32,Hyundai_E&C,건설,2016,Q3,-0.20659433400204477,0.008510043226869435,-0.03452363188719354,0.1224419591674838,-0.08411214953271018,0.05021964148201152,0.05021964148201141,0.0,0.05021964148201152,0.05021964148201141,0.11702963652030539,000720
32,SeAH_Besteel,금속,2016,Q3,-0.09045948717189395,-0.010124814299325768,0.07263132831279029,0.1224419591674838,-0.08411214953271018,0.05059688489358227,0.050596884893582494,0.05059688489358238,0.05059688489358238,0.050596884893582494,-0.05314324023305862,001430
32,KIS_Wire,금속,2016,Q3,-0.15846370566274112,-0.007061531126294929,-0.01160063499213515,0.1224419591674838,-0.08411214953271018,0.05061168447748299,0.05061168447748299,0.0506116844774831,0.0506116844774831,0.05061168447748299,0.0002429076201886579,002240
33,S&T_Heavy_Industries,운송장비·부품,2016,Q3,-0.3033342662445973,0.005203621600149089,0.009754328724575378,0.1224419591674838,-0.08411214953271018,0.05062043335753852,0.05062043335753863,0.05062043335753863,0.05062043335753841,0.05062043335753863,-0.1012140487459697,003570
32,SsangYong_Motor,운송장비·부품,2016,Q3,-0.14657160374342862,-0.021925719429159107,0.003124104098813585,0.1224419591674838,-0.08411214953271018,0.050618792772752164,0.05061879277275205,0.0,0.05061879277275205,0.050618792772752275,0.0745828678327957,003620
32,Hyundai_Steel,금속,2016,Q3,-0.17241126299463752,-0.02561070974734525,0.0471775531067663,0.1224419591674838,-0.08411214953271018,0.06063062475308767,0.06495193562722879,0.02607071150222029,0.03207341183374379,0.03763802352703116,0.05199754299667175,004020
32,Hyundai_Motor,운송장비·부품,2016,Q3,-0.10557126064432318,-0.0014984738899659344,0.025978740047772564,0.1224419591674838,-0.08411214953271018,0.08507861952857598,0.11151196791330664,0.034637675715124994,0.04478590630096657,0.03713696296755653,-0.05847721568655599,005380
32,POSCO_Holdings,금속,2016,Q3,-0.069783924202753,-0.012843575967647958,0.006338596045613709,0.1224419591674838,-0.08411214953271018,0.04864393707174808,0.08658199786004184,0.028253215954722855,0.03927103548728117,0.025250687514048686,0.06983644596043899,005490
32,SL_Corp,운송장비·부품,2016,Q3,-0.10522417110563234,-0.014962842694328682,-0.08117206594384263,0.1224419591674838,-0.08411214953271018,0.050619055249460865,0.050619055249460754,0.050619055249460754,0.050619055249460754,0.050619055249460754,0.09520304937681802,005850
32,Motonic,운송장비·부품,2016,Q3,-0.22082396140733596,0.0007556424991467248,0.011166401298641104,0.1224419591674838,-0.08411214953271018,0.05062233185430565,0.05062233185430576,0.05062233185430576,0.05062233185430576,0.05062233185430576,0.04357301226295253,009680
32,Korea_Zinc,금속,2016,Q3,0.07089366701144889,-0.020242696962798457,-0.004860114153495854,0.1224419591674838,-0.08411214953271018,0.050237138827837424,0.05023713882783731,0.050237138827837424,0.05023713882783709,0.05023713882783731,-0.11169808336054866,010130
32,Samsung_Heavy Industries,운송장비·부품,2016,Q3,-0.16499856772324445,-0.02444451643638179,0.34325313512389044,0.1224419591674838,-0.08411214953271018,0.050380757044539815,0.050339918023033836,0.05098571494442439,0.05086357348595494,0.05046381458203775,0.12288609609191824,010140
32,Hyundai_Mipo_Dockyard,운송장비·부품,2016,Q3,0.08224405908765664,-0.08876328126661726,0.033627217489943906,0.1224419591674838,-0.08411214953271018,0.050600115434421444,0.050600115434421555,0.050600115434421444,0.050600115434421444,0.050600115434421444,0.02580081966411768,010620
32,Hwashin,운송장비·부품,2016,Q3,0.1231035403637363,0.038686624993205965,0.052808707199793026,0.1224419591674838,-0.08411214953271018,0.05062308344346733,0.05062308344346744,0.05062308344346733,0.05062308344346733,0.05062308344346744,0.03864471000679827,010690
33,Hyundai_WIA,운송장비·부품,2016,Q3,-0.14146427186088917,-0.0005154594982998972,-0.07333088031990198,0.1224419591674838,-0.08411214953271018,0.05057569596532607,0.05057569596532607,0.050575695965326184,0.05057569596532607,0.05057569596532607,-0.08138637073456882,011210
33,Hyundai_Mobis,운송장비·부품,2016,Q3,0.005904149191742404,-0.026758649020024672,-0.03500216538819778,0.1224419591674838,-0.08411214953271018,0.04473125993208771,0.053170623460013444,0.04835700193508985,0.046326980059020695,0.04646203780275082,0.03580531337858177,012330
32,Hanwha_Aerospace,운송장비·부품,2016,Q3,0.2103842641893466,-0.020154552732937203,-0.10660739019652166,0.1224419591674838,-0.08411214953271018,0.04976679835121567,0.049669343712648195,0.0490745132117254,0.05098837953212065,0.05137413899744547,0.25615898298803164,012450
33,Samsung_SDS,IT 서비스,2016,Q3,-0.18336138753142145,-0.01091431325208525,-0.27988327639484956,0.1224419591674838,-0.08411214953271018,0.050392963614127706,0.050392963614127706,0.050392963614127706,0.050392963614127706,0.050392963614127595,0.022019523346768405,018260
32,Sejong_Industrial,운송장비·부품,2016,Q3,-0.011232947582451143,0.0060820876208382835,-0.0281245406547852,0.1224419591674838,-0.08411214953271018,0.050621077890558364,0.05062107789055825,0.050621077890558364,0.05062107789055825,0.05062107789055814,0.12680632450092755,033530
32,NAVER_Corp,IT 서비스,2016,Q3,0.10667592256749617,-0.0715848264936243,-0.018895617140086918,0.1224419591674838,-0.08411214953271018,0.048468540003907434,0.04793440562421947,0.048784332539524744,0.0491688230670021,0.04637014500558656,0.18728549726476207,035420
32,NCSOFT,IT 서비스,2016,Q3,-0.0631293813802497,-0.02752402381098884,-0.010289800296382046,0.1224419591674838,-0.08411214953271018,0.050569165452603704,0.050569165452603815,0.050569165452603815,0.050569165452603704,0.050569165452603815,0.18784250233127525,036570
32,Daewoo_Shipbuilding_&_Marine_Engineering,운송장비·부품,2016,Q3,-0.16267992160471778,-0.08956354949246492,0.2354380076525021,0.1224419591674838,-0.08411214953271018,0.049339784961928035,0.049728313234263744,0.050833990140935925,0.05611146695688207,0.059806311572602966,0.024524467315127016,042660
32,Daewoo_E&C,건설,2016,Q3,-0.10078374889742958,0.018715762305502315,0.032802340953354436,0.1224419591674838,-0.08411214953271018,0.05035904897252941,0.05035904897252941,0.05035904897252952,0.05035904897252963,0.05035904897252952,0.07252370330022873,047040
32,Korea_Aerospace_Industries,운송장비·부품,2016,Q3,0.1200594003332949,-0.03631682867438757,0.24716353346358988,0.1224419591674838,-0.08411214953271018,0.050458795338257256,0.05045879533825737,0.0,0.05045879533825737,0.050458795338257145,-0.011641671575807519,047810
32,KEPCO_KPS,건설,2016,Q3,0.010555311982440078,-0.03715987623694805,-0.05099054978516637,0.1224419591674838,-0.08411214953271018,0.05061218438407655,0.05061218438407633,0.0,0.05061218438407655,0.05061218438407644,-0.1700536473849389,051600
32,Hyundai_Rotem,운송장비·부품,2016,Q3,0.028826785294894266,0.01309216391259893,0.11091925386824208,0.1224419591674838,-0.08411214953271018,0.05065810080340105,0.05065810080340105,0.0,0.05065810080340105,0.05065810080340105,0.0964811036171672,064350
33,S&T_Motiv,운송장비·부품,2016,Q3,-0.057332525471864564,-0.010607260257308626,3.859525634819505e-05,0.1224419591674838,-0.08411214953271018,0.0506178254973334,0.050617825497333624,0.050617825497333624,0.05061782549733351,0.050617825497333624,-0.32222600199016593,064960
32,HHI_Heavy_Industries,건설,2016,Q3,0.1007896322294555,0.0895797503154131,-0.04032676455329276,0.1224419591674838,-0.08411214953271018,0.05061404179384599,0.05061404179384599,0.050614041793845876,0.05061404179384599,0.05061404179384599,0.019496925186050715,097230
32,Poongsan,금속,2016,Q3,-0.012614369326776113,-0.02027575992920716,-0.00046470892335115366,0.1224419591674838,-0.08411214953271018,0.05059988029087681,0.0505998802908767,0.05059988029087681,0.05059988029087681,0.0505998802908767,0.10217076778936617,103140
32,Korea_Steel,금속,2016,Q3,-0.19495978169378675,-0.010033273835474477,-0.05271426186911832,0.1224419591674838,-0.08411214953271018,0.05061915990775079,0.05061915990775079,0.05061915990775079,0.0506191599077509,0.05061915990775079,0.06521586827142863,104700
