,name,sector,year,quarter,Relative Return,자본총계 변화율,비유동부채 변화율,소비자물가지수 변화율,실업률 변화율,전체 주식 수 변화율,전체 주주 수 변화율,자기주식수 변화율,1인평균급여 변화율,보유 주식 수 변화율,Label,Code
12,Kia_Corp,운송장비·부품,2021,Q4,-0.0048076715825511734,-0.03644030644957752,0.016099412070608055,-0.4025512712822732,-0.02083333333333348,-0.2320862863706179,-0.5187119636525692,0.005833498603611154,-0.03937812749149883,-0.06612836607214989,0.03321682132833617,000270
11,Youngpoong,금속,2021,Q4,0.11680977581288515,0.024913218330755438,0.01924875812214255,-0.4025512712822732,-0.02083333333333348,-1.1677868829549802,-0.7660001499643208,-0.33054992056049004,-0.4614786741254471,-0.22882221805990266,0.004289463338419118,000670
11,Hyundai_E&C,건설,2021,Q4,-0.017194248395717898,-0.03367254753843807,-0.0379147986466426,-0.4025512712822732,-0.02083333333333348,-0.08198828342943654,-0.08198828342943654,0.0,-0.28326885263322477,-0.08198828342943676,-0.11847023279697401,000720
11,SeAH_Besteel,금속,2021,Q4,-0.09706748414503329,-0.012631173337006585,0.054327228416520934,-0.4025512712822732,-0.02083333333333348,-1.1677909047179083,-1.391223497397137,-1.2134162004720124,-0.2957264129926358,-0.6953511263224255,-0.20316972836784014,001430
11,KIS_Wire,금속,2021,Q4,0.30511689433305617,-0.005564211782624451,0.1159021505265756,-0.4025512712822732,-0.02083333333333348,-1.1714142585303096,-0.9996610695260462,-0.589381704836516,-0.3115467854518519,-0.5122654653656786,-0.3393663970038052,002240
12,S&T_Heavy_Industries,운송장비·부품,2021,Q4,-0.013184753267830154,-0.01019850744949835,0.06704367157758606,-0.4025512712822732,-0.02083333333333348,-0.11237905908680013,0.0690615569789611,-0.46470567020062514,-0.0729776404296485,0.06649864379460824,-0.07328057460380377,003570
11,SsangYong_Motor,운송장비·부품,2021,Q4,0.0,-0.08219607556960407,-0.11838908413657978,-0.4025512712822732,-0.02083333333333348,-0.24542810631107392,-0.2730319686389471,0.0,0.993627107162824,-0.08235319315885414,0.0,003620
11,Hyundai_Steel,금속,2021,Q4,-0.03562352026754079,-0.020485209106464453,0.0016359724774931417,-0.4025512712822732,-0.02083333333333348,-0.956666535935847,-1.256680538090773,-0.2332173054256652,-0.3349042400301716,-0.5508065051403455,-0.1124338688577416,004020
11,Hyundai_Motor,운송장비·부품,2021,Q4,-0.07552776098040685,0.03390066109424483,0.08579635100188421,-0.4025512712822732,-0.02083333333333348,-0.978389550186952,-1.263140961379512,-0.5134928012763231,-0.24072528691887207,-0.30721763352572173,0.06892126025858154,005380
11,POSCO_Holdings,금속,2021,Q4,0.038278767920461684,-0.014830628383656341,0.1626241854619196,-0.4025512712822732,-0.02083333333333348,-0.4990618003512335,-0.31754920554945,-0.37908028658346593,-0.12377448094155041,-0.0267731101934785,-0.1522877907377035,005490
