,name,sector,year,quarter,Relative Return,자본총계 변화율,비유동부채 변화율,소비자물가지수 변화율,실업률 변화율,전체 주식 수 변화율,전체 주주 수 변화율,자기주식수 변화율,1인평균급여 변화율,보유 주식 수 변화율,Label,Code
25,Kia_Corp,운송장비·부품,2018,Q3,0.04394539044051016,0.0027948934449856244,-0.02378563682911139,-0.0442397512820667,-0.11607142857142883,-0.038839733677443755,-0.05255684321537846,-0.034561991920462276,-0.036247488237187486,-0.03592259883681592,0.1331164067217377,000270
24,Youngpoong,금속,2018,Q3,-0.07502151268878574,0.009318252174369324,0.023222067654639078,-0.0442397512820667,-0.11607142857142883,-0.04859077956962099,-0.04859077956962099,-0.04859077956962121,-0.04859077956962099,-0.04859077956962121,-0.033539199608361915,000670
24,Hyundai_E&C,건설,2018,Q3,0.366205796736936,0.003315454539227214,0.030474606318600106,-0.0442397512820667,-0.11607142857142883,-0.047703400572839394,-0.04770340057283917,0.0,-0.047703400572839394,-0.04770340057283917,0.1775115783026665,000720
24,SeAH_Besteel,금속,2018,Q3,-0.11335607578544118,0.0006856717223764353,-0.029471880362411662,-0.0442397512820667,-0.11607142857142883,-0.04859594670369871,-0.04859594670369871,-0.04859594670369871,-0.04859594670369871,-0.04859594670369871,-0.09555605533808258,001430
24,KIS_Wire,금속,2018,Q3,0.00935756126793743,-0.001934955950746886,-0.030229243750469648,-0.0442397512820667,-0.11607142857142883,-0.04861315791993159,-0.048613157919931815,-0.04861315791993159,-0.048613157919931815,-0.048613157919931815,-0.08933341459696478,002240
25,S&T_Heavy_Industries,운송장비·부품,2018,Q3,-0.06809618030464674,0.0021343426537644428,0.011856232512498233,-0.0442397512820667,-0.11607142857142883,-0.04861960107956387,-0.04861960107956387,-0.04861960107956387,-0.04861960107956387,-0.048619601079563646,-0.03662197930109161,003570
24,SsangYong_Motor,운송장비·부품,2018,Q3,-0.026356284240653588,-0.12855370038951808,-0.01719554479379415,-0.0442397512820667,-0.11607142857142883,-0.04862401553580775,-0.04862401553580775,0.0,-0.04862401553580775,-0.04862401553580775,-0.016465892967825288,003620
24,Hyundai_Steel,금속,2018,Q3,0.08175916329264618,-0.0011399710493336102,-0.08479438514439686,-0.0442397512820667,-0.11607142857142883,-0.05600762461111364,-0.05910756230474101,-0.029385105552326207,-0.03425711021643729,-0.038676465327553755,0.06745929743059088,004020
24,Hyundai_Motor,운송장비·부품,2018,Q3,-0.08110127500031805,0.007726717500586178,-0.066258923688717,-0.0442397512820667,-0.11607142857142883,-0.06182797164123466,-0.1011887209483584,0.014804654084826119,-0.0071984361865131685,0.007015998822752723,0.03135303557100833,005380
24,POSCO_Holdings,금속,2018,Q3,0.06425410271679796,-0.01742480993237283,-0.2746619817085194,-0.0442397512820667,-0.11607142857142883,-0.04952684245975725,-0.04868174000876202,-0.046063867249601875,-0.04323856895880307,-0.04178973168754041,-0.10265615279040055,005490
