,name,sector,year,quarter,Relative Return,자본총계 변화율,비유동부채 변화율,소비자물가지수 변화율,실업률 변화율,전체 주식 수 변화율,전체 주주 수 변화율,자기주식수 변화율,1인평균급여 변화율,보유 주식 수 변화율,Label,Code
26,Kia_Corp,운송장비·부품,2018,Q2,-0.02646735677159647,-0.0019241297791461331,-0.027577333130102133,-0.3971853095173552,-0.009009009009008917,-0.01812884414086713,-0.024380771530400525,-0.017659481660746934,-0.01864000485125139,-0.01845213122874645,0.04394539044051016,000270
25,Youngpoong,금속,2018,Q2,-0.10563598464795665,0.0033545741854711375,-0.0039145978545205296,-0.3971853095173552,-0.009009009009008917,-0.022612468745162984,-0.02261246874516276,-0.02261246874516276,-0.022612468745162984,-0.022612468745162984,-0.07502151268878574,000670
25,Hyundai_E&C,건설,2018,Q2,0.23307283422020741,-0.02067726289071614,-0.010461669112256544,-0.3971853095173552,-0.009009009009008917,-0.02250687003979701,-0.022506870039797233,0.0,-0.02250687003979701,-0.022506870039797233,0.366205796736936,000720
25,SeAH_Besteel,금속,2018,Q2,-0.07926335802120596,-0.008445280463954541,-0.14174976611087642,-0.3971853095173552,-0.009009009009008917,-0.02261754985683151,-0.02261754985683151,-0.02261754985683173,-0.02261754985683151,-0.02261754985683151,-0.11335607578544118,001430
25,KIS_Wire,금속,2018,Q2,-0.032768775026056345,-0.003264135785456146,-0.01076069441539551,-0.3971853095173552,-0.009009009009008917,-0.02262640024972229,-0.02262640024972229,-0.02262640024972229,-0.02262640024972229,-0.02262640024972229,0.00935756126793743,002240
26,S&T_Heavy_Industries,운송장비·부품,2018,Q2,0.08951014818685299,0.001757293924292802,0.008424683568407865,-0.3971853095173552,-0.009009009009008917,-0.022629327583788106,-0.022629327583788106,-0.022629327583788106,-0.022629327583788328,-0.022629327583788328,-0.06809618030464674,003570
25,SsangYong_Motor,운송장비·부품,2018,Q2,0.0020423737477506185,0.009732759878135377,-0.01694498485737972,-0.3971853095173552,-0.009009009009008917,-0.02260538660558553,-0.02260538660558553,0.0,-0.02260538660558553,-0.022605386605585753,-0.026356284240653588,003620
25,Hyundai_Steel,금속,2018,Q2,-0.08806439427224844,-0.005448385732228278,0.06339497563733565,-0.3971853095173552,-0.009009009009008917,-0.028783845605667047,-0.03116901896192803,-0.008745227538586198,-0.01235379222203914,-0.015649495189783424,0.08175916329264618,004020
25,Hyundai_Motor,운송장비·부품,2018,Q2,-0.012372924072512607,-0.0035096651122088485,-0.030702954326573106,-0.3971853095173552,-0.009009009009008917,-0.02742562944548066,-0.03878359470972015,-0.008652260748662988,-0.014723625154397402,-0.010923986015277887,-0.08110127500031805,005380
25,POSCO_Holdings,금속,2018,Q2,0.005780494879240254,0.00792259731271705,0.09326943285707967,-0.3971853095173552,-0.009009009009008917,-0.02045377446889618,-0.053250465902653366,-0.005271584948150387,-0.016583083007390753,-0.0053568276259949865,0.06425410271679796,005490
