,name,sector,year,quarter,Relative Return,자본총계 변화율,비유동부채 변화율,소비자물가지수 변화율,실업률 변화율,전체 주식 수 변화율,전체 주주 수 변화율,자기주식수 변화율,1인평균급여 변화율,보유 주식 수 변화율,Label,Code
1,Kia_Corp,운송장비·부품,2024,Q3,0.14907469454899233,-0.030958316331177516,0.032260779953354635,0.2377021247854798,0.09523809523809512,0.0019291887472367986,0.006543733671221297,0.002431925860479911,0.0032779569628754723,0.0031165480386902145,-0.12006220668685197,000270
0,Youngpoong,금속,2024,Q3,-0.30614620216875343,-0.018986109022914643,0.00940399949650006,0.2377021247854798,0.09523809523809512,0.005145844279957568,0.005145844279957568,0.005145844279957568,0.005145844279957457,0.005145844279957568,-0.30614620216875343,000670
0,Hyundai_E&C,건설,2024,Q3,-0.04709773048671467,0.010893950427219079,0.1324744572117157,0.2377021247854798,0.09523809523809512,0.005157897575388648,0.005157897575388759,0.0,0.005157897575388759,0.005157897575388648,-0.04709773048671467,000720
0,SeAH_Besteel,금속,2024,Q3,-0.10874426431749293,-0.042393791827423755,-0.12635892717734976,0.2377021247854798,0.09523809523809512,0.005180875854998046,0.005180875854998046,0.005180875854998157,0.005180875854998046,0.005180875854998268,-0.10874426431749293,001430
0,KIS_Wire,금속,2024,Q3,0.03260051250554883,-0.003241665460390175,0.0007840893669718296,0.2377021247854798,0.09523809523809512,0.005185450784128243,0.005185450784128243,0.005185450784128354,0.005185450784128132,0.005185450784128243,0.03260051250554883,002240
1,S&T_Heavy_Industries,운송장비·부품,2024,Q3,0.2719080204629476,-0.017041432052964156,-0.016788129235203897,0.2377021247854798,0.09523809523809512,0.005187064770339145,0.005187064770339145,0.005187064770339256,0.005187064770339145,0.005187064770339145,0.17820330853563046,003570
0,SsangYong_Motor,운송장비·부품,2024,Q3,-0.21994131959881874,0.03348577930668273,-0.0035818854712479364,0.2377021247854798,0.09523809523809512,0.005221346053899123,0.005221346053899012,0.0,0.005221346053898901,0.005221346053898901,-0.21994131959881874,003620
0,Hyundai_Steel,금속,2024,Q3,-0.1118561207290078,0.009674820183508848,0.06791310457266697,0.2377021247854798,0.09523809523809512,0.0035405768089239453,0.0029110820045313845,0.010184332975851862,0.008772190502344346,0.007576793755120992,-0.1118561207290078,004020
0,Hyundai_Motor,운송장비·부품,2024,Q3,0.24115519120265563,-0.02114446148147997,0.0039823098374973664,0.2377021247854798,0.09523809523809512,0.019933524230673738,0.021471381755514884,0.01137811584879378,0.01201571974568827,0.010925743285924994,0.24115519120265563,005380
0,POSCO_Holdings,금속,2024,Q3,-0.15665097094530464,-0.001737250802340773,-0.005873005797806474,0.2377021247854798,0.09523809523809512,0.006874000048007423,-0.005842326449602808,0.014345808285686767,0.005870172957913367,0.011869140299049619,-0.15665097094530464,005490
0,SL_Corp,운송장비·부품,2024,Q3,0.3967886156583712,-0.022744270428332936,-0.02931796358985217,0.2377021247854798,0.09523809523809512,0.005184621630677788,0.005184621630677899,0.005184621630677788,0.005184621630677788,0.005184621630677788,0.3967886156583712,005850
0,Motonic,운송장비·부품,2024,Q3,0.08489642829969438,-0.0154529889494186,-0.05603338529906976,0.2377021247854798,0.09523809523809512,0.005185287373902225,0.005185287373902225,0.005185287373902225,0.005185287373902225,0.005185287373902114,0.08489642829969438,009680
0,Korea_Zinc,금속,2024,Q3,0.10761360406659545,0.02061997163718754,-1.7700525903456068,0.2377021247854798,0.09523809523809512,0.005003668108368942,0.005003668108368831,0.005003668108368942,0.005003668108368831,0.005003668108368831,0.10761360406659545,010130
0,Samsung_Heavy Industries,운송장비·부품,2024,Q3,0.07036875792056113,0.051391439801208416,0.45166437751246136,0.2377021247854798,0.09523809523809512,-0.0015259427614655596,-0.0023014326952324193,0.01120362128258956,0.008429921089503689,8.13190553541343e-05,0.07036875792056113,010140
0,Hyundai_Mipo_Dockyard,운송장비·부품,2024,Q3,0.48315945559497975,0.0016317831254003545,0.442310466493701,0.2377021247854798,0.09523809523809512,0.005232249980875681,0.005232249980875681,0.005232249980875792,0.005232249980875792,0.005232249980875792,0.48315945559497975,010620
0,Hwashin,운송장비·부품,2024,Q3,0.3684206496248305,0.03746816599854552,0.038688916474802104,0.2377021247854798,0.09523809523809512,0.0051867400680297715,0.0051867400680298825,0.0051867400680296605,0.0051867400680297715,0.0051867400680296605,0.3684206496248305,010690
1,Hyundai_WIA,운송장비·부품,2024,Q3,-0.009884022665889839,-0.006826785209293584,-0.015311761698835191,0.2377021247854798,0.09523809523809512,0.005233449121648137,0.005233449121648359,0.005233449121648248,0.005233449121648248,0.005233449121648137,-0.005824469242147315,011210
1,Hyundai_Mobis,운송장비·부품,2024,Q3,-0.04014151527880668,-0.01808105732628018,-0.008377546020858162,0.2377021247854798,0.09523809523809512,0.005538612005308252,0.0051599796466822445,0.005374766575390599,0.00546628163425944,0.005460175737025952,-0.029921691464369543,012330
0,Hanwha_Aerospace,운송장비·부품,2024,Q3,0.18847661236844718,0.08202069941016699,0.047783974836859144,0.2377021247854798,0.09523809523809512,0.0049254843198436316,0.004892832195687702,0.0046998217936400355,0.005361726458332772,0.005510757479519124,0.18847661236844718,012450
1,Samsung_SDS,IT 서비스,2024,Q3,-0.11847393823442137,-0.12144425607203568,0.010535360203904776,0.2377021247854798,0.09523809523809512,0.0048249287110088135,0.0048249287110085914,0.0048249287110087025,0.0048249287110087025,0.0048249287110088135,0.14676301760193627,018260
0,Sejong_Industrial,운송장비·부품,2024,Q3,-0.0644595920240679,-0.003292883466760488,0.0390643639599364,0.2377021247854798,0.09523809523809512,0.005186600688027898,0.005186600688027787,0.005186600688027787,0.005186600688027898,0.005186600688027787,-0.0644595920240679,033530
0,NAVER_Corp,IT 서비스,2024,Q3,-0.12907458695821175,-0.0953397828788567,0.011555039451646376,0.2377021247854798,0.09523809523809512,0.0011864804538589402,0.00026434902926075754,0.0017416541956548626,0.002427890258647758,-0.0023200837759724813,-0.12907458695821175,035420
0,NCSOFT,IT 서비스,2024,Q3,-0.11958368654965867,0.031206728708489506,-0.048422311553787845,0.2377021247854798,0.09523809523809512,0.0052082220444262806,0.005208222044426614,0.005208222044426392,0.005208222044426392,0.005208222044426392,-0.11958368654965867,036570
0,Daewoo_Shipbuilding_&_Marine_Engineering,운송장비·부품,2024,Q3,0.09004351356599422,0.022905729434262723,0.02898932174920632,0.2377021247854798,0.09523809523809512,0.005556718082451728,0.005454510506188726,0.005296482245926715,0.0037374027770306073,0.007271930580596941,0.09004351356599422,042660
0,Daewoo_E&C,건설,2024,Q3,-0.011435138999614868,-0.003948731174644227,-0.012907026887353679,0.2377021247854798,0.09523809523809512,0.005110903971894176,0.005110903971894065,0.005110903971894176,0.005110903971894065,0.005110903971894176,-0.011435138999614868,047040
0,Korea_Aerospace_Industries,운송장비·부품,2024,Q3,-0.0015148739069359828,-0.04222545641842923,0.06561205560839434,0.2377021247854798,0.09523809523809512,0.005207514429265259,0.005207514429265259,0.0,0.005207514429265259,0.005207514429265259,-0.0015148739069359828,047810
0,KEPCO_KPS,건설,2024,Q3,0.04173686145272031,-0.027304002391263626,-0.1243973878111646,0.2377021247854798,0.09523809523809512,0.005186277743725487,0.005186277743725598,0.0,0.005186277743725487,0.005186277743725376,0.04173686145272031,051600
