,name,sector,year,quarter,비유동부채변화율,자본총계변화율,영업이익변화율,비유동자산변화율,매출액변화율,Relative Return,전체 주식 수변화율,전체 주주 수변화율,자기주식수변화율,1인평균급여변화율,Label,Code
27,SL_Corp,운송장비·부품,2017,Q4,0.17296632408773738,0.00563592826391035,0.9885466711938582,-0.0016094187005062377,0.10090843492197965,-0.15093836835685653,0.04316951549925008,0.03814706275947888,0.08273661909532981,0.03394921058767297,0.3064750415935269,005850
27,GS_Retail,유통,2017,Q4,0.07616408635835425,-0.01800528588917505,0.791039922141652,-0.008742354985624257,0.09193998463435715,-0.3463585324292054,0.010462720197929598,-0.010663831523969547,-0.049126649231132635,-0.16190548560996598,0.1523854767043885,007070
27,Ottogi,음식료·담배,2017,Q4,0.5829216652642478,-0.017958673253329005,0.34538666616497804,-0.008200821908171951,0.11505084753713524,-0.09341568961201495,0.007393839982868133,0.01623687783981642,0.6212628530142975,-0.30286000956665493,0.0873546804634553,007310
27,Hotel_Shilla,유통,2017,Q4,-0.011072685892963507,0.027814823907100106,0.2847419397783292,-0.09625079608187481,0.06723120297482488,0.00010991304347831958,-0.022588901854038834,-0.018658296490870585,-0.22013924468634816,-0.06598848830496462,0.4555832809350002,008770
27,Hanssem,유통,2017,Q4,0.209894516003181,-0.0491991984428628,0.1975795695654743,0.004260483345329802,0.1091371290436901,-0.18419514754098354,0.035530816462059134,0.018004299748408004,-0.01180727930322023,-0.062109426712147586,0.18527532644822903,009240
27,Motonic,운송장비·부품,2017,Q4,0.0499999724463116,-0.0070386260012580415,0.6277890256431258,0.02210342761065054,0.06276109836753574,-0.09617614953271021,-0.006008672784630464,-0.0072817240653890725,-0.13096875547597642,0.008473894799411297,-0.08144503329538652,009680
27,Samsung_Heavy Industries,운송장비·부품,2017,Q4,-0.26344271082023574,0.06924671662234116,19.890879567224278,-0.02433618751367761,0.19697343572335302,-0.1229950969217573,-0.09898330567828606,-0.09046205855132516,-0.20154068255969126,-0.1309832588580535,-0.3704946995076825,010140
27,Hyundai_Mipo_Dockyard,운송장비·부품,2017,Q4,0.21606539096277233,0.05672640515597105,1.8653398826365817,0.3365575243771074,0.04868417559335814,-0.16432463829787228,-0.05551979127207307,-0.0359438454160681,-0.13952695077315158,-0.14065657279355936,-0.1788103279575226,010620
27,Hwashin,운송장비·부품,2017,Q4,0.34288544087266304,0.037779051607593095,-0.7611012680917912,-0.08143443221421243,-0.05810234364982336,-0.2550546542056074,0.0365282530026213,0.1604355359358799,0.6942829994463435,-0.11821544848346321,-0.12699310662123764,010690
27,IS_Dongseo,비금속,2017,Q4,0.013055268015280563,-0.014360335976134175,0.33298130244030455,0.018243361363502242,0.1486825397694178,-0.2646237269624573,0.012190067290349105,0.003312038048535415,0.8202819061300404,-0.16637198392647923,0.05348222089792272,010780
28,Hyundai_WIA,운송장비·부품,2017,Q4,0.045520912943667224,0.02971896178384592,17.288394914490418,-0.04350055872462377,0.014120256753099136,-0.06978405772005766,0.007396294311639684,0.006786317085459959,-0.058308764647314604,0.0010432086087375225,-0.004546012123919531,011210
28,Hyundai_Mobis,운송장비·부품,2017,Q4,0.034579471773398485,-0.01236147486152861,-0.187005481483282,-0.0028485334348657965,0.043705768616109086,-0.05588870119521907,0.016988120433958698,-0.016515756668992854,-0.27339340157589764,-0.10446793148362654,0.10841097358189695,012330
27,Hanwha_Aerospace,운송장비·부품,2017,Q4,0.04908055467516481,0.050650449523493624,-2.2005953540780236,-0.019668067912734122,-0.15922589099443174,-0.273467471042388,0.008515999146386233,0.0003123211290674277,-0.006140481064287773,-0.41341137375139714,0.045741683480229674,012450
27,S-1_Corporation,일반서비스,2017,Q4,-0.1314098600279061,-0.024951516049720235,0.3276690565117727,0.0012901458110864406,-0.01993897370279263,-0.09057639669421481,-0.10762948987524634,-0.10984538980122549,-0.30507208814208053,-0.2504720542542358,0.18881360691841065,012750
28,Samsung_SDS,IT 서비스,2017,Q4,0.5499494521467453,-0.030360387273526523,-0.0780529689238858,0.009762719585531099,-0.04549054733376212,-0.09878486720867202,-0.027174686065330356,-0.025839893670758007,-0.28589820815949385,-0.23519761842123477,0.16573262564697833,018260
27,Daekyo,일반서비스,2017,Q4,-0.12435889590423743,0.00047638453471987585,0.028216687111926042,0.0038528340343406686,0.01906433905415761,0.006340907975460183,-0.02500340040458804,-0.021199308972972508,0.025532974882430226,-0.027525424711915214,-0.02159441614682004,019680
27,Hansum,섬유·의류,2017,Q4,0.24225711294339025,0.033481284094596164,-1.0307303241518522,0.0056642349084045085,-0.5430107811015628,-0.06558081957186539,-0.01822931721722032,-0.021572146787827595,-0.3012573560837195,-0.09030233231620843,0.012026265053960608,020000
27,Coway,일반서비스,2017,Q4,0.22124883638192527,-0.0035604408974405644,0.1867732687807946,-0.09824356784001487,0.007238452323833688,-0.11254246889952146,-0.04998476234936211,-0.044355469531457414,-0.8447182644090538,-0.3101074422891037,0.010160678999980945,021240
27,Lotte_Shopping,유통,2017,Q4,-0.03472755266433891,-0.12977757211536334,-1.3745355292533383,0.006507769601740598,1.1612259475217477,-0.19312550373051843,0.19656313593313945,0.18709493872043415,0.9605653324261786,0.03532678306693049,0.0,023530
27,Samsung_Engineering,일반서비스,2017,Q4,0.25853606288273645,0.11029117503196773,-3.0582646858086333,0.02090553787895355,0.11536720619407759,-0.08769425210084027,-0.0023042683923963914,-0.017198955104508862,0.08996704780575637,-0.06593754103981175,0.12168212873588509,028050
28,Samsung_C&T,유통,2017,Q4,-0.06097193090148578,-0.0003190684128453469,-0.29458634131907524,-0.011011929011618848,0.010474934658539214,-0.10297309090909085,-0.007184658329443927,-0.010446922443761109,-0.19754942282771282,0.005875192613137181,-0.08766103951139274,028260
28,Cheil_Worldwide,일반서비스,2017,Q4,0.5619326942757024,-0.03357778067484363,-0.22682460129969795,0.017580467437628755,-0.11581637379242937,-0.022933565217391247,-0.11094407693171493,-0.13225390193791497,-0.2724615250075424,-0.032523159405840385,0.16053275564372838,030000
27,Sejong_Industrial,운송장비·부품,2017,Q4,-0.26709998238187915,-0.008198730443266022,-1.2969392447500914,0.007001136382205675,-0.09624492192631129,-0.21513754555433584,0.06573139424649621,0.06257903602840809,-0.2756649507326865,-0.20519594075998215,0.03333917239791008,033530
27,KT&G,음식료·담배,2017,Q4,0.477990578473227,-0.027110475989346572,0.2424178199158824,-0.010367853652527792,0.13445217196662174,-0.11035459829059822,-0.01213665622790927,-0.02267202788653111,0.04047122027517003,-0.04967106130646437,0.10520406639719143,033780
27,Muhak,음식료·담배,2017,Q4,0.37851035013047707,0.0032968517228390004,0.9687784668900615,-0.15041422581200647,0.08803700949596682,-0.24624121518987335,0.03945688589067786,0.07476534657164424,0.7220743182067305,0.05005111174010424,0.07790469669146258,033920
27,SBS_Media,오락·문화,2017,Q4,-1.3619558717592861,-0.02876505594531209,5.160036793511576,-0.021916729151953307,-0.3850467557566293,-0.1258254678899082,-0.14901926525755416,-0.0032647110323926753,-0.731007940217868,-0.21463450126211603,0.06187614529550162,034120
27,Kangwon_Land,오락·문화,2017,Q4,0.9419393250471746,-0.02607410995143744,0.3042130254275759,-0.11681244390354739,-0.011615869372369358,-0.012063999999999941,-0.08910324166253769,-0.08279301662141259,-0.12061114065852707,-0.10674844185304844,-0.010737962588315816,035250
27,NAVER_Corp,IT 서비스,2017,Q4,0.48065726047233814,-0.05905787436210197,-0.05735445288571994,0.005163777138484815,-0.0662093669818633,-0.1293571530188478,-0.02118982038517303,-0.02714745681392361,0.38912301232199864,-0.4200899574578034,0.15392907392637895,035420
27,NCSOFT,IT 서비스,2017,Q4,-0.2328798610447229,0.05235437191121062,0.465823012235671,-0.13454223644000574,0.3104636016761684,0.18356019562419568,-0.10911258679107472,-0.10961153462170903,0.14194458946782318,-0.05572362153711685,-0.048372371190466355,036570
27,Farmsco,음식료·담배,2017,Q4,0.09725661479433767,-0.017275650441213486,0.22123697323899882,0.005003940938722917,0.035069534503119226,-0.12570036363636358,0.08692740019936296,0.13160418694558418,-0.031771906240498415,-0.23755889990944934,-0.010737962588315816,036580
27,Daewoo_Shipbuilding_&_Marine_Engineering,운송장비·부품,2017,Q4,-0.010167313837156744,0.2331234725384176,2.9558085650142187,0.12574009474770897,-0.05042391321012696,0.0,0.5056887447889785,0.47940829628399384,-0.10239289417394382,0.06747344704909564,0.0,042660
27,Daewoo_International,유통,2017,Q4,-0.030797206163168056,-0.0087322024762857,0.11804043109013762,0.01071172615879401,-0.0299104051351764,-0.15428622222222216,0.012072523094336707,0.0061531433115097345,0.9996156933932938,0.09402498284222738,-0.07275346646428481,047050
27,Korea_Aerospace_Industries,운송장비·부품,2017,Q4,-0.0017984595078830434,0.09215628407887022,-0.941601439245068,-0.09954746560242866,0.29162236545134523,-0.24539733333333327,0.12627912401979635,0.11558980227661042,0.0,-0.2736119025893482,0.06279144917639007,047810
27,Dongwon_F&B,음식료·담배,2017,Q4,-0.16725774208893895,-0.0018989811871468198,1.1320954464677195,-0.00982315864014116,0.2592961292120991,-0.2092130649176599,0.13632042951924594,-0.030626184669438672,0.0,-0.4924004001169551,0.19235934845259645,049770
27,KEPCO_E&C,일반서비스,2017,Q4,0.2776096975871404,-0.061282324044516834,-12.346732695271303,0.006165866159152378,-0.6977125365629877,-0.1025162613065326,-0.11441145384374396,-0.15101346475837163,-0.17563742232384771,0.9999976695146345,0.2827402982812494,052690
27,Hyundai_Rotem,운송장비·부품,2017,Q4,0.03861072305421753,0.045494822881380736,2.5805715757809815,0.03550577138621991,-0.030763367499806238,-0.15075013138686125,-0.06449330403610953,-0.06773449811333365,0.0,-0.2549605026239723,0.051584983587321574,064350
28,S&T_Motiv,운송장비·부품,2017,Q4,-0.011603470532335347,0.004980444081589153,0.13426103090918218,0.03934595452448486,-0.15019153673279106,-0.05967104382584891,-0.023728908069029053,-0.01490059157245227,-0.0055792277000730195,-0.09189747454942143,-0.04475487748989504,064960
27,Hyundai_Department_Store,유통,2017,Q4,0.48269857462410526,-0.016782586614251027,-0.7923421222008185,-0.011604896653023555,-0.17551818443493183,-0.2192388878923766,0.0016372501766399594,0.0017923662939431928,0.0022552460866691604,-0.12118370801167289,0.16210154358452367,069960
27,Hyundai_Livart,기타제조,2017,Q4,-0.24247522022837864,-0.3584524478559725,0.12720569590693032,-0.2718577490751499,-0.2418925078363896,-0.06237846540880498,-0.39714649535030255,-0.3973390439026516,-0.5258864176287428,-0.23260841911237073,0.41465179242282,079430
27,Basic_House,섬유·의류,2017,Q4,-0.5714927953151061,0.08789838756884805,2.2727608539456456,0.0789185387494108,-0.7241253522287892,-0.19111161904761897,-0.1223162229626864,-0.12450833960810881,0.0,0.02911316088501581,-0.09036325532836266,084870
27,LF_Corp,섬유·의류,2017,Q4,0.0017558067497371876,-0.019374475342263775,-7.32907595856406,-0.03261591684440779,-0.45074767851675857,-0.1613177313432835,-0.029114619190348412,-0.026836919519149793,-0.028610185707081515,-0.0961379785944263,0.20953494189511496,093050
27,CJ_CheilJedang,음식료·담배,2017,Q4,0.031410435161753236,0.014372950394616724,1.000861660121823,-0.019943972348011707,0.19851528689464049,-0.032782232044198834,-0.01643894534534418,-0.01769482628014374,-0.5054730170498076,-0.25895127915660554,0.01735192505213362,097950
27,Hansea,섬유·의류,2017,Q4,0.055715158435181045,0.0019001717748859948,0.9173545251342337,0.019683683252665785,0.2670391441105223,-0.11039424118738397,0.028020316386584976,0.03612267827212712,-0.1717862961383001,0.002386109116714885,0.10751929882247256,105630
27,Youngone_Corporation,유통,2017,Q4,0.01050412787624777,0.018312686539724288,0.5513736362065673,0.00420549885343191,0.21114409423060487,-0.05884762573099409,0.02346951486019755,0.028472964793374356,-0.5280643923136643,-0.15408299571485817,-0.032477093023098424,111770
27,GKL,오락·문화,2017,Q4,0.0005576218213820816,-0.017560737009976846,0.54910112366395,0.01578275906368176,0.07957874893856298,0.045971714285714345,-0.025278830375629724,-0.039016679609948035,0.0,-0.40238939741282653,0.22604850675629307,114090
27,Emart,유통,2017,Q4,-0.001311073707885857,-0.017875361995133288,0.2051089430375933,-0.011397598915401597,0.04925892128644793,-0.13045723467230438,-0.0024694261621824865,-0.002717329148775205,0.96919603411547,-0.11929220297940168,0.26455615505874297,139480
27,Samyang_Foods,음식료·담배,2017,Q4,-0.09058843311245113,0.0009302553999672725,0.37989660502051914,-0.17232783476226565,0.08185772014600123,-0.10041351456310674,-0.032176042514242775,0.014521818837745393,-0.07791628611153723,-0.14901349539996112,-0.02245255257766619,145990
