,name,sector,year,quarter,영업이익변화율,비유동부채변화율,비유동자산변화율,Code
13,Doosan_Corp,Conglomerate,2021,Q2,0.05585747679005093,0.11454169344969112,-0.1022416584173571,000150
13,DL_Holdings,Conglomerate,2021,Q2,0.4429539744119022,0.11562646146414468,-0.36095770333593946,000210
13,Dong-A_Socio_Holdings,Conglomerate,2021,Q2,1.1520071614080358,0.20853053973990776,-0.04515124112901869,000640
13,Hanwha_Corp,Conglomerate,2021,Q2,-20.696056820964976,-0.1078956676004783,-0.007623485861142365,000880
13,CJ_Corp,Conglomerate,2021,Q2,0.7980999170942884,-0.002965295604362206,0.0007537298294607586,001040
13,LG_International,Conglomerate,2021,Q2,0.4904845105759157,0.15829933737962631,-0.040164179230326,001120
13,LG_Corp,Conglomerate,2021,Q2,0.9106882100405946,-0.004544738304348206,0.0008691763067203429,003550
13,Hansol_Holdings,Conglomerate,2021,Q2,0.6567901214998216,0.0027429436822919984,0.0013630311455981037,004150
13,LS_Corp,Conglomerate,2021,Q2,-0.965811134245296,-0.2735320678696098,-0.03670944949737831,006260
13,SK_Holdings,Conglomerate,2021,Q2,0.9556323484306308,0.015459035613481387,-0.008777824663655176,034730
13,Halla_Holdings,Conglomerate,2021,Q2,-0.85877070391617,-0.1116613872166472,-0.03059706894525993,060980
13,GS_Holdings,Conglomerate,2021,Q2,0.8454396664263586,0.12434858472038857,-0.0002048259013693876,078930
