,name,sector,year,quarter,영업이익변화율,비유동부채변화율,비유동자산변화율,Code
18,Doosan_Corp,Conglomerate,2020,Q1,-0.24103008673221038,-0.2209012925595808,-0.007964542966585553,000150
18,DL_Holdings,Conglomerate,2020,Q1,0.43369233579807875,-0.0009332045533083644,-0.06963706399193259,000210
18,Dong-A_Socio_Holdings,Conglomerate,2020,Q1,6.011531956488695,-0.4084141966800374,-0.016921462015144995,000640
18,Hanwha_Corp,Conglomerate,2020,Q1,0.9278245942571786,-0.04534382974631668,-0.005734645662159643,000880
18,CJ_Corp,Conglomerate,2020,Q1,-4.3176920899013735,-0.01088315041454413,0.005106075742739247,001040
18,LG_International,Conglomerate,2020,Q1,1.0245016662455115,0.13878819716181412,0.01812853130547676,001120
18,LG_Corp,Conglomerate,2020,Q1,-16.963794482723028,0.08168798007712763,0.002173927450284552,003550
18,Hansol_Holdings,Conglomerate,2020,Q1,-2.9881831464963575,-0.006015391707961726,-0.0013532924756298748,004150
18,LS_Corp,Conglomerate,2020,Q1,1.3247043783956536,-0.0020146080515739406,0.012948388014689671,006260
18,SK_Holdings,Conglomerate,2020,Q1,-25.34400981668837,-0.008399430735799074,-0.0030395751591605347,034730
18,Halla_Holdings,Conglomerate,2020,Q1,-0.5254388679086177,0.35987190466066854,-0.012573266317585707,060980
18,GS_Holdings,Conglomerate,2020,Q1,-6.905201549748578,0.24102031984578165,9.043706149813868e-05,078930
