,name,sector,year,quarter,영업이익변화율,비유동부채변화율,비유동자산변화율,Code
17,Doosan_Corp,Conglomerate,2020,Q2,0.09587299210177502,-0.009566007528012399,-0.11331607352334805,000150
17,DL_Holdings,Conglomerate,2020,Q2,-0.33656637730243344,0.12859941328422309,0.0037004840000132155,000210
17,Dong-A_Socio_Holdings,Conglomerate,2020,Q2,1.3002343136830001,-0.4043616937774013,-0.003407753655468637,000640
17,Hanwha_Corp,Conglomerate,2020,Q2,-8.033050193050194,-0.08009095774419062,-0.0010339151891667342,000880
17,CJ_Corp,Conglomerate,2020,Q2,0.8903748248152804,0.9378830697842654,0.0011872682805297297,001040
17,LG_International,Conglomerate,2020,Q2,48.77797508962691,-0.2659689553134952,-0.009394044203674623,001120
17,LG_Corp,Conglomerate,2020,Q2,0.9499680368904563,-0.06822056686462297,-0.010724531070863685,003550
17,Hansol_Holdings,Conglomerate,2020,Q2,0.6338662017099281,0.31858159835837474,-0.007072017542589348,004150
17,LS_Corp,Conglomerate,2020,Q2,-3.3993875765529307,0.016880127991239058,-0.01092322890682662,006260
17,SK_Holdings,Conglomerate,2020,Q2,0.9581879313934156,-0.011856200119898075,-0.008827925237054446,034730
17,Halla_Holdings,Conglomerate,2020,Q2,1.7747279971795313,0.20374985733313844,-0.0067687782896324045,060980
17,GS_Holdings,Conglomerate,2020,Q2,0.9350247137583683,-1.0594413523652784,0.00019780829708204717,078930
