,name,sector,year,quarter,영업이익변화율,비유동부채변화율,비유동자산변화율,Code
11,Doosan_Corp,Conglomerate,2021,Q4,2.3179010128955255,0.19401880024717888,-0.052358933107452765,000150
11,DL_Holdings,Conglomerate,2021,Q4,-0.07453537583599856,-0.10401204579725531,-0.017072759320268638,000210
11,Dong-A_Socio_Holdings,Conglomerate,2021,Q4,1.1416580816749982,-0.17841690655666498,0.007940999890097555,000640
11,Hanwha_Corp,Conglomerate,2021,Q4,0.05159002516586597,0.04245693026686714,-0.006524349602990975,000880
11,CJ_Corp,Conglomerate,2021,Q4,0.3170238126470596,-0.005331462099485984,0.0007903595871687763,001040
11,LG_International,Conglomerate,2021,Q4,-0.7860926788122049,0.04745486482739758,-0.014081025284972792,001120
11,LG_Corp,Conglomerate,2021,Q4,0.5548230605096823,0.07791965410516821,0.029044838128328143,003550
11,Hansol_Holdings,Conglomerate,2021,Q4,0.6687000579962992,0.15527915134834247,0.0008666409037156875,004150
11,LS_Corp,Conglomerate,2021,Q4,-0.4632928739232576,0.016818887141622274,-0.008636772116620506,006260
11,SK_Holdings,Conglomerate,2021,Q4,-0.3353441405078934,0.03903922046968877,-0.05639882406120078,034730
11,Halla_Holdings,Conglomerate,2021,Q4,0.5157845585467873,-0.20315010071456174,-0.05173238262338975,060980
11,GS_Holdings,Conglomerate,2021,Q4,0.10500069261670586,-0.2005205986884917,-0.0019339202172357073,078930
