,name,sector,year,quarter,영업이익변화율,비유동부채변화율,비유동자산변화율,Code
30,Doosan_Corp,Conglomerate,2017,Q1,8.32303852676121,-0.01810080977536299,0.01999659204887483,000150
30,DL_Holdings,Conglomerate,2017,Q1,-0.9234322178468932,0.050170943746387864,0.005352721665481286,000210
30,Dong-A_Socio_Holdings,Conglomerate,2017,Q1,5.3299455259573625,-5.421911258776126,0.0007376546242739979,000640
30,Hanwha_Corp,Conglomerate,2017,Q1,-0.14490646124823137,0.07411156914108163,-0.003759511045989594,000880
30,CJ_Corp,Conglomerate,2017,Q1,8.981830070734741,-0.008132782545407613,0.0010828105331858184,001040
30,LG_International,Conglomerate,2017,Q1,-56.3004095155766,0.061546691700547385,0.022348416181097508,001120
30,LG_Corp,Conglomerate,2017,Q1,-6.583593373683218,0.11224468286924816,-0.013134127919251837,003550
30,Hansol_Holdings,Conglomerate,2017,Q1,-2.258570899975632,-0.20916575528746395,-0.004202915931556417,004150
30,LS_Corp,Conglomerate,2017,Q1,-3.8467484845011057,-0.026413458512223986,-0.0013931762321339747,006260
30,SK_Holdings,Conglomerate,2017,Q1,-13.504413955660315,-0.03786461554883158,-0.004307319282947253,034730
30,Halla_Holdings,Conglomerate,2017,Q1,0.3530839654416863,0.3468012289894279,0.03530637817739035,060980
30,GS_Holdings,Conglomerate,2017,Q1,0.8815260674331139,0.010596756416312414,-0.015616827138954514,078930
